"year","year_type","date","repro_stage","squirrel_id","sex","grid","locx_feed","locy_feed","detail","food_type","locx_census","locy_census","locx_census_numeric","locx_feed_numeric","buffer_radius","midden_radius","distance_to_midden","within_territory","within_midden"
2013,"non-mast","2013-03-06","mating",12565,"M","KL","-3.0","10.0",2,"capital","-3.0",10,-3,-3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-10","mating",10593,"F","JO","16.8","8.2",4,"capital","P.8",8,16.8,16.8,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-03-10","mating",10593,"F","JO","16.8","8.2",4,"capital","P.4",7.9,16.4,16.8,1.73333333333333,0.333333333333333,15,TRUE,FALSE
2013,"non-mast","2013-03-11","mating",10046,"F","KL","0.9","3.2",4,"capital","0.4",2.6,0.4,0.9,1.73333333333333,0.333333333333333,23.43074902772,TRUE,FALSE
2013,"non-mast","2013-03-11","mating",10046,"F","KL","0.9","3.2",4,"capital","A.0",3.3,1,0.9,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,"non-mast","2013-03-12","mating",10046,"F","KL","1.2","3.2",2,"capital","0.4",2.6,0.4,1.2,1.73333333333333,0.333333333333333,30,TRUE,FALSE
2013,"non-mast","2013-03-12","mating",10046,"F","KL","1.2","3.2",2,"capital","A.0",3.3,1,1.2,1.73333333333333,0.333333333333333,6.70820393249936,TRUE,TRUE
2013,"non-mast","2013-03-11","mating",11775,"F","KL","2.5","5.5",2,"capital","B.4",5.5,2.4,2.5,1.73333333333333,0.333333333333333,3,TRUE,TRUE
2013,"non-mast","2013-03-10","mating",11905,"F","JO","1.0","0.1",4,"capital","A.0",0.7,1,1,1.73333333333333,0.333333333333333,18,TRUE,FALSE
2013,"non-mast","2013-03-10","mating",11905,"F","JO","1.0","0.1",4,"capital","A.7",0,1.7,1,1.73333333333333,0.333333333333333,21.2132034355964,TRUE,FALSE
2013,"non-mast","2013-03-12","mating",12522,"M","SU","5.1","3.4",2,"capital","E.1",3.4,5.1,5.1,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-14","mating",12363,"M","KL","7.9","14.9",4,"capital","H.0",15,8,7.9,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-03-16","mating",11815,"F","JO","8.8","5.1",4,"capital","H.8",5.1,8.8,8.8,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-16","mating",11872,"F","JO","8.8","12.1",2,"capital","H.9",12.1,8.9,8.8,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-03-16","mating",11872,"F","JO","8.8","12.1",2,"capital","H.5",12.6,8.5,8.8,1.73333333333333,0.333333333333333,17.4928556845359,TRUE,FALSE
2013,"non-mast","2013-03-16","mating",11729,"F","JO","9.7","0.5",4,"capital","J.6",0,10.6,9.7,1.73333333333333,0.333333333333333,30.886890422961,TRUE,FALSE
2013,"non-mast","2013-03-16","mating",11729,"F","JO","9.7","0.5",4,"capital","I.6",0.7,9.6,9.7,1.73333333333333,0.333333333333333,6.70820393249936,TRUE,TRUE
2013,"non-mast","2013-03-10","mating",11872,"F","JO","8.9","12.0",2,"capital","H.9",12.1,8.9,8.9,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-03-10","mating",11872,"F","JO","8.9","12.0",2,"capital","H.5",12.6,8.5,8.9,1.73333333333333,0.333333333333333,21.6333076527839,TRUE,FALSE
2013,"non-mast","2013-03-12","mating",11957,"M","KL","13.8","12.7",2,"capital","M.6",12.4,13.6,13.8,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,"non-mast","2013-03-16","mating",10531,"M","KL","6.1","6.4",2,"capital","F.0",6.5,6,6.1,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-03-16","mating",12657,"M","KL","11.0","6.0",2,"capital","K.0",6.2,11,11,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",12657,"M","KL","11.0","6.0",2,"capital","K.0",6.2,11,11,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",11945,"M","KL","14.0","1.0",4,"capital","N.1",1.3,14.1,14,1.73333333333333,0.333333333333333,9.48683298050514,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",12017,"M","KL","5.0","1.1",4,"capital","E.0",1.3,5,5,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",10046,"F","KL","3.0","2.3",2,"capital","0.4",2.6,0.4,3,1.73333333333333,0.333333333333333,78.5175139698144,FALSE,FALSE
2013,"non-mast","2013-03-17","mating",10046,"F","KL","3.0","2.3",2,"capital","A.0",3.3,1,3,1.73333333333333,0.333333333333333,67.0820393249937,FALSE,FALSE
2013,"non-mast","2013-03-18","mating",12445,"M","KL","9.0","5.0",2,"capital","I.2",4.9,9.2,9,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",13535,"F","KL","10.0","1.2",4,"capital","J.0",1,10,10,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",11537,"F","KL","14.6","2.4",2,"capital","O.3",2.5,15.3,14.6,1.73333333333333,0.333333333333333,21.2132034355965,TRUE,FALSE
2013,"non-mast","2013-03-19","mating",11619,"F","KL","-3.1","7.9",2,"capital","-3.0",8,-3,-3.1,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",11872,"F","JO","9.1","12.2",2,"capital","H.9",12.1,8.9,9.1,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",11872,"F","JO","9.1","12.2",2,"capital","H.5",12.6,8.5,9.1,1.73333333333333,0.333333333333333,21.6333076527839,TRUE,FALSE
2013,"non-mast","2013-03-17","mating",11459,"M","JO","5.3","1.7",2,"capital","E.2",1.4,5.2,5.3,1.73333333333333,0.333333333333333,9.48683298050514,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",11459,"M","JO","5.3","1.7",2,"capital","E.2",2.3,5.2,5.3,1.73333333333333,0.333333333333333,18.2482875908947,TRUE,FALSE
2013,"non-mast","2013-03-17","mating",11905,"F","JO","0.9","0.6",2,"capital","A.0",0.7,1,0.9,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,"non-mast","2013-03-17","mating",11905,"F","JO","0.9","0.6",2,"capital","A.7",0,1.7,0.9,1.73333333333333,0.333333333333333,30,TRUE,FALSE
2013,"non-mast","2013-03-18","mating",11905,"F","JO","1.0","0.8",4,"capital","A.0",0.7,1,1,1.73333333333333,0.333333333333333,3,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",11905,"F","JO","1.0","0.8",4,"capital","A.7",0,1.7,1,1.73333333333333,0.333333333333333,31.890437438204,TRUE,FALSE
2013,"non-mast","2013-03-18","mating",11306,"F","JO","2.0","3.8",4,"capital","B.0",3.5,2,2,1.73333333333333,0.333333333333333,9,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",11306,"F","JO","2.0","3.8",4,"capital","B.8",3.1,2.8,2,1.73333333333333,0.333333333333333,31.8904374382039,TRUE,FALSE
2013,"non-mast","2013-03-18","mating",11306,"F","JO","2.1","3.3",4,"capital","B.0",3.5,2,2.1,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",11306,"F","JO","2.1","3.3",4,"capital","B.8",3.1,2.8,2.1,1.73333333333333,0.333333333333333,21.8403296678415,TRUE,FALSE
2013,"non-mast","2013-03-20","mating",11049,"F","JO","3.9","17.0",2,"capital","D.1",16.7,4.1,3.9,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,"non-mast","2013-03-23","mating",13206,"F","JO","14.0","12.5",2,"capital","N.0",12.4,14,14,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-03-23","mating",11966,"F","JO","12.1","9.3",2,"capital","L.0",9,12,12.1,1.73333333333333,0.333333333333333,9.48683298050515,TRUE,TRUE
2013,"non-mast","2013-03-23","mating",11863,"M","JO","9.0","1.3",2,"capital","I.0",1.2,9,9,1.73333333333333,0.333333333333333,3,TRUE,TRUE
2013,"non-mast","2013-03-24","mating",12017,"M","KL","5.0","1.1",2,"capital","E.0",1.3,5,5,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-24","mating",12422,"F","KL","4.2","7.0",2,"capital","D.0",7,4,4.2,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-03-24","mating",10993,"F","KL","11.6","0.8",2,"capital","K.6",0.4,11.6,11.6,1.73333333333333,0.333333333333333,12,TRUE,TRUE
2013,"non-mast","2013-03-24","mating",10993,"F","KL","11.6","0.8",2,"capital","L.1",0.5,12.1,11.6,1.73333333333333,0.333333333333333,17.4928556845359,TRUE,FALSE
2013,"non-mast","2013-03-03","mating",12445,"M","KL","8.1","3.2",4,"capital","I.2",4.9,9.2,8.1,1.73333333333333,0.333333333333333,60.7453701939498,FALSE,FALSE
2013,"non-mast","2013-04-08","mating",12678,"M","KL","2.8","10.6",4,"capital","B.6",10.5,2.6,2.8,1.73333333333333,0.333333333333333,6.70820393249936,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",11266,"M","KL","7.0","10.5",2,"capital","G.1",10.5,7.1,7,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",12236,"M","KL","4.9","11.0",2,"capital","D.9",10.9,4.9,4.9,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",12705,"M","KL","8.1","12.2",4,"capital","E.0",14.6,5,8.1,1.73333333333333,0.333333333333333,117.613774703476,FALSE,FALSE
2013,"non-mast","2013-04-08","mating",12705,"M","KL","8.1","12.2",4,"capital","H.0",12,8,8.1,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",12908,"M","KL","3.6","19.1",4,"capital","C.5",19,3.5,3.6,1.73333333333333,0.333333333333333,4.24264068711932,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",12209,"M","KL","-7.2","11.0",2,"capital","-7.0",11,-7,-7.2,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-04-08","mating",12565,"M","KL","-3.1","10.2",2,"capital","-3.0",10,-3,-3.1,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-27","mating",12445,"M","KL","9.2","5.2",4,"capital","I.2",4.9,9.2,9.2,1.73333333333333,0.333333333333333,9,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",13179,"M","KL","14.1","8.4",2,"capital","N.0",8.7,14,14.1,1.73333333333333,0.333333333333333,9.4868329805051,TRUE,TRUE
2013,"non-mast","2013-03-27","mating",13039,"M","KL","7.0","3.5",4,"capital","G.0",3.5,7,7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",13048,"M","KL","3.3","2.5",2,"capital","C.0",2.5,3,3.3,1.73333333333333,0.333333333333333,9,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12542,"M","KL","13.8","14.9",2,"capital","L.6",15,12.6,13.8,1.73333333333333,0.333333333333333,36.1247837363769,TRUE,FALSE
2013,"non-mast","2013-04-01","mating",12542,"M","KL","13.8","14.9",2,"capital","M.7",14.9,13.7,13.8,1.73333333333333,0.333333333333333,3.00000000000004,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",10047,"M","KL","2.2","15.7",2,"capital","B.1",15.5,2.1,2.2,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",11460,"M","KL","8.6","3.4",2,"capital","H.7",3.4,8.7,8.6,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",12657,"M","KL","11.1","5.9",2,"capital","K.0",6.2,11,11.1,1.73333333333333,0.333333333333333,9.48683298050513,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12825,"M","KL","6.9","5.2",4,"capital","G.0",5,7,6.9,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",11460,"M","KL","8.5","3.1",2,"capital","H.7",3.4,8.7,8.5,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12445,"M","KL","9.3","5.4",2,"capital","I.2",4.9,9.2,9.3,1.73333333333333,0.333333333333333,15.2970585407784,TRUE,FALSE
2013,"non-mast","2013-03-29","mating",13048,"M","KL","3.3","2.3",2,"capital","C.0",2.5,3,3.3,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12657,"M","KL","11.1","5.9",2,"capital","K.0",6.2,11,11.1,1.73333333333333,0.333333333333333,9.48683298050513,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",12236,"M","KL","5.0","10.9",2,"capital","D.9",10.9,4.9,5,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12209,"M","KL","-7.1","11.1",2,"capital","-7.0",11,-7,-7.1,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",11266,"M","KL","7.2","10.6",2,"capital","G.1",10.5,7.1,7.2,1.73333333333333,0.333333333333333,4.24264068711929,TRUE,TRUE
2013,"non-mast","2013-04-01","mating",12565,"M","KL","-3.2","10.1",2,"capital","-3.0",10,-3,-3.2,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",12542,"M","KL","13.5","15.2",2,"capital","L.6",15,12.6,13.5,1.73333333333333,0.333333333333333,27.6586333718787,TRUE,FALSE
2013,"non-mast","2013-03-29","mating",12542,"M","KL","13.5","15.2",2,"capital","M.7",14.9,13.7,13.5,1.73333333333333,0.333333333333333,10.8166538263919,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",11983,"M","KL","10.5","19.0",2,"capital","J.7",19,10.7,10.5,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-04-03","mating",12825,"M","KL","6.9","5.1",2,"capital","G.0",5,7,6.9,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-03-29","mating",12705,"M","KL","8.1","12.2",4,"capital","E.0",14.6,5,8.1,1.73333333333333,0.333333333333333,117.613774703476,FALSE,FALSE
2013,"non-mast","2013-03-29","mating",12705,"M","KL","8.1","12.2",4,"capital","H.0",12,8,8.1,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",13048,"M","KL","3.1","2.7",4,"capital","C.0",2.5,3,3.1,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-04-05","mating",10047,"M","KL","2.2","15.4",4,"capital","B.1",15.5,2.1,2.2,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",12364,"M","KL","10.0","10.6",2,"capital","J.1",11,10.1,10,1.73333333333333,0.333333333333333,12.369316876853,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",13039,"M","KL","7.1","3.6",2,"capital","G.0",3.5,7,7.1,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",12445,"M","KL","9.3","4.9",2,"capital","I.2",4.9,9.2,9.3,1.73333333333333,0.333333333333333,3.00000000000004,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",12363,"M","KL","7.9","14.9",2,"capital","H.0",15,8,7.9,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",13125,"M","KL","12.0","17.0",2,"capital","K.8",17,11.8,12,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",13125,"M","KL","12.0","17.0",2,"capital","L.3",16.8,12.3,12,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",12542,"M","KL","13.5","15.0",2,"capital","L.6",15,12.6,13.5,1.73333333333333,0.333333333333333,27,TRUE,FALSE
2013,"non-mast","2013-04-06","mating",12542,"M","KL","13.5","15.0",2,"capital","M.7",14.9,13.7,13.5,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-04-06","mating",13179,"M","KL","14.2","8.7",4,"capital","N.0",8.7,14,14.2,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-04-05","mating",11266,"M","KL","6.7","10.7",4,"capital","G.1",10.5,7.1,6.7,1.73333333333333,0.333333333333333,13.4164078649987,TRUE,FALSE
2013,"non-mast","2013-04-07","mating",12007,"M","KL","3.0","12.9",2,"capital","C.0",13,3,3,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-07","mating",12908,"M","KL","3.7","18.8",2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,8.48528137423856,TRUE,TRUE
2013,"non-mast","2013-04-07","mating",12705,"M","KL","8.0","12.0",2,"capital","E.0",14.6,5,8,1.73333333333333,0.333333333333333,119.096599447675,FALSE,FALSE
2013,"non-mast","2013-04-07","mating",12705,"M","KL","8.0","12.0",2,"capital","H.0",12,8,8,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-04-12","mating",13048,"M","KL","3.2","2.3",2,"capital","C.0",2.5,3,3.2,1.73333333333333,0.333333333333333,8.48528137423858,TRUE,TRUE
2013,"non-mast","2013-04-12","mating",13039,"M","KL","7.0","3.5",4,"capital","G.0",3.5,7,7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",13039,"M","KL","7.1","3.3",4,"capital","G.0",3.5,7,7.1,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-03-18","mating",12825,"M","KL","6.2","7.9",2,"capital","G.0",5,7,6.2,1.73333333333333,0.333333333333333,90.249653738948,FALSE,FALSE
2013,"non-mast","2013-03-19","mating",12705,"M","KL","8.1","12.2",2,"capital","E.0",14.6,5,8.1,1.73333333333333,0.333333333333333,117.613774703476,FALSE,FALSE
2013,"non-mast","2013-03-19","mating",12705,"M","KL","8.1","12.2",2,"capital","H.0",12,8,8.1,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",12363,"M","KL","7.9","14.8",4,"capital","H.0",15,8,7.9,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",12364,"M","KL","9.8","11.0",4,"capital","J.1",11,10.1,9.8,1.73333333333333,0.333333333333333,8.99999999999997,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",12542,"M","KL","13.7","14.9",2,"capital","L.6",15,12.6,13.7,1.73333333333333,0.333333333333333,33.1360830515618,TRUE,FALSE
2013,"non-mast","2013-03-19","mating",12542,"M","KL","13.7","14.9",2,"capital","M.7",14.9,13.7,13.7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",13039,"M","KL","7.0","3.5",4,"capital","G.0",3.5,7,7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-19","mating",11460,"M","KL","8.8","3.4",4,"capital","H.7",3.4,8.7,8.8,1.73333333333333,0.333333333333333,3.00000000000004,TRUE,TRUE
2013,"non-mast","2013-03-20","mating",13125,"M","KL","12.5","16.9",2,"capital","K.8",17,11.8,12.5,1.73333333333333,0.333333333333333,21.2132034355964,TRUE,FALSE
2013,"non-mast","2013-03-20","mating",13125,"M","KL","12.5","16.9",2,"capital","L.3",16.8,12.3,12.5,1.73333333333333,0.333333333333333,6.70820393249932,TRUE,TRUE
2013,"non-mast","2013-03-20","mating",13039,"M","KL","7.0","3.9",2,"capital","G.0",3.5,7,7,1.73333333333333,0.333333333333333,12,TRUE,TRUE
2013,"non-mast","2013-04-14","mating",11720,"F","JO","12.0","16.4",4,"capital","L.0",16.4,12,12,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",12830,"M","KL","-2.7","13.0",4,"capital","-2.5",12.9,-2.5,-2.7,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",12565,"M","KL","-3.1","10.3",2,"capital","-3.0",10,-3,-3.1,1.73333333333333,0.333333333333333,9.48683298050516,TRUE,TRUE
2013,"non-mast","2013-04-14","mating",12209,"M","KL","-7.6","12.4",2,"capital","-7.0",11,-7,-7.6,1.73333333333333,0.333333333333333,45.6946386351835,TRUE,FALSE
2013,"non-mast","2013-04-13","mating",12363,"M","KL","8.1","15.1",4,"capital","H.0",15,8,8.1,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",12236,"M","KL","5.0","11.8",4,"capital","D.9",10.9,4.9,5,1.73333333333333,0.333333333333333,27.1661554144123,TRUE,FALSE
2013,"non-mast","2013-04-13","mating",12236,"M","KL","5.0","10.8",4,"capital","D.9",10.9,4.9,5,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",11266,"M","KL","7.1","10.7",2,"capital","G.1",10.5,7.1,7.1,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",12705,"M","KL","4.9","14.7",4,"capital","E.0",14.6,5,4.9,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",12705,"M","KL","4.9","14.7",4,"capital","H.0",12,8,4.9,1.73333333333333,0.333333333333333,123.328828746567,FALSE,FALSE
2013,"non-mast","2013-04-15","mating",11017,"M","SU","14.0","9.2",4,"capital","N.0",9,14,14,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",12522,"M","SU","8.2","4.0",2,"capital","E.1",3.4,5.1,8.2,1.73333333333333,0.333333333333333,94.7259204230817,FALSE,FALSE
2013,"non-mast","2013-04-15","mating",13129,"M","SU","14.0","5.6",2,"capital","N.0",5.5,14,14,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",13130,"F","SU","8.2","4.1",4,"capital","H.2",4,8.2,8.2,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",11621,"M","KL","9.8","20.3",2,"capital","F.0",18.6,6,9.8,1.73333333333333,0.333333333333333,124.887949778992,FALSE,FALSE
2013,"non-mast","2013-04-15","mating",11983,"M","KL","10.6","19.0",2,"capital","J.7",19,10.7,10.6,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",12445,"M","KL","9.2","5.0",2,"capital","I.2",4.9,9.2,9.2,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",12235,"M","KL","14.9","14.7",4,"capital","L.8",13.9,12.8,14.9,1.73333333333333,0.333333333333333,67.4166151627327,FALSE,FALSE
2013,"non-mast","2013-04-15","mating",12908,"M","KL","3.7","18.8",2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,8.48528137423856,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",12908,"M","KL","3.7","19.0",2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",13048,"M","KL","3.1","2.9",4,"capital","C.0",2.5,3,3.1,1.73333333333333,0.333333333333333,12.369316876853,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",13048,"M","KL","3.0","2.5",2,"capital","C.0",2.5,3,3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",12197,"M","JO","18.6","18.3",4,"capital","R.3",18,18.3,18.6,1.73333333333333,0.333333333333333,12.7279220613579,TRUE,TRUE
2013,"non-mast","2013-04-15","mating",13208,"F","JO","17.8","1.9",4,"capital","Q.7",1.6,17.7,17.8,1.73333333333333,0.333333333333333,9.48683298050515,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",11848,"M","JO","7.7","11.4",2,"capital","G.4",11.4,7.4,7.7,1.73333333333333,0.333333333333333,9,TRUE,TRUE
2013,"non-mast","2013-04-13","mating",11848,"M","JO","7.7","11.4",2,"capital","H.2",11,8.2,7.7,1.73333333333333,0.333333333333333,19.2093727122985,TRUE,FALSE
2013,"non-mast","2013-04-16","mating",12678,"M","KL","2.8","10.7",4,"capital","B.6",10.5,2.6,2.8,1.73333333333333,0.333333333333333,8.48528137423855,TRUE,TRUE
2013,"non-mast","2013-04-16","mating",10321,"F","JO","11.4","7.6",4,"capital","K.5",7.5,11.5,11.4,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-04-16","mating",10321,"F","JO","11.4","7.6",4,"capital","L.0",7.1,12,11.4,1.73333333333333,0.333333333333333,23.43074902772,TRUE,FALSE
2013,"non-mast","2013-04-16","mating",11260,"F","JO","7.9","8.7",4,"capital","H.0",8.5,8,7.9,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-04-16","mating",11260,"F","JO","7.9","8.7",4,"capital","G.5",9,7.5,7.9,1.73333333333333,0.333333333333333,15,TRUE,FALSE
2013,"non-mast","2013-04-16","mating",11815,"F","JO","8.0","4.6",4,"capital","H.8",5.1,8.8,8,1.73333333333333,0.333333333333333,28.3019433961698,TRUE,FALSE
2013,"non-mast","2013-04-16","mating",11902,"M","JO","2.1","4.0",4,"capital","B.3",4.7,2.3,2.1,1.73333333333333,0.333333333333333,21.8403296678416,TRUE,FALSE
2013,"non-mast","2013-04-16","mating",11902,"M","JO","2.1","4.0",4,"capital","B.4",5.8,2.4,2.1,1.73333333333333,0.333333333333333,54.744862772684,FALSE,FALSE
2013,"non-mast","2013-04-16","mating",12672,"M","JO","3.9","18.3",2,"capital","D.0",18.5,4,3.9,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,"non-mast","2013-04-16","mating",13060,"F","JO","3.6","1.0",4,"capital","C.1",1.3,3.1,3.6,1.73333333333333,0.333333333333333,17.4928556845359,TRUE,FALSE
2013,"non-mast","2013-03-20","mating",10531,"M","KL","6.1","6.6",4,"capital","F.0",6.5,6,6.1,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,"non-mast","2013-03-20","mating",13048,"M","KL","3.0","2.5",2,"capital","C.0",2.5,3,3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-20","mating",13048,"M","KL","3.0","2.5",2,"capital","C.0",2.5,3,3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,"non-mast","2013-03-23","mating",10531,"M","KL","6.0","6.4",2,"capital","F.0",6.5,6,6,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,"non-mast","2013-03-24","mating",11460,"M","KL","8.7","3.4",2,"capital","H.7",3.4,8.7,8.7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
