"squirrel_id","sex","date","repro_stage","detail","grid","locx_obs","locy_obs","food_type","year","year_type","locx_census","locy_census"
20917,"M","2015-05-23","lactation",2,"KL","-2.5","9.7","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-23","lactation",2,"KL","-2.5","9.7","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-23","lactation",2,"KL","-2.4","9.9","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-23","lactation",2,"KL","-2.4","9.9","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-23","lactation",2,"KL","-2.4","9.9","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-23","lactation",2,"KL","-2.4","9.9","capital","2015","post-mast","-2.5","10.0"
20919,"M","2015-05-23","lactation",2,"KL","0","10.1","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-05-23","lactation",2,"KL","0","10.1","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-05-23","lactation",2,"KL","0","10.1","capital","2015","post-mast","0.5","10.0"
20918,"M","2015-05-23","lactation",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-05-28","lactation",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20917,"M","2015-05-28","lactation",2,"KL","-2.3","10","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-05-28","lactation",2,"KL","-2.3","10","capital","2015","post-mast","-2.5","10.0"
20923,"M","2015-05-28","lactation",2,"KL","-1.8","10.8","capital","2015","post-mast","-2.0","11.0"
19884,"M","2015-05-31","lactation",2,"KL","-5.9","9.1","capital","2015","post-mast","-5.0","9.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.2","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.2","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.2","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.2","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.2","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.3","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.3","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.3","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.8","11.6","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.8","11.6","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.8","11.5","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-05-31","lactation",2,"KL","-4.8","11.5","capital","2015","post-mast","-5.0","12.0"
20919,"M","2015-05-31","lactation",2,"KL","0.8","9.3","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-05-31","lactation",2,"KL","0.8","9.3","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-05-31","lactation",2,"KL","0.8","9.3","capital","2015","post-mast","0.5","10.0"
12018,"M","2015-05-31","lactation",2,"KL","-1.8","6.8","capital","2015","post-mast","-2.0","7.0"
12018,"M","2015-05-31","lactation",2,"KL","-1.8","6.8","capital","2015","post-mast","-2.0","7.0"
12018,"M","2015-05-31","lactation",2,"KL","-1.8","6.8","capital","2015","post-mast","-2.0","7.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
12613,"M","2015-06-05","lactation",2,"KL","-8","8.7","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-06-05","lactation",2,"KL","-8","8.7","capital","2015","post-mast","-7.5","9.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-06-05","lactation",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-05","lactation",2,"KL","-0.8","1","capital","2015","post-mast","-1.0","1.0"
20917,"M","2015-06-06","lactation",2,"KL","-2.5","9.4","capital","2015","post-mast","-2.5","10.0"
20917,"M","2015-06-06","lactation",2,"KL","-2.5","9.4","capital","2015","post-mast","-2.5","10.0"
12613,"M","2015-06-06","lactation",2,"KL","-7.6","8.5","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-06-06","lactation",2,"KL","-7.6","8.5","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-06-06","lactation",2,"KL","-7.6","8.5","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-06-06","lactation",19,"KL","-7.6","8.5","income","2015","post-mast","-7.5","9.0"
19884,"M","2015-06-06","lactation",2,"KL","-5.5","8.5","capital","2015","post-mast","-5.0","9.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1","capital","2015","post-mast","-1.0","1.0"
20919,"M","2015-06-07","lactation",2,"KL","0.3","9.9","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-06-07","lactation",2,"KL","0.3","9.9","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-06-07","lactation",2,"KL","0","10.4","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-06-07","lactation",2,"KL","0","10.4","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-06-07","lactation",2,"KL","0","10.4","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-06-07","lactation",2,"KL","0","10.3","capital","2015","post-mast","0.5","10.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.4","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.4","capital","2015","post-mast","-1.0","1.0"
12018,"M","2015-06-07","lactation",2,"KL","-2","6.7","capital","2015","post-mast","-2.0","7.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.6","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.8","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.8","1.5","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.9","1.6","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.8","2","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.8","2","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-07","lactation",2,"KL","-0.9","2","capital","2015","post-mast","-1.0","1.0"
12018,"M","2015-06-13","lactation",2,"KL","-2","6.7","capital","2015","post-mast","-2.0","7.0"
12018,"M","2015-06-13","lactation",2,"KL","-2","6.7","capital","2015","post-mast","-2.0","7.0"
12018,"M","2015-06-13","lactation",2,"KL","-2","6.7","capital","2015","post-mast","-2.0","7.0"
12018,"M","2015-06-13","lactation",2,"KL","-2","6.7","capital","2015","post-mast","-2.0","7.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.3","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.3","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-06-13","lactation",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
21247,"M","2015-06-13","lactation",2,"KL","-1.1","0.8","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-13","lactation",2,"KL","-1.1","0.8","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-13","lactation",2,"KL","-1","0.8","capital","2015","post-mast","-1.0","1.0"
12018,"M","2015-06-15","lactation",2,"KL","-1.8","6.7","capital","2015","post-mast","-2.0","7.0"
21247,"M","2015-06-15","lactation",2,"KL","-1","0.6","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-15","lactation",2,"KL","-0.5","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-15","lactation",2,"KL","-0.5","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-15","lactation",2,"KL","-0.5","1","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-06-15","lactation",2,"KL","-0.5","1","capital","2015","post-mast","-1.0","1.0"
20871,"M","2015-06-16","lactation",2,"KL","H.1","4.5","capital","2015","post-mast","H.0","4.5"
19884,"M","2015-08-01","non-breeding",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.6","12","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-02","non-breeding",2,"KL","-4.7","11.9","capital","2015","post-mast","-5.0","12.0"
19884,"M","2015-08-04","non-breeding",2,"KL","-5.5","7.8","capital","2015","post-mast","-5.0","9.0"
12613,"M","2015-08-04","non-breeding",2,"KL","-7.4","9.6","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-08-04","non-breeding",2,"KL","-7.4","9.6","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-08-04","non-breeding",2,"KL","-7.4","9.6","capital","2015","post-mast","-7.5","9.0"
20923,"M","2015-08-04","non-breeding",2,"KL","-2.1","11.2","capital","2015","post-mast","-2.0","11.0"
20923,"M","2015-08-04","non-breeding",2,"KL","-2.2","11.2","capital","2015","post-mast","-2.0","11.0"
20923,"M","2015-08-04","non-breeding",2,"KL","-2.2","11.2","capital","2015","post-mast","-2.0","11.0"
12613,"M","2015-08-05","non-breeding",2,"KL","-8.2","9.1","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-08-05","non-breeding",2,"KL","-8.2","9.1","capital","2015","post-mast","-7.5","9.0"
20918,"M","2015-08-05","non-breeding",2,"KL","-3.5","7.5","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-07-30","non-breeding",2,"KL","-3.3","7.7","capital","2015","post-mast","-3.0","8.0"
19884,"M","2015-07-30","non-breeding",2,"KL","-5.4","8.7","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-07-30","non-breeding",2,"KL","-5.4","8.7","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-07-30","non-breeding",2,"KL","-5.3","8.7","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-07-30","non-breeding",2,"KL","-5.3","8.7","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-07-30","non-breeding",2,"KL","-5.2","8.5","capital","2015","post-mast","-5.0","9.0"
12613,"M","2015-08-01","non-breeding",2,"KL","-7.4","9.3","capital","2015","post-mast","-7.5","9.0"
12613,"M","2015-08-01","non-breeding",2,"KL","-7.4","9.3","capital","2015","post-mast","-7.5","9.0"
20918,"M","2015-08-01","non-breeding",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-08-01","non-breeding",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5.3","8.8","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5.3","8.8","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5.1","8.8","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5","8.8","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5","8.8","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-01","non-breeding",2,"KL","-5","8.8","capital","2015","post-mast","-5.0","9.0"
19599,"M","2015-08-01","non-breeding",2,"KL","-4.8","11.9","capital","2015","post-mast","-5.0","12.0"
12613,"M","2015-08-01","non-breeding",2,"KL","-7.9","9.1","capital","2015","post-mast","-7.5","9.0"
20918,"M","2015-08-02","non-breeding",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-08-02","non-breeding",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
20918,"M","2015-08-02","non-breeding",2,"KL","-3.1","7.8","capital","2015","post-mast","-3.0","8.0"
19884,"M","2015-08-08","non-breeding",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
19884,"M","2015-08-08","non-breeding",2,"KL","-5.4","8.6","capital","2015","post-mast","-5.0","9.0"
20923,"M","2015-08-11","non-breeding",2,"KL","-2","11","capital","2015","post-mast","-2.0","11.0"
19599,"M","2015-08-11","non-breeding",2,"KL","-4","11.7","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-11","non-breeding",2,"KL","-4","11.7","capital","2015","post-mast","-5.0","12.0"
19599,"M","2015-08-11","non-breeding",2,"KL","-4.6","11.8","capital","2015","post-mast","-5.0","12.0"
20919,"M","2015-08-11","non-breeding",2,"KL","0.5","9.7","capital","2015","post-mast","0.5","10.0"
20919,"M","2015-08-11","non-breeding",2,"KL","0.5","9.7","capital","2015","post-mast","0.5","10.0"
13048,"M","2015-08-18","non-breeding",2,"KL","C.1","2.5","capital","2015","post-mast","C.0","2.5"
20919,"M","2015-08-23","non-breeding",2,"KL","0.3","10","capital","2015","post-mast","0.5","10.0"
20917,"M","2015-08-23","non-breeding",2,"KL","-2.1","10.1","capital","2015","post-mast","-2.5","10.0"
13048,"M","2015-08-23","non-breeding",2,"KL","C.4","2.2","capital","2015","post-mast","C.0","2.5"
13048,"M","2015-08-23","non-breeding",2,"KL","C.4","2.2","capital","2015","post-mast","C.0","2.5"
13048,"M","2015-08-23","non-breeding",2,"KL","C.4","2.2","capital","2015","post-mast","C.0","2.5"
13048,"M","2015-08-23","non-breeding",2,"KL","C.4","2.2","capital","2015","post-mast","C.0","2.5"
13048,"M","2015-08-23","non-breeding",2,"KL","C.1","2.6","capital","2015","post-mast","C.0","2.5"
13048,"M","2015-08-23","non-breeding",2,"KL","C.1","2.6","capital","2015","post-mast","C.0","2.5"
20729,"M","2015-08-25","non-breeding",2,"KL","D.7","9.4","capital","2015","post-mast","F.0","9.5"
21332,"M","2015-08-26","non-breeding",2,"KL","D.8","15.4","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-08-26","non-breeding",2,"KL","D.8","15.4","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-08-26","non-breeding",2,"KL","D.8","15.4","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-08-26","non-breeding",2,"KL","D.6","15.4","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-08-26","non-breeding",2,"KL","D.6","15.4","capital","2015","post-mast","E.0","15.0"
19713,"M","2015-09-02","non-breeding",2,"KL","H.3","12.1","capital","2015","post-mast","H.0","12.0"
19713,"M","2015-09-02","non-breeding",2,"KL","H.3","12.1","capital","2015","post-mast","H.0","12.0"
19713,"M","2015-09-02","non-breeding",2,"KL","H.3","12.1","capital","2015","post-mast","H.0","12.0"
19713,"M","2015-09-02","non-breeding",2,"KL","H.2","12.2","capital","2015","post-mast","H.0","12.0"
21247,"M","2015-09-02","non-breeding",2,"KL","-0.4","0.8","capital","2015","post-mast","-1.0","1.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.4","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.4","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.4","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.4","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.2","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.2","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.2","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.2","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-02","non-breeding",2,"KL","G.3","2.2","capital","2015","post-mast","G.5","2.0"
20871,"M","2015-09-02","non-breeding",2,"KL","H.2","4.5","capital","2015","post-mast","H.0","4.5"
20871,"M","2015-09-02","non-breeding",2,"KL","H.2","4.5","capital","2015","post-mast","H.0","4.5"
20871,"M","2015-09-02","non-breeding",2,"KL","H.2","4.5","capital","2015","post-mast","H.0","4.5"
21247,"M","2015-09-02","non-breeding",2,"KL","-0.9","1.2","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-09-02","non-breeding",2,"KL","-0.9","1.2","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-09-02","non-breeding",2,"KL","-0.9","1.2","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-09-02","non-breeding",2,"KL","-0.9","1.2","capital","2015","post-mast","-1.0","1.0"
21332,"M","2015-09-07","non-breeding",2,"KL","E.0","15.2","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-09-07","non-breeding",2,"KL","E.0","15.2","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-09-07","non-breeding",2,"KL","E.0","15.2","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-09-07","non-breeding",2,"KL","E.0","15.2","capital","2015","post-mast","E.0","15.0"
21332,"M","2015-09-07","non-breeding",2,"KL","E.0","15.2","capital","2015","post-mast","E.0","15.0"
21222,"M","2015-09-07","non-breeding",2,"KL","J.3","9.1","capital","2015","post-mast","J.5","9.0"
20836,"M","2015-09-06","non-breeding",2,"KL","G.2","2.1","capital","2015","post-mast","G.5","2.0"
20836,"M","2015-09-06","non-breeding",2,"KL","G.2","2.5","capital","2015","post-mast","G.5","2.0"
21222,"M","2015-09-10","non-breeding",2,"KL","J.3","9.1","capital","2015","post-mast","J.5","9.0"
21247,"M","2015-09-09","non-breeding",2,"KL","-1","0.8","capital","2015","post-mast","-1.0","1.0"
21247,"M","2015-09-09","non-breeding",2,"KL","-1","0.8","capital","2015","post-mast","-1.0","1.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-09","non-breeding",2,"KL","J.3","9","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-10","non-breeding",2,"KL","J.3","9.1","capital","2015","post-mast","J.5","9.0"
13179,"M","2015-09-15","non-breeding",2,"KL","M.9","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-15","non-breeding",2,"KL","M.9","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-15","non-breeding",2,"KL","M.9","8.6","capital","2015","post-mast","N.0","8.5"
21222,"M","2015-09-16","non-breeding",2,"KL","J.3","9.2","capital","2015","post-mast","J.5","9.0"
21222,"M","2015-09-16","non-breeding",2,"KL","J.3","9.2","capital","2015","post-mast","J.5","9.0"
13179,"M","2015-09-16","non-breeding",2,"KL","N.0","8.7","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-17","non-breeding",2,"KL","N.5","8.1","capital","2015","post-mast","N.0","8.5"
20871,"M","2015-09-17","non-breeding",2,"KL","H.3","4.6","capital","2015","post-mast","H.0","4.5"
13179,"M","2015-09-19","non-breeding",2,"KL","M.9","8.5","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-20","non-breeding",2,"KL","N.0","8.7","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-20","non-breeding",2,"KL","N .0","8.7","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-20","non-breeding",2,"KL","N .0","8.7","capital","2015","post-mast","N.0","8.5"
20525,"M","2015-09-22","non-breeding",2,"KL","O.7","3.2","capital","2015","post-mast","P.0","2.5"
20525,"M","2015-09-22","non-breeding",2,"KL","O.7","3.2","capital","2015","post-mast","P.0","2.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
13179,"M","2015-09-23","non-breeding",2,"KL","N.0","8.6","capital","2015","post-mast","N.0","8.5"
21216,"M","2015-04-08","lactation",2,"KL","K.5","10.8","capital","2015","post-mast","L.0","11.0"
21216,"M","2015-04-08","lactation",2,"KL","K.5","10.8","capital","2015","post-mast","L.0","11.0"
21216,"M","2015-04-08","lactation",2,"KL","K.5","10.8","capital","2015","post-mast","L.0","11.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
20995,"F","2015-04-09","lactation",2,"KL","K.1","6","capital","2015","post-mast","M.5","8.0"
21216,"M","2015-04-14","lactation",2,"KL","K.9","10.9","capital","2015","post-mast","L.0","11.0"
20645,"M","2015-04-21","lactation",2,"KL","E.5","5.8","capital","2015","post-mast","F.0","6.5"
21216,"M","2015-04-22","lactation",2,"KL","L.0","10.9","capital","2015","post-mast","L.0","11.0"
