"year","year_type","grid","squirrel_id","sex","cache_size_new","total_cones","log_cache_size_new","log_total_cones"
2015,"post-mast","KL",12210,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","KL",12214,"F",0,129.998,0,4.87518205590903
2013,"non-mast","KL",12235,"M",12537.3108823135,152.574,9.43654410673416,5.03418253555231
2012,"non-mast","KL",12236,"M",0,129.998,0,4.87518205590903
2013,"non-mast","KL",12236,"M",23949.7352451009,152.574,10.083754301537,5.03418253555231
2014,"mast","KL",12236,"M",11745.7168000714,1496.201,9.37132905925639,7.31135264394349
2015,"post-mast","KL",12236,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12236,"M",0,2.342,0,1.2065694301732
2013,"non-mast","KL",12285,"F",38174.8013307086,152.574,10.5499571208478,5.03418253555231
2014,"mast","KL",12285,"F",32625.9305813821,1496.201,10.3928933177825,7.31135264394349
2015,"post-mast","KL",12285,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","SU",12301,"F",0,0.085,0,0.0815799869924228
2011,"post-mast","KL",12303,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12303,"F",14834.971392717,129.998,9.6048100103734,4.87518205590903
2011,"post-mast","KL",12305,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12305,"F",6197.00967536237,129.998,8.73198349939235,4.87518205590903
2013,"non-mast","KL",12305,"F",15854.5709251165,152.574,9.67127619547686,5.03418253555231
2014,"mast","KL",12305,"F",61414.2093868635,1496.201,11.025412793344,7.31135264394349
2015,"post-mast","KL",12305,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12305,"F",0,2.342,0,1.2065694301732
2012,"non-mast","KL",12363,"M",3914.42444637288,129.998,8.27267901796929,4.87518205590903
2013,"non-mast","KL",12363,"M",21551.325603626,152.574,9.97823900635089,5.03418253555231
2012,"non-mast","KL",12364,"M",12520.2939221065,129.998,9.43518598772507,4.87518205590903
2013,"non-mast","KL",12364,"M",14817.1472177311,152.574,9.60360787198806,5.03418253555231
2015,"post-mast","KL",12364,"M",0,0.006,0,0.00598207167754747
2012,"non-mast","SU",12419,"M",4170.2242648683,36.241,8.33596486040155,3.61741030489474
2013,"non-mast","SU",12419,"M",40335.431678215,59.005,10.6050103514285,4.0944278920834
2011,"post-mast","KL",12422,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12422,"F",48.640144591517,129.998,3.90479987313468,4.87518205590903
2011,"post-mast","KL",12423,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12423,"F",126.449104306989,129.998,4.84771710299821,4.87518205590903
2013,"non-mast","KL",12423,"F",9091.52915671671,152.574,9.11520838353367,5.03418253555231
2015,"post-mast","KL",12426,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12426,"F",15.6534217288241,2.342,2.81261570455101,1.2065694301732
2015,"post-mast","KL",12427,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12427,"F",0,2.342,0,1.2065694301732
2018,"non-mast","KL",12428,"F",0,4.477,0,1.70055750580158
2011,"post-mast","SU",12432,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12432,"F",2275.56027875021,36.241,7.73042093311974,3.61741030489474
2013,"non-mast","SU",12432,"F",9896.01685880785,59.005,9.19998866332131,4.0944278920834
2014,"mast","SU",12432,"F",20719.7852981289,263.342,9.93889259614406,5.57724371931451
2015,"post-mast","SU",12432,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","SU",12434,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12434,"F",412.661285018409,36.241,6.02504748682675,3.61741030489474
2011,"post-mast","SU",12435,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",12435,"F",20514.687294404,59.005,9.9289451063577,4.0944278920834
2014,"mast","SU",12435,"F",33847.170183926,263.342,10.4296402202745,5.57724371931451
2015,"post-mast","SU",12435,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12435,"F",55.9596191420682,3.118,4.04234258067105,1.4153676086056
2017,"non-mast","SU",12435,"F",9.8174770424681,44.479,2.3811630708561,3.81725068095371
2012,"non-mast","KL",12445,"M",6476.53506337708,129.998,8.77609532552498,4.87518205590903
2013,"non-mast","KL",12445,"M",33631.4038551482,152.574,10.4232452816668,5.03418253555231
2016,"non-mast","KL",12445,"M",0,2.342,0,1.2065694301732
2011,"post-mast","KL",12448,"F",0,0.037,0,0.0363319292473902
2011,"post-mast","SU",12462,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12462,"F",3040.27629051152,36.241,8.02003253870041,3.61741030489474
2013,"non-mast","SU",12462,"F",12558.778432113,59.005,9.43825479911125,4.0944278920834
2011,"post-mast","SU",12477,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12477,"F",506.48364062093,36.241,6.22946447516668,3.61741030489474
2011,"post-mast","SU",12478,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12479,"M",51.0508806208341,36.241,3.95222171366587,3.61741030489474
2013,"non-mast","SU",12479,"M",7400.19602845596,59.005,8.90939689159929,4.0944278920834
2014,"mast","SU",12479,"M",28763.3751387169,263.342,10.2668929260897,5.57724371931451
2011,"post-mast","SU",12492,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","KL",12495,"M",183.641362233278,129.998,5.21841536107241,4.87518205590903
2014,"mast","KL",12509,"F",15868.3808428229,1496.201,9.6721467984445,7.31135264394349
2015,"post-mast","KL",12509,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","KL",12513,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12513,"F",2627.81135503396,129.998,7.87428706674795,4.87518205590903
2013,"non-mast","KL",12513,"F",14919.9471106735,152.574,9.61052135101069,5.03418253555231
2012,"non-mast","SU",12522,"M",238.062909972027,36.241,5.47672673893505,3.61741030489474
2013,"non-mast","SU",12522,"M",6625.61890642087,59.005,8.79884998423593,4.0944278920834
2015,"post-mast","SU",12522,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12522,"M",43.9822971502571,3.118,3.8062690157086,1.4153676086056
2012,"non-mast","SU",12523,"M",115.911678948073,36.241,4.76141876894609,3.61741030489474
2011,"post-mast","SU",12524,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",12524,"F",16194.5828800206,59.005,9.69249382231439,4.0944278920834
2014,"mast","SU",12524,"F",6598.17360393326,263.342,8.79469970864964,5.57724371931451
2011,"post-mast","SU",12526,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","KL",12542,"M",4151.28744248416,129.998,8.33141465233484,4.87518205590903
2013,"non-mast","KL",12542,"M",45571.8557665109,152.574,10.7270675499817,5.03418253555231
2012,"non-mast","SU",12550,"M",279.252680319093,36.241,5.63569162593541,3.61741030489474
2013,"non-mast","SU",12550,"M",7729.36512538209,59.005,8.95291137531485,4.0944278920834
2012,"non-mast","KL",12564,"M",2107.39780532055,129.998,7.65368360405875,4.87518205590903
2013,"non-mast","KL",12564,"M",44307.059290822,152.574,10.6989218647875,5.03418253555231
2012,"non-mast","KL",12565,"M",1606.20469399473,129.998,7.38225173410045,4.87518205590903
2013,"non-mast","KL",12565,"M",23663.5230643895,152.574,10.0717322885091,5.03418253555231
2014,"mast","KL",12565,"M",27246.7712851965,1496.201,10.2127270090474,7.31135264394349
2016,"non-mast","KL",12565,"M",0,2.342,0,1.2065694301732
2012,"non-mast","KL",12576,"M",2061.6701789183,129.998,7.63175662579568,4.87518205590903
2013,"non-mast","KL",12576,"M",42373.8671614661,152.574,10.6543107098452,5.03418253555231
2010,"mast","KL",12611,"M",38280.404658762,1871.957,10.5527195392187,7.53527374435888
2012,"non-mast","KL",12611,"M",3695.73469109799,129.998,8.21520519306642,4.87518205590903
2013,"non-mast","KL",12613,"M",39173.6968948562,152.574,10.5757863299858,5.03418253555231
2014,"mast","KL",12613,"M",35521.6717932129,1496.201,10.4779264136808,7.31135264394349
2016,"non-mast","KL",12613,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12613,"M",113.99181677088,60.19,4.74486096731727,4.11398377747445
2018,"non-mast","KL",12613,"M",0,4.477,0,1.70055750580158
2011,"post-mast","KL",12620,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12620,"F",263.195651200745,129.998,5.57668993169819,4.87518205590903
2011,"post-mast","KL",12625,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",12625,"F",5191.30732713193,152.574,8.55493344906894,5.03418253555231
2014,"mast","KL",12625,"F",6806.78408277789,1496.201,8.82582195452963,7.31135264394349
2011,"post-mast","KL",12626,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",12626,"F",2348.59139963834,152.574,7.76199671952631,5.03418253555231
2011,"post-mast","KL",12628,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12628,"F",55.9923440655431,129.998,4.04291694417394,4.87518205590903
2013,"non-mast","KL",12629,"F",16495.0849439828,152.574,9.71087835561198,5.03418253555231
2012,"non-mast","KL",12653,"M",3985.11028107865,129.998,8.29057116749454,4.87518205590903
2014,"mast","KL",12653,"M",34289.9383985413,1496.201,10.4426364116191,7.31135264394349
2016,"non-mast","KL",12653,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12653,"M",1876.2289458939,60.19,7.53755200351899,4.11398377747445
2018,"non-mast","KL",12653,"M",0,4.477,0,1.70055750580158
2012,"non-mast","KL",12657,"M",169.558736831249,129.998,5.1390797349419,4.87518205590903
2013,"non-mast","KL",12657,"M",28651.3250007389,152.574,10.2629898707085,5.03418253555231
2011,"post-mast","KL",12664,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12664,"F",1392.77274309147,129.998,7.23976955298846,4.87518205590903
2012,"non-mast","KL",12678,"M",152.716309549504,129.998,5.03510875779399,4.87518205590903
2013,"non-mast","KL",12678,"M",16295.4410941703,152.574,9.69870202517473,5.03418253555231
2014,"mast","KL",12678,"M",35314.1194202273,1496.201,10.4720664634096,7.31135264394349
2015,"post-mast","KL",12678,"M",0,0.006,0,0.00598207167754747
2011,"post-mast","KL",12703,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12703,"F",589.048622548086,129.998,6.38020494460261,4.87518205590903
2013,"non-mast","KL",12703,"F",11495.8729176485,152.574,9.34983035716986,5.03418253555231
2012,"non-mast","KL",12705,"M",1831.45034227242,129.998,7.51340933504298,4.87518205590903
2014,"mast","KL",12705,"M",90795.518347249,1496.201,11.4163762196609,7.31135264394349
2015,"post-mast","KL",12705,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12705,"M",0,2.342,0,1.2065694301732
2012,"non-mast","KL",12706,"M",1149.45202874782,129.998,7.04791021260248,4.87518205590903
2013,"non-mast","KL",12744,"M",8695.66666574875,152.574,9.07069508935712,5.03418253555231
2014,"mast","KL",12744,"M",42806.9269821172,1496.201,10.6644785742832,7.31135264394349
2016,"non-mast","KL",12744,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12744,"M",4994.9686945904,60.19,8.51638660513104,4.11398377747445
2018,"non-mast","KL",12744,"M",298.68255821692,4.477,5.70272377515467,1.70055750580158
2013,"non-mast","KL",12745,"M",21428.803490136,152.574,9.97253791857658,5.03418253555231
2014,"mast","KL",12745,"M",44464.2698231953,1496.201,10.7024637100307,7.31135264394349
2012,"non-mast","KL",12825,"M",5483.12637806539,129.998,8.60961308528637,4.87518205590903
2013,"non-mast","KL",12825,"M",20974.4942858419,152.574,9.95111009653292,5.03418253555231
2011,"post-mast","KL",12827,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12827,"F",6339.7776081755,129.998,8.75475669104202,4.87518205590903
2013,"non-mast","KL",12827,"F",40758.7612882862,152.574,10.6154506308005,5.03418253555231
2014,"mast","KL",12827,"F",14648.5265953728,1496.201,9.59216329961407,7.31135264394349
2015,"post-mast","KL",12827,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12827,"F",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12827,"F",67.0206432765823,60.19,4.21981123670255,4.11398377747445
2013,"non-mast","KL",12830,"M",10701.813557838,152.574,9.27826193521553,5.03418253555231
2014,"mast","KL",12831,"M",29810.1799908318,1496.201,10.3026387696134,7.31135264394349
2012,"non-mast","KL",12835,"M",1988.36635033454,129.998,7.59557145009579,4.87518205590903
2013,"non-mast","KL",12835,"M",8228.72564099331,152.574,9.01550795666263,5.03418253555231
2011,"post-mast","KL",12876,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12876,"F",4322.36243410308,129.998,8.37178871971527,4.87518205590903
2012,"non-mast","KL",12908,"M",9638.40626121349,129.998,9.17361479454735,4.87518205590903
2013,"non-mast","KL",12908,"M",33448.5369827705,152.574,10.4177932233909,5.03418253555231
2012,"non-mast","KL",12933,"M",7206.68264764109,129.998,8.88290277052218,4.87518205590903
2013,"non-mast","KL",12933,"M",20365.1562107393,152.574,9.921629792875,5.03418253555231
2015,"post-mast","KL",12958,"F",0,0.006,0,0.00598207167754747
2013,"non-mast","SU",12972,"F",4672.56274851574,59.005,8.44967696098286,4.0944278920834
2015,"post-mast","SU",12972,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12972,"F",0,3.118,0,1.4153676086056
2017,"non-mast","SU",12972,"F",3784.3101506367,44.479,8.23888310455853,3.81725068095371
2011,"post-mast","SU",12973,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",12973,"F",10026.1093379284,59.005,9.21304763781556,4.0944278920834
2015,"post-mast","SU",12973,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12973,"F",0,3.118,0,1.4153676086056
2012,"non-mast","SU",13000,"F",24.6745923000698,36.241,3.24550187643128,3.61741030489474
2011,"post-mast","KL",13009,"F",0,0.037,0,0.0363319292473902
2011,"post-mast","KL",13010,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",13010,"F",12696.1794774763,152.574,9.44913515939371,5.03418253555231
2012,"non-mast","KL",13012,"F",43.9386639189572,129.998,3.80529853598495,4.87518205590903
2014,"mast","KL",13012,"F",5205.48812730439,1496.201,8.55766084360711,7.31135264394349
2015,"post-mast","KL",13012,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","KL",13039,"M",680.842032895163,129.998,6.52479800769376,4.87518205590903
2013,"non-mast","KL",13039,"M",9132.60984398553,152.574,9.1197162781387,5.03418253555231
2012,"non-mast","KL",13048,"M",929.987783617354,129.998,6.8362461554051,4.87518205590903
2013,"non-mast","KL",13048,"M",81419.4787058416,152.574,11.3073821015022,5.03418253555231
2015,"post-mast","KL",13048,"M",0,0.006,0,0.00598207167754747
2013,"non-mast","KL",13084,"F",4682.93654925729,152.574,8.45189417835286,5.03418253555231
2013,"non-mast","SU",13085,"F",2594.69373247737,59.005,7.86160909416055,4.0944278920834
2014,"mast","SU",13085,"F",407.970712653675,263.342,6.01364354627515,5.57724371931451
2011,"post-mast","SU",13092,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",13092,"F",2645.8755127921,36.241,7.88113517157532,3.61741030489474
2013,"non-mast","SU",13092,"F",30009.3656917157,59.005,10.3092981240221,4.0944278920834
2014,"mast","SU",13092,"F",16106.2255866384,263.342,9.6870232444957,5.57724371931451
2015,"post-mast","SU",13092,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","SU",13094,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",13095,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",13095,"M",22675.0994757538,59.005,10.0290667622644,4.0944278920834
2014,"mast","SU",13095,"M",74284.2672910697,263.342,11.2156679242486,5.57724371931451
2016,"non-mast","SU",13095,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",13095,"M",4009.19582475618,44.479,8.29659535321205,3.81725068095371
2018,"non-mast","SU",13095,"M",0,1.639,0,0.970400057521187
2012,"non-mast","SU",13096,"M",119.118721448613,36.241,4.78848059910754,3.61741030489474
2013,"non-mast","SU",13096,"M",17698.0640392277,59.005,9.78126703802409,4.0944278920834
2014,"mast","SU",13096,"M",42076.3976070793,263.342,10.6472660015609,5.57724371931451
2016,"non-mast","SU",13096,"M",0,3.118,0,1.4153676086056
2013,"non-mast","SU",13097,"F",7393.76012683923,59.005,8.90852693740977,4.0944278920834
2014,"mast","SU",13097,"F",16988.5986065998,263.342,9.74035658911319,5.57724371931451
2015,"post-mast","SU",13097,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",13097,"F",0,3.118,0,1.4153676086056
2012,"non-mast","KL",13112,"F",882.700269196132,129.998,6.7841179431478,4.87518205590903
2013,"non-mast","KL",13112,"F",3022.45211552553,152.574,8.01415454215624,5.03418253555231
2015,"post-mast","KL",13112,"F",0,0.006,0,0.00598207167754747
2017,"non-mast","KL",13112,"F",83.7758040957278,60.19,4.44001017302396,4.11398377747445
2010,"mast","KL",13123,"M",46956.3381956555,1871.957,10.7569947705202,7.53527374435888
2013,"non-mast","KL",13123,"M",18967.3656460484,152.574,9.85052790455482,5.03418253555231
2012,"non-mast","KL",13125,"M",3813.41351591371,129.998,8.24654220081651,4.87518205590903
2013,"non-mast","KL",13125,"M",3317.52184219082,152.574,8.10727473451123,5.03418253555231
2012,"non-mast","SU",13128,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",13129,"M",11944.9570424944,59.005,9.38814817731177,4.0944278920834
2014,"mast","SU",13129,"M",26783.5172684859,263.342,10.1955792856955,5.57724371931451
2016,"non-mast","SU",13129,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",13129,"M",9178.55563654428,44.479,9.12473407683775,3.81725068095371
2018,"non-mast","SU",13129,"M",2730.16967967567,1.639,7.91248525051241,0.970400057521187
2013,"non-mast","SU",13130,"F",5651.20158503244,59.005,8.63980040931002,4.0944278920834
2014,"mast","SU",13130,"F",21330.4869117096,263.342,9.96793951891433,5.57724371931451
2015,"post-mast","SU",13130,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","SU",13131,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",13131,"F",23273.3110768749,59.005,10.0551055024322,4.0944278920834
2012,"non-mast","SU",13132,"M",484.983365897924,36.241,6.18617439676727,3.61741030489474
2013,"non-mast","SU",13132,"M",24043.1976265452,59.005,10.0876489834958,4.0944278920834
2014,"mast","SU",13132,"M",22195.3302809962,263.342,10.0076822515386,5.57724371931451
2016,"non-mast","SU",13132,"M",80.634211442138,3.118,4.40224843197538,1.4153676086056
2017,"non-mast","SU",13132,"M",0,44.479,0,3.81725068095371
2013,"non-mast","SU",13134,"F",863.610730502444,59.005,6.76227938310082,4.0944278920834
2014,"mast","SU",13134,"F",11518.213132074,263.342,9.35177162740956,5.57724371931451
2012,"non-mast","SU",13135,"M",372.627795300789,36.241,5.92326010214397,3.61741030489474
2013,"non-mast","SU",13135,"M",6727.91701720339,59.005,8.81416949099805,4.0944278920834
2012,"non-mast","KL",13179,"M",1811.02999002409,129.998,7.50220303725188,4.87518205590903
2013,"non-mast","KL",13179,"M",21529.3344550509,152.574,9.97721812461076,5.03418253555231
2014,"mast","KL",13179,"M",28160.0584495338,1496.201,10.2456953965519,7.31135264394349
2016,"non-mast","KL",13179,"M",0,2.342,0,1.2065694301732
2012,"non-mast","KL",13184,"F",274.889357189107,129.998,5.61999990559377,4.87518205590903
2011,"post-mast","KL",13185,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",13185,"F",31453.4511148158,152.574,10.356295781997,5.03418253555231
2013,"non-mast","KL",13287,"M",46495.5712731289,152.574,10.7471338527951,5.03418253555231
2014,"mast","KL",13288,"F",13400.856162969,1496.201,9.5031484959706,7.31135264394349
2015,"post-mast","KL",13288,"F",0,0.006,0,0.00598207167754747
2013,"non-mast","KL",13305,"F",8095.4915692192,152.574,8.99918610722591,5.03418253555231
2014,"mast","KL",13305,"F",13180.9774021412,1496.201,9.48660582731451,7.31135264394349
2015,"post-mast","KL",13305,"F",0,0.006,0,0.00598207167754747
2013,"non-mast","KL",13332,"F",5740.60607596585,152.574,8.65549425435096,5.03418253555231
2012,"non-mast","KL",13366,"F",41.6261026600648,129.998,3.75246680412691,4.87518205590903
2012,"non-mast","SU",13385,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",13385,"M",7658.41749128852,59.005,8.94369121431934,4.0944278920834
2014,"mast","SU",13385,"M",38022.6958863973,263.342,10.5459648203236,5.57724371931451
2015,"post-mast","SU",13385,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",13385,"M",45.8148928648512,3.118,3.84620137590914,1.4153676086056
2017,"non-mast","SU",13385,"M",7323.05247551781,44.479,8.89891907064009,3.81725068095371
2012,"non-mast","SU",13397,"F",0,36.241,0,3.61741030489474
2013,"non-mast","KL",13412,"F",9198.58328971091,152.574,9.12691346741466,5.03418253555231
2015,"post-mast","KL",13412,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",13412,"F",35.997415822383,2.342,3.61084806756682,1.2065694301732
2013,"non-mast","SU",13438,"F",9625.05449243573,59.005,9.17222871081064,4.0944278920834
2014,"mast","SU",13438,"F",11290.0985988383,263.342,9.33176995965841,5.57724371931451
2015,"post-mast","SU",13438,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",13438,"F",0,3.118,0,1.4153676086056
2017,"non-mast","SU",13438,"F",45.1167611640534,44.479,3.83117646665676,3.81725068095371
2018,"non-mast","SU",13438,"F",0,1.639,0,0.970400057521187
2013,"non-mast","KL",13445,"F",1001.43719987087,152.574,6.91018951369821,5.03418253555231
2016,"non-mast","KL",13445,"F",0,2.342,0,1.2065694301732
2013,"non-mast","KL",13466,"M",9368.92742470556,152.574,9.1452606297068,5.03418253555231
2014,"mast","KL",13466,"M",62741.5322830052,1496.201,11.0467948424699,7.31135264394349
2016,"non-mast","KL",13466,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",13466,"M",5158.23333780664,60.19,8.54854326949236,4.11398377747445
2012,"non-mast","KL",13499,"F",0,129.998,0,4.87518205590903
2012,"non-mast","KL",13535,"F",4032.3650705764,129.998,8.30235631162371,4.87518205590903
2013,"non-mast","KL",13535,"F",35177.4601397961,152.574,10.4681892464352,5.03418253555231
2012,"non-mast","SU",13617,"M",0,36.241,0,3.61741030489474
2009,"non-mast","SU",13666,"F",522.562486354927,38.197,6.26065638585205,3.66860021325556
2010,"mast","SU",13666,"F",703.193155628515,1155.84,6.55705268731631,7.0534474289533
2011,"post-mast","SU",13667,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",13667,"F",9364.71681788512,59.005,9.14481115416843,4.0944278920834
2012,"non-mast","SU",13690,"M",55.0433212847712,36.241,4.02612498603617,3.61741030489474
2013,"non-mast","SU",13690,"M",17514.8371926917,59.005,9.77086073310142,4.0944278920834
2014,"mast","SU",13690,"M",48252.3760649551,263.342,10.7842210745775,5.57724371931451
2013,"non-mast","SU",19250,"F",9382.89005872152,59.005,9.14674967444217,4.0944278920834
2012,"non-mast","KL",19257,"F",89.1645081612603,129.998,4.50163587027007,4.87518205590903
2013,"non-mast","KL",19257,"F",39669.1522362661,152.574,10.5883543510676,5.03418253555231
2014,"mast","KL",19257,"F",21062.8079459928,1496.201,9.95531158349276,7.31135264394349
2013,"non-mast","KL",19271,"M",14523.3210381578,152.574,9.58357983626665,5.03418253555231
2014,"mast","KL",19271,"M",71500.947099683,1496.201,11.1774799604747,7.31135264394349
2014,"mast","SU",19354,"M",35399.8041781924,263.342,10.4744898157619,5.57724371931451
2013,"non-mast","SU",19439,"M",10823.4084651629,59.005,9.28955890612704,4.0944278920834
2014,"mast","KL",19516,"M",46604.7416178412,1496.201,10.7494790232072,7.31135264394349
2013,"non-mast","KL",19530,"F",13.548118318606,152.574,2.67746166007256,5.03418253555231
2013,"non-mast","SU",19537,"M",3129.86622267796,59.005,8.04906499370582,4.0944278920834
2014,"mast","SU",19537,"M",59990.1734335456,263.342,11.0019527209417,5.57724371931451
2015,"post-mast","SU",19537,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",19537,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",19537,"M",5504.33212847712,44.479,8.6134723794853,3.81725068095371
2018,"non-mast","SU",19537,"M",63.1329223677649,1.639,4.16095784155593,0.970400057521187
2013,"non-mast","KL",19549,"M",2786.9199329689,152.574,7.93305105302072,5.03418253555231
2013,"non-mast","KL",19550,"F",7425.06697029688,152.574,8.91275165305037,5.03418253555231
2014,"mast","KL",19550,"F",7037.85476743411,1496.201,8.85920076083868,7.31135264394349
2013,"non-mast","SU",19552,"M",4406.08369665969,59.005,8.3909684564156,4.0944278920834
2013,"non-mast","KL",19561,"F",4182.24522009141,152.574,8.33884259274364,5.03418253555231
2014,"mast","KL",19561,"F",9084.11150739574,1496.201,9.11439225454644,7.31135264394349
2015,"post-mast","KL",19561,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",19561,"F",0,2.342,0,1.2065694301732
2018,"non-mast","KL",19561,"F",0,4.477,0,1.70055750580158
2019,"mast","KL",19561,"F",54.5415391248228,3648.279,4.01713119350086,8.2022848928175
2013,"non-mast","KL",19564,"F",18015.004923082,152.574,9.79901580420104,5.03418253555231
2013,"non-mast","KL",19565,"M",26774.6379059164,152.574,10.1952477197162,5.03418253555231
2013,"non-mast","KL",19582,"F",9321.10540320092,152.574,9.14014378379871,5.03418253555231
2013,"non-mast","KL",19583,"F",589.637671170634,152.574,6.38120275185176,5.03418253555231
2014,"mast","KL",19583,"F",6132.91245858287,1496.201,8.72158807306647,7.31135264394349
2015,"post-mast","KL",19583,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",19583,"F",0,2.342,0,1.2065694301732
2017,"non-mast","KL",19583,"F",1187.52202305694,60.19,7.08046581675641,4.11398377747445
2014,"mast","KL",19599,"M",29865.0269625758,1496.201,10.3044768914018,7.31135264394349
2016,"non-mast","KL",19599,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",19599,"M",7385.360729814,60.19,8.90739043389143,4.11398377747445
2013,"non-mast","SU",19601,"M",8503.30956556332,59.005,9.04832832170676,4.0944278920834
2014,"mast","SU",19601,"M",67679.3305362849,263.342,11.1225508780785,5.57724371931451
2015,"post-mast","SU",19601,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",19601,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",19601,"M",3597.99625298631,44.479,8.18841026695215,3.81725068095371
2018,"non-mast","SU",19601,"M",0,1.639,0,0.970400057521187
2019,"mast","SU",19601,"M",11951.1420530312,2333.26,9.38866579259574,7.75545020338613
2013,"non-mast","SU",19611,"F",1813.87705836641,59.005,7.50377300796749,4.0944278920834
2014,"mast","SU",19611,"F",31222.1949889266,263.342,10.3489165267233,5.57724371931451
2015,"post-mast","SU",19611,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",19611,"F",0,3.118,0,1.4153676086056
2017,"non-mast","SU",19611,"F",1287.07124026757,44.479,7.16090121590146,3.81725068095371
2018,"non-mast","SU",19611,"F",1611.3479611342,1.639,7.38544675655585,0.970400057521187
2014,"mast","KL",19649,"F",32216.869037946,1496.201,10.3802765166774,7.31135264394349
2015,"post-mast","KL",19649,"F",0,0.006,0,0.00598207167754747
2017,"non-mast","KL",19649,"F",599.847847294801,60.19,6.39834173658448,4.11398377747445
2018,"non-mast","KL",19649,"F",0,4.477,0,1.70055750580158
2013,"non-mast","KL",19654,"M",4117.7443959224,152.574,8.32330363762407,5.03418253555231
2014,"mast","KL",19654,"M",47962.5205094302,1496.201,10.7781960115648,7.31135264394349
2018,"non-mast","KL",19654,"M",0,4.477,0,1.70055750580158
2013,"non-mast","KL",19655,"F",1456.42271925014,152.574,7.28442489400595,5.03418253555231
