"year","year_type","grid","squirrel_id","sex","cache_size_new","total_cones","log_cache_size_new","log_total_cones"
2009,"non-mast","KL",10342,"F",8106.40533119808,93.163,9.00053316141864,4.54502732310718
2010,"mast","KL",10342,"F",3776.70160592879,1871.957,8.2368710629223,7.53527374435888
2011,"post-mast","KL",10342,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",10342,"F",31520.2099587046,152.574,10.3584159302498,5.03418253555231
2014,"mast","KL",10342,"F",2944.71951396483,1496.201,7.98810838338088,7.31135264394349
2009,"non-mast","SU",10358,"M",5760.07740543341,38.197,8.65887978575276,3.66860021325556
2012,"non-mast","SU",10358,"M",96.4294411726867,36.241,4.57912843574069,3.61741030489474
2009,"non-mast","SU",10362,"F",1203.09908663099,38.197,7.09348692034875,3.66860021325556
2008,"non-mast","KL",10370,"M",7.7885317870247,43.465,2.17344766555279,3.7947023628516
2009,"non-mast","KL",10374,"F",65.7443712610614,93.163,4.20086996804777,4.54502732310718
2010,"mast","KL",10374,"F",195.122356219054,1871.957,5.27873873088103,7.53527374435888
2011,"post-mast","KL",10374,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",10374,"F",23.8564692131975,129.998,3.2131180491735,4.87518205590903
2015,"post-mast","KL",10374,"F",0,0.006,0,0.00598207167754747
2009,"non-mast","KL",10375,"F",3060.32848737076,93.163,8.02660424693183,4.54502732310718
2010,"mast","KL",10375,"F",11404.0713260705,1871.957,9.34181338862883,7.53527374435888
2011,"post-mast","KL",10375,"F",0,0.037,0,0.0363319292473902
2008,"non-mast","KL",10377,"F",8697.10110822773,43.465,9.07086001739765,3.7947023628516
2009,"non-mast","KL",10377,"F",1920.54121935587,93.163,7.56088286143022,4.54502732310718
2009,"non-mast","KL",10391,"F",3253.63051972153,93.163,8.08783403659345,4.54502732310718
2008,"non-mast","KL",10408,"F",7670.04302035297,43.465,8.94520787212412,3.7947023628516
2008,"non-mast","KL",10451,"F",2414.47212474722,43.465,7.7896500437694,3.7947023628516
2009,"non-mast","KL",10461,"F",465.266599504301,93.163,6.14475757247828,4.54502732310718
2008,"non-mast","KL",10462,"F",823.19545001095,43.465,6.71440769839803,3.7947023628516
2012,"non-mast","KL",10531,"M",1368.16360063835,129.998,7.22195532190181,4.87518205590903
2009,"non-mast","SU",10616,"F",1156.49879560274,38.197,7.05401674544386,3.66860021325556
2008,"non-mast","KL",10642,"M",5090.95089514226,43.465,8.53541631610021,3.7947023628516
2009,"non-mast","KL",10642,"M",2371.5097543786,93.163,7.77170364191023,4.54502732310718
2011,"post-mast","SU",10654,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",10654,"F",1419.65081357219,36.241,7.25887036501608,3.61741030489474
2013,"non-mast","SU",10654,"F",6132.91245858287,59.005,8.72158807306647,4.0944278920834
2014,"mast","SU",10654,"F",11411.0499160015,263.342,9.34242508631625,5.57724371931451
2015,"post-mast","SU",10654,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","SU",10655,"M",567.450173054656,36.241,6.34291366300757,3.61741030489474
2009,"non-mast","SU",10657,"F",819.886142124552,38.197,6.7103844178919,3.66860021325556
2009,"non-mast","SU",10661,"F",2238.43930722185,38.197,7.71398080424053,3.66860021325556
2010,"mast","SU",10662,"M",17649.369353097,1155.84,9.77851198866357,7.0534474289533
2009,"non-mast","KL",10686,"F",1231.70066974805,93.163,7.11696270787529,4.54502732310718
2010,"mast","KL",10686,"F",12896.2596596018,1871.957,9.46477013829519,7.53527374435888
2011,"post-mast","KL",10686,"F",0,0.037,0,0.0363319292473902
2009,"non-mast","SU",10735,"F",515.204832726989,38.197,6.24650364936194,3.66860021325556
2009,"non-mast","KL",10746,"F",0,93.163,0,4.54502732310718
2008,"non-mast","KL",10748,"F",2286.19587887955,43.465,7.73508183918746,3.7947023628516
2009,"non-mast","KL",10754,"F",379.070514609909,93.163,5.94035680026834,4.54502732310718
2009,"non-mast","KL",10759,"F",108.886728708796,93.163,4.69945009623601,4.54502732310718
2009,"non-mast","KL",10782,"M",7529.28494325659,93.163,8.92668816114792,4.54502732310718
2009,"non-mast","SU",10786,"M",13823.825798882,38.197,9.53422122586861,3.66860021325556
2009,"non-mast","KL",10818,"F",979.293334986193,93.163,6.88785184829138,4.54502732310718
2011,"post-mast","KL",10818,"F",0,0.037,0,0.0363319292473902
2009,"non-mast","SU",10833,"F",0,38.197,0,3.66860021325556
2012,"non-mast","SU",10878,"M",639.554087777672,36.241,6.46233356395045,3.61741030489474
2013,"non-mast","SU",10878,"M",14715.7435881902,59.005,9.59674114418093,4.0944278920834
2011,"post-mast","SU",10918,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",10918,"F",7391.46938219599,59.005,8.90821710997926,4.0944278920834
2011,"post-mast","SU",10946,"F",0,0.085,0,0.0815799869924228
2011,"post-mast","KL",10993,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",10993,"F",3709.09736818357,129.998,8.21881340005051,4.87518205590903
2013,"non-mast","KL",10993,"F",2729.69495011913,152.574,7.91231141626718,5.03418253555231
2014,"mast","KL",10993,"F",4130.70346561845,1496.201,8.32644506232508,7.31135264394349
2015,"post-mast","KL",10993,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","KL",10995,"F",31.1541271480988,0.037,3.47054081408074,0.0363319292473902
2012,"non-mast","KL",10995,"F",303.06551630099,129.998,5.71724319233438,4.87518205590903
2014,"mast","KL",10995,"F",14216.2521728851,1496.201,9.56221144789733,7.31135264394349
2013,"non-mast","SU",11002,"F",2481.07279817254,59.005,7.81684929578267,4.0944278920834
2014,"mast","SU",11002,"F",15947.5097077852,263.342,9.67712066859907,5.57724371931451
2015,"post-mast","SU",11002,"F",0,0.006,0,0.00598207167754747
2014,"mast","KL",11020,"F",23934.6817803025,1496.201,10.0831255860795,7.31135264394349
2015,"post-mast","KL",11020,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",11020,"F",31.088677301149,2.342,3.46850323585995,1.2065694301732
2009,"non-mast","SU",11078,"M",2538.2105145597,38.197,7.83960849065822,3.66860021325556
2010,"mast","SU",11078,"M",7193.7126696372,1155.84,8.88110168379677,7.0534474289533
2012,"non-mast","SU",11078,"M",781.143923345712,36.241,6.66203876881019,3.61741030489474
2010,"mast","SU",11084,"F",12453.7968776055,1155.84,9.42986111906113,7.0534474289533
2009,"non-mast","KL",11150,"F",4104.04901544815,93.163,8.3199729622411,4.54502732310718
2008,"non-mast","KL",11161,"M",0,43.465,0,3.7947023628516
2009,"non-mast","KL",11161,"M",5474.19929164913,93.163,8.60798395432344,4.54502732310718
2008,"non-mast","KL",11162,"M",4871.65027462917,43.465,8.49139327228718,3.7947023628516
2009,"non-mast","KL",11176,"F",3316.71190033482,93.163,8.10703063766611,4.54502732310718
2010,"mast","KL",11176,"F",2968.80505764235,1871.957,7.99625159248508,7.53527374435888
2009,"non-mast","KL",11181,"M",25206.0246042249,93.163,10.1348779887907,4.54502732310718
2009,"non-mast","KL",11201,"M",2451.84126027859,93.163,7.8050023296813,4.54502732310718
2010,"mast","KL",11201,"M",11923.7840170062,1871.957,9.38637420381107,7.53527374435888
2009,"non-mast","KL",11203,"M",2226.26018153528,93.163,7.7085274909385,4.54502732310718
2011,"post-mast","KL",11220,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11220,"F",10895.3923884998,129.998,9.29618703990128,4.87518205590903
2009,"non-mast","KL",11254,"F",12.3891106122035,93.163,2.59444173570494,4.54502732310718
2009,"non-mast","KL",11256,"F",4319.71716945553,93.163,8.37117667890782,4.54502732310718
2010,"mast","KL",11256,"F",67891.0989702449,1871.957,11.1256749440404,7.53527374435888
2011,"post-mast","KL",11256,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11256,"F",0,129.998,0,4.87518205590903
2013,"non-mast","KL",11256,"F",26530.7172346423,152.574,10.1860961730673,5.03418253555231
2014,"mast","KL",11256,"F",31768.3085118756,1496.201,10.3662559615837,7.31135264394349
2015,"post-mast","KL",11256,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",11256,"F",0,2.342,0,1.2065694301732
2010,"mast","KL",11266,"M",54187.5645359027,1871.957,10.9002251787445,7.53527374435888
2013,"non-mast","KL",11266,"M",46259.0682511759,152.574,10.7420344111664,5.03418253555231
2011,"post-mast","KL",11272,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11272,"F",0,129.998,0,4.87518205590903
2013,"non-mast","KL",11272,"F",10036.0795312804,152.574,9.21404146759235,5.03418253555231
2009,"non-mast","KL",11288,"F",15.4216201875436,93.163,2.79859877074874,4.54502732310718
2009,"non-mast","SU",11308,"F",9.55431411619083,38.197,2.35653469730264,3.66860021325556
2009,"non-mast","SU",11313,"F",272.980403319738,38.197,5.61305658309946,3.66860021325556
2010,"mast","SU",11313,"F",471.511605734093,1155.84,6.15806230903234,7.0534474289533
2009,"non-mast","KL",11319,"F",55.7959945246937,93.163,4.03946580430908,4.54502732310718
2010,"mast","KL",11319,"F",17106.121988029,1871.957,9.74725014631066,7.53527374435888
2009,"non-mast","KL",11323,"F",0,93.163,0,4.54502732310718
2009,"non-mast","KL",11325,"F",4772.54829803937,93.163,8.47084518533796,4.54502732310718
2009,"non-mast","KL",11342,"F",0,93.163,0,4.54502732310718
2011,"post-mast","KL",11343,"F",0,0.037,0,0.0363319292473902
2010,"mast","KL",11344,"F",21443.8024133953,1871.957,9.97323758326411,7.53527374435888
2011,"post-mast","KL",11344,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11344,"F",746.957286622273,129.998,6.61734587289785,4.87518205590903
2013,"non-mast","KL",11344,"F",8425.70786369653,152.574,9.03916144846877,5.03418253555231
2012,"non-mast","SU",11434,"M",54.486997585698,36.241,4.0161487155699,3.61741030489474
2013,"non-mast","SU",11434,"M",8295.76810088555,59.005,9.02362133251902,4.0944278920834
2014,"mast","SU",11434,"M",36978.8362773951,263.342,10.5181280776029,5.57724371931451
2015,"post-mast","SU",11434,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",11434,"M",0,3.118,0,1.4153676086056
2010,"mast","KL",11460,"M",26947.0109861665,1871.957,10.2016647697607,7.53527374435888
2012,"non-mast","KL",11460,"M",7032.97875383635,129.998,8.85850779253411,4.87518205590903
2013,"non-mast","KL",11460,"M",42575.3872402245,152.574,10.6590550884463,5.03418253555231
2009,"non-mast","KL",11489,"F",188.127403826295,93.163,5.24242088227914,4.54502732310718
2010,"mast","KL",11489,"F",9215.46935022396,1871.957,9.12874730939757,7.53527374435888
2011,"post-mast","KL",11489,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11489,"F",27.3580360250111,129.998,3.34491044767958,4.87518205590903
2012,"non-mast","SU",11531,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11531,"M",4519.87916388972,59.005,8.41646175919791,4.0944278920834
2014,"mast","SU",11531,"M",15748.8694222926,263.342,9.66458735357132,5.57724371931451
2016,"non-mast","SU",11531,"M",476.474885794452,3.118,6.16851156334274,1.4153676086056
2010,"mast","SU",11534,"M",77809.4942225556,1155.84,11.2620315882494,7.0534474289533
2012,"non-mast","SU",11534,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11534,"M",23518.5843783192,59.005,10.0655887308666,4.0944278920834
2014,"mast","SU",11534,"M",71119.3744919657,263.342,11.172129135809,5.57724371931451
2015,"post-mast","SU",11534,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",11534,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",11534,"M",0,44.479,0,3.81725068095371
2010,"mast","SU",11536,"F",2241.18274663983,1155.84,7.71520511085438,7.0534474289533
2010,"mast","KL",11537,"F",26634.4879669812,1871.957,10.1899997397007,7.53527374435888
2011,"post-mast","KL",11537,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11537,"F",2588.67234655799,129.998,7.85928663957042,4.87518205590903
2013,"non-mast","KL",11537,"F",5178.402798975,152.574,8.55244503883399,5.03418253555231
2011,"post-mast","SU",11576,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",11576,"F",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11576,"F",15290.6550437971,59.005,9.63506253660981,4.0944278920834
2014,"mast","SU",11576,"F",11594.7130948505,263.342,9.35839074800128,5.57724371931451
2015,"post-mast","SU",11576,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",11576,"F",0,3.118,0,1.4153676086056
2011,"post-mast","SU",11577,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",11577,"F",2644.43561615921,59.005,7.88059102493188,4.0944278920834
2012,"non-mast","SU",11578,"M",11166.3983881032,36.241,9.32075395429105,3.61741030489474
2013,"non-mast","SU",11578,"M",5005.96426887796,59.005,8.5185850760708,4.0944278920834
2010,"mast","KL",11614,"M",1372.58146530747,1871.957,7.22517681597699,7.53527374435888
2013,"non-mast","KL",11614,"M",7103.73003838907,152.574,8.86851604380498,5.03418253555231
2010,"mast","KL",11616,"F",16084.8016700702,1871.957,9.68569227803765,7.53527374435888
2010,"mast","KL",11619,"F",71.1767085578938,1871.957,4.27911739770239,7.53527374435888
2011,"post-mast","KL",11619,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11619,"F",211.010306566114,129.998,5.3566348893682,4.87518205590903
2012,"non-mast","KL",11621,"M",16084.561687298,129.998,9.68567735900736,4.87518205590903
2013,"non-mast","KL",11621,"M",22906.9555585735,152.574,10.0392395335159,5.03418253555231
2014,"mast","KL",11621,"M",39898.8157492129,1496.201,10.5941269850531,7.31135264394349
2011,"post-mast","KL",11622,"F",0,0.037,0,0.0363319292473902
2011,"post-mast","KL",11625,"F",0,0.037,0,0.0363319292473902
2010,"mast","KL",11701,"M",39310.6506995986,1871.957,10.5792762093836,7.53527374435888
2011,"post-mast","SU",11722,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",11722,"F",24182.6385254718,59.005,10.0934315895014,4.0944278920834
2014,"mast","SU",11722,"F",17701.8928552742,263.342,9.78148334335845,5.57724371931451
2011,"post-mast","KL",11775,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11775,"F",1127.65722971354,129.998,7.0287839128384,4.87518205590903
2013,"non-mast","KL",11775,"F",70712.0146445503,152.574,11.1663849176104,5.03418253555231
2014,"mast","KL",11775,"F",7343.47282776614,1496.201,8.9017033130936,7.31135264394349
2015,"post-mast","KL",11775,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",11775,"F",0,2.342,0,1.2065694301732
2011,"post-mast","KL",11841,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11841,"F",0,129.998,0,4.87518205590903
2012,"non-mast","KL",11883,"M",1917.46234947227,129.998,7.55927928451256,4.87518205590903
2013,"non-mast","KL",11883,"M",15131.186491704,152.574,9.62457931000317,5.03418253555231
2011,"post-mast","KL",11895,"F",0,0.037,0,0.0363319292473902
2013,"non-mast","KL",11895,"F",7466.91123911344,152.574,8.91837061909465,5.03418253555231
2014,"mast","KL",11895,"F",6188.2830291024,1496.201,8.73057453168459,7.31135264394349
2011,"post-mast","KL",11896,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11896,"F",9073.26864941772,129.998,9.11319806628969,4.87518205590903
2011,"post-mast","KL",11897,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",11897,"F",19.9622033196851,129.998,3.04272097414208,4.87518205590903
2013,"non-mast","KL",11897,"F",7333.65535072367,152.574,8.90036570252342,5.03418253555231
2011,"post-mast","SU",11943,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",11943,"F",587.477826221291,36.241,6.37753924752199,3.61741030489474
2013,"non-mast","SU",11943,"F",15912.494039667,59.005,9.67492271002167,4.0944278920834
2014,"mast","SU",11943,"F",17036.1588287167,263.342,9.74315205107746,5.57724371931451
2015,"post-mast","SU",11943,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","KL",11945,"M",3627.16506811027,129.998,8.1964823085766,4.87518205590903
2013,"non-mast","KL",11945,"M",8282.02363302609,152.574,9.02196335379063,5.03418253555231
2012,"non-mast","SU",11946,"F",133.517687777566,36.241,4.90169569803542,3.61741030489474
2013,"non-mast","SU",11946,"F",7385.36072981401,59.005,8.90739043389143,4.0944278920834
2014,"mast","SU",11946,"F",2294.15894359177,263.342,7.73855737656353,5.57724371931451
2013,"non-mast","SU",11952,"M",27530.8236209586,59.005,10.223097837169,4.0944278920834
2011,"post-mast","SU",11953,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",11953,"F",4568.07206786041,59.005,8.42706541466286,4.0944278920834
2014,"mast","SU",11953,"F",8530.73305143529,263.342,9.0515477911781,5.57724371931451
2015,"post-mast","SU",11953,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","KL",11957,"M",1049.22649645204,129.998,6.95676113079602,4.87518205590903
2013,"non-mast","KL",11957,"M",9406.19020423564,152.574,9.14922959120367,5.03418253555231
2014,"mast","KL",11957,"M",38687.9281307949,1496.201,10.5633087432734,7.31135264394349
2016,"non-mast","KL",11957,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",11957,"M",0,60.19,0,4.11398377747445
2013,"non-mast","SU",11963,"F",4967.64338348886,59.005,8.51090212076138,4.0944278920834
2014,"mast","SU",11963,"F",15305.992124599,263.342,9.63606500459488,5.57724371931451
2015,"post-mast","SU",11963,"F",0,0.006,0,0.00598207167754747
2011,"post-mast","SU",11976,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",11976,"F",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11976,"F",945.00852349233,59.005,6.85225157904546,4.0944278920834
2014,"mast","SU",11976,"F",1782.33023213661,263.342,7.48623781223161,5.57724371931451
2015,"post-mast","SU",11976,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",11976,"F",0,3.118,0,1.4153676086056
2012,"non-mast","SU",11979,"M",604.102087346537,36.241,6.40539718321171,3.61741030489474
2013,"non-mast","SU",11979,"M",32900.3290647191,59.005,10.4012683330414,4.0944278920834
2014,"mast","SU",11979,"M",29599.6932830413,263.342,10.2955530617622,5.57724371931451
2016,"non-mast","SU",11979,"M",7372.53255981185,3.118,8.90565218646911,1.4153676086056
2011,"post-mast","SU",11981,"M",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",11981,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11981,"M",4623.92260392423,59.005,8.43921491551985,4.0944278920834
2014,"mast","SU",11981,"M",28333.2387445629,263.342,10.2518262019842,5.57724371931451
2012,"non-mast","KL",11983,"M",2917.29602809287,129.998,7.97875517290659,4.87518205590903
2013,"non-mast","KL",11983,"M",6597.34457253857,152.574,8.79457407421069,5.03418253555231
2012,"non-mast","SU",11996,"M",52.4689606380795,36.241,3.97910131054616,3.61741030489474
2013,"non-mast","SU",11996,"M",8128.87099116359,59.005,9.00330033417039,4.0944278920834
2011,"post-mast","SU",11997,"F",0,0.085,0,0.0815799869924228
2011,"post-mast","SU",11998,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",11998,"F",9673.81462841332,59.005,9.17728135786051,4.0944278920834
2014,"mast","SU",11998,"F",6568.32847372416,263.342,8.79016689525387,5.57724371931451
2015,"post-mast","SU",11998,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",11998,"F",0,3.118,0,1.4153676086056
2009,"non-mast","SU",11999,"M",10575.4817178401,38.197,9.26638810926145,3.66860021325556
2010,"mast","SU",11999,"M",64930.6987637817,1155.84,11.0810912081632,7.0534474289533
2012,"non-mast","SU",11999,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",11999,"M",20265.6288101444,59.005,9.9167309113639,4.0944278920834
2011,"post-mast","SU",12003,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",12003,"F",3026.74998880857,59.005,8.01557504470487,4.0944278920834
2014,"mast","SU",12003,"F",36550.6633786496,263.342,10.5064819738182,5.57724371931451
2015,"post-mast","SU",12003,"F",0,0.006,0,0.00598207167754747
2017,"non-mast","SU",12003,"F",0,44.479,0,3.81725068095371
2012,"non-mast","SU",12004,"M",0,36.241,0,3.61741030489474
2012,"non-mast","KL",12006,"M",1452.98660228528,129.998,7.28206444366675,4.87518205590903
2013,"non-mast","KL",12006,"M",34945.5386071295,152.574,10.4615747043347,5.03418253555231
2012,"non-mast","KL",12007,"M",1069.01416684653,129.998,6.97542716741179,4.87518205590903
2013,"non-mast","KL",12007,"M",39039.1974593744,152.574,10.5723470983876,5.03418253555231
2012,"non-mast","KL",12008,"M",903.207887907065,129.998,6.80705929845336,4.87518205590903
2014,"mast","KL",12008,"M",78854.0628715664,1496.201,11.2753667992274,7.31135264394349
2016,"non-mast","KL",12008,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12008,"M",3758.34837801329,60.19,8.23200091764525,4.11398377747445
2018,"non-mast","KL",12008,"M",0,4.477,0,1.70055750580158
2012,"non-mast","KL",12012,"F",48.9564855184409,129.998,3.91115233687508,4.87518205590903
2015,"post-mast","KL",12012,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","KL",12012,"F",0,2.342,0,1.2065694301732
2011,"post-mast","KL",12013,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12014,"M",0,129.998,0,4.87518205590903
2012,"non-mast","KL",12017,"M",7068.84526996483,129.998,8.86359387321475,4.87518205590903
2013,"non-mast","KL",12017,"M",6798.93010114391,152.574,8.82466761186782,5.03418253555231
2012,"non-mast","KL",12018,"M",0,129.998,0,4.87518205590903
2013,"non-mast","KL",12018,"M",35151.476550557,152.574,10.4674503513872,5.03418253555231
2014,"mast","KL",12018,"M",128069.467984541,1496.201,11.7603359225443,7.31135264394349
2016,"non-mast","KL",12018,"M",0,2.342,0,1.2065694301732
2012,"non-mast","KL",12019,"M",88.3572933822129,129.998,4.49264286538339,4.87518205590903
2011,"post-mast","KL",12022,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","SU",12024,"M",1966.37520175941,36.241,7.58445554842435,3.61741030489474
2013,"non-mast","SU",12024,"M",16750.9720289408,59.005,9.72627126339431,4.0944278920834
2012,"non-mast","SU",12025,"M",272.271363311115,36.241,5.61046530629194,3.61741030489474
2011,"post-mast","SU",12026,"F",0,0.085,0,0.0815799869924228
2013,"non-mast","SU",12026,"F",31855.7495074005,59.005,10.3690045540094,4.0944278920834
2014,"mast","SU",12026,"F",7091.10912623559,263.342,8.86673805430578,5.57724371931451
2015,"post-mast","SU",12026,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12026,"F",0,3.118,0,1.4153676086056
2012,"non-mast","SU",12027,"M",2594.21376693307,36.241,7.8614241686747,3.61741030489474
2013,"non-mast","SU",12027,"M",18614.590970989,59.005,9.83175473283426,4.0944278920834
2014,"mast","SU",12027,"M",45513.8235688821,263.342,10.7257933446028,5.57724371931451
2015,"post-mast","SU",12027,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12027,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",12027,"M",1630.19206290183,44.479,7.39706635344521,3.81725068095371
2012,"non-mast","SU",12028,"M",1734.94454294496,36.241,7.45930694940183,3.61741030489474
2013,"non-mast","SU",12028,"M",13384.4937012315,59.005,9.50192683993852,4.0944278920834
2014,"mast","SU",12028,"M",37245.3480541746,263.342,10.5253091801875,5.57724371931451
2016,"non-mast","SU",12028,"M",0,3.118,0,1.4153676086056
2012,"non-mast","SU",12029,"M",1845.88203352485,36.241,7.52125410892554,3.61741030489474
2013,"non-mast","SU",12029,"M",11378.6522417614,59.005,9.33958214849295,4.0944278920834
2014,"mast","SU",12029,"M",29703.7585396915,263.342,10.2990625321485,5.57724371931451
2015,"post-mast","SU",12029,"M",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12029,"M",42.5424005173618,3.118,3.7737351878962,1.4153676086056
2017,"non-mast","SU",12029,"M",13937.806707345,44.479,9.54243207859485,3.81725068095371
2011,"post-mast","SU",12031,"F",0,0.085,0,0.0815799869924228
2012,"non-mast","SU",12033,"M",0,36.241,0,3.61741030489474
2013,"non-mast","SU",12033,"M",14506.9585764204,59.005,9.58245264517542,4.0944278920834
2014,"mast","SU",12033,"M",23435.2339982287,263.342,10.0620385651783,5.57724371931451
2012,"non-mast","KL",12036,"M",7618.36218495525,129.998,8.93844794241564,4.87518205590903
2012,"non-mast","KL",12136,"M",69.3768377667746,129.998,4.25386420003398,4.87518205590903
2013,"non-mast","KL",12136,"M",9615.62971447496,152.574,9.17124914074515,5.03418253555231
2015,"post-mast","KL",12137,"F",0,0.006,0,0.00598207167754747
2012,"non-mast","SU",12140,"M",0,36.241,0,3.61741030489474
2012,"non-mast","SU",12165,"M",5424.64693981575,36.241,8.5988924228777,3.61741030489474
2013,"non-mast","SU",12165,"M",12325.515177584,59.005,9.4195079266559,4.0944278920834
2014,"mast","KL",12166,"M",23991.2958979141,1496.201,10.0854880535436,7.31135264394349
2013,"non-mast","SU",12180,"F",26090.9269880632,59.005,10.1693812346622,4.0944278920834
2014,"mast","SU",12180,"F",75711.2048542689,263.342,11.2346946530385,5.57724371931451
2015,"post-mast","SU",12180,"F",0,0.006,0,0.00598207167754747
2016,"non-mast","SU",12180,"F",35.4301838154849,3.118,3.59539765672514,1.4153676086056
2017,"non-mast","SU",12180,"F",2544.69004940773,44.479,7.8421570314895,3.81725068095371
2018,"non-mast","SU",12180,"F",0,1.639,0,0.970400057521187
2012,"non-mast","KL",12190,"F",1176.11193307203,129.998,7.07081920305461,4.87518205590903
2013,"non-mast","KL",12190,"F",9978.22186657678,152.574,9.20826039698486,5.03418253555231
2013,"non-mast","SU",12191,"F",2914.57985944446,59.005,7.97782400162457,4.0944278920834
2014,"mast","SU",12191,"F",6504.07854063512,263.342,8.78033846476075,5.57724371931451
2012,"non-mast","SU",12194,"M",1306.7061943525,36.241,7.17602988473117,3.61741030489474
2013,"non-mast","SU",12194,"M",24468.3380157154,59.005,10.1051761031781,4.0944278920834
2014,"mast","SU",12194,"M",40199.5250710237,263.342,10.6016353359901,5.57724371931451
2016,"non-mast","SU",12194,"M",0,3.118,0,1.4153676086056
2017,"non-mast","SU",12194,"M",16404.7096136529,44.479,9.70538470039708,3.81725068095371
2018,"non-mast","SU",12194,"M",620.975057890192,1.639,6.43289999208016,0.970400057521187
2012,"non-mast","KL",12199,"F",2707.82379293008,129.998,7.90426979490869,4.87518205590903
2013,"non-mast","KL",12199,"F",26837.7097417603,152.574,10.1976005177155,5.03418253555231
2013,"non-mast","KL",12200,"M",18718.6562276392,152.574,9.8373293859548,5.03418253555231
2011,"post-mast","KL",12202,"F",0,0.037,0,0.0363319292473902
2012,"non-mast","KL",12202,"F",1574.06881914239,129.998,7.36205424499873,4.87518205590903
2013,"non-mast","KL",12202,"F",9765.83711322472,152.574,9.18674795805078,5.03418253555231
2014,"mast","KL",12202,"F",14683.4549970283,1496.201,9.59454473004162,7.31135264394349
2012,"non-mast","KL",12207,"M",9218.21824379585,129.998,9.12904552377968,4.87518205590903
2013,"non-mast","KL",12207,"M",12432.1984281121,152.574,9.42812546661904,5.03418253555231
2014,"mast","KL",12207,"M",48374.1127802817,1496.201,10.7867407617047,7.31135264394349
2016,"non-mast","KL",12207,"M",0,2.342,0,1.2065694301732
2017,"non-mast","KL",12207,"M",3051.27186479909,60.19,8.02364146602534,4.11398377747445
2012,"non-mast","KL",12209,"M",5574.36346471339,129.998,8.62611278966747,4.87518205590903
2013,"non-mast","KL",12209,"M",4883.64941323663,152.574,8.49385279388437,5.03418253555231
2013,"non-mast","KL",12210,"F",3480.71012725229,152.574,8.15527886794038,5.03418253555231
2014,"mast","KL",12210,"F",2420.00809096839,1496.201,7.79193929892685,7.31135264394349
