"year","date","repro_stage","squirrel_id","sex","grid","locx_feed","locy_feed","detail","food_type","locx_census","locy_census","locx_census_numeric","locx_feed_numeric","buffer_radius","midden_radius","distance_to_midden","within_territory","within_midden"
2013,2013-04-06,"mating",12363,"M","KL","7.9",14.9,2,"capital","H.0",15,8,7.9,1.73333333333333,0.333333333333333,4.24264068711927,TRUE,TRUE
2013,2013-04-06,"mating",13125,"M","KL","12.0",17,2,"capital","K.8",17,11.8,12,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,2013-04-06,"mating",12542,"M","KL","13.5",15,2,"capital","M.7",14.9,13.7,13.5,1.73333333333333,0.333333333333333,6.70820393249935,TRUE,TRUE
2013,2013-04-07,"mating",12007,"M","KL","3.0",12.9,2,"capital","C.0",13,3,3,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-07,"mating",12908,"M","KL","3.7",18.8,2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,8.48528137423856,TRUE,TRUE
2013,2013-04-07,"mating",12705,"M","KL","8.0",12,2,"capital","E.0",14.6,5,8,1.73333333333333,0.333333333333333,119.096599447675,FALSE,FALSE
2013,2013-04-12,"mating",13048,"M","KL","3.2",2.3,2,"capital","C.0",2.5,3,3.2,1.73333333333333,0.333333333333333,8.48528137423858,TRUE,TRUE
2013,2013-03-18,"mating",12825,"M","KL","6.2",7.9,2,"capital","G.0",5,7,6.2,1.73333333333333,0.333333333333333,90.249653738948,FALSE,FALSE
2013,2013-03-19,"mating",12705,"M","KL","8.1",12.2,2,"capital","E.0",14.6,5,8.1,1.73333333333333,0.333333333333333,117.613774703476,FALSE,FALSE
2013,2013-03-19,"mating",12542,"M","KL","13.7",14.9,2,"capital","M.7",14.9,13.7,13.7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,2013-03-20,"mating",13125,"M","KL","12.5",16.9,2,"capital","K.8",17,11.8,12.5,1.73333333333333,0.333333333333333,21.2132034355964,TRUE,FALSE
2013,2013-03-20,"mating",13039,"M","KL","7.0",3.9,2,"capital","G.0",3.5,7,7,1.73333333333333,0.333333333333333,12,TRUE,TRUE
2013,2013-04-13,"mating",12565,"M","KL","-3.1",10.3,2,"capital","-3.0",10,-3,-3.1,1.73333333333333,0.333333333333333,9.48683298050516,TRUE,TRUE
2013,2013-04-14,"mating",12209,"M","KL","-7.6",12.4,2,"capital","-7.0",11,-7,-7.6,1.73333333333333,0.333333333333333,45.6946386351835,TRUE,FALSE
2013,2013-04-13,"mating",11266,"M","KL","7.1",10.7,2,"capital","G.1",10.5,7.1,7.1,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,2013-04-15,"mating",12522,"M","SU","8.2",4,2,"capital","E.1",3.4,5.1,8.2,1.73333333333333,0.333333333333333,94.7259204230817,FALSE,FALSE
2013,2013-04-15,"mating",13129,"M","SU","14.0",5.6,2,"capital","N.0",5.5,14,14,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-15,"mating",11621,"M","KL","9.8",20.3,2,"capital","F.0",18.6,6,9.8,1.73333333333333,0.333333333333333,124.887949778992,FALSE,FALSE
2013,2013-04-15,"mating",11983,"M","KL","10.6",19,2,"capital","J.7",19,10.7,10.6,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-15,"mating",12445,"M","KL","9.2",5,2,"capital","I.2",4.9,9.2,9.2,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-15,"mating",12908,"M","KL","3.7",18.8,2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,8.48528137423856,TRUE,TRUE
2013,2013-04-15,"mating",12908,"M","KL","3.7",19,2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,2013-04-15,"mating",13048,"M","KL","3.0",2.5,2,"capital","C.0",2.5,3,3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,2013-03-20,"mating",12445,"M","KL","8.8",6.2,3,"income","I.2",4.9,9.2,8.8,1.73333333333333,0.333333333333333,40.8044115262063,TRUE,FALSE
2013,2013-03-20,"mating",13048,"M","KL","3.0",2.5,2,"capital","C.0",2.5,3,3,1.73333333333333,0.333333333333333,0,TRUE,TRUE
