"squirrel_id","sex","date","repro_stage","detail","grid","locx","locy","food_type"
10351,"M","2013-03-10","MATING",4,"JO","16.2","11.7","income"
12522,"M","2013-03-12","MATING",2,"SU","5.1","3.4","capital"
12363,"M","2013-03-14","MATING",4,"KL","7.9","14.9","income"
11957,"M","2013-03-12","MATING",2,"KL","13.8","12.7","capital"
10531,"M","2013-03-16","MATING",2,"KL","6.1","6.4","capital"
12657,"M","2013-03-16","MATING",2,"KL","11.0","6.0","capital"
12657,"M","2013-03-17","MATING",2,"KL","11.0","6.0","capital"
11945,"M","2013-03-17","MATING",4,"KL","14.0","1.0","income"
12017,"M","2013-03-17","MATING",4,"KL","5.0","1.1","income"
12445,"M","2013-03-18","MATING",2,"KL","9.0","5.0","capital"
12651,"M","2013-03-19","MATING",4,"AG","16.1","9.9","income"
11459,"M","2013-03-17","MATING",2,"JO","5.3","1.7","capital"
13287,"M","2013-03-22","MATING",3,"KL","11.0","0.3","income"
11863,"M","2013-03-23","MATING",2,"JO","9.0","1.3","capital"
13181,"M","2013-03-24","MATING",4,"AG","17.6","14.0","income"
12017,"M","2013-03-24","MATING",2,"KL","5.0","1.1","capital"
12678,"M","2013-04-08","MATING",4,"KL","2.8","10.6","income"
12036,"M","2013-04-08","MATING",2,"KL","4.6","14.6","capital"
12036,"M","2013-04-08","MATING",2,"KL","4.7","14.6","capital"
11266,"M","2013-04-08","MATING",2,"KL","7.0","10.5","capital"
12236,"M","2013-04-08","MATING",2,"KL","4.9","11.0","capital"
12705,"M","2013-04-08","MATING",4,"KL","8.1","12.2","income"
12908,"M","2013-04-08","MATING",4,"KL","3.6","19.1","income"
12209,"M","2013-04-08","MATING",2,"KL","-7.2","11.0","capital"
12565,"M","2013-04-08","MATING",2,"KL","-3.1","10.2","capital"
12445,"M","2013-03-27","MATING",4,"KL","9.2","5.2","income"
13179,"M","2013-03-29","MATING",2,"KL","14.1","8.4","capital"
13039,"M","2013-03-27","MATING",4,"KL","7.0","3.5","income"
13048,"M","2013-03-29","MATING",2,"KL","3.3","2.5","capital"
12542,"M","2013-04-01","MATING",2,"KL","13.8","14.9","capital"
10047,"M","2013-03-29","MATING",2,"KL","2.2","15.7","capital"
11460,"M","2013-03-29","MATING",2,"KL","8.6","3.4","capital"
12657,"M","2013-03-29","MATING",2,"KL","11.1","5.9","capital"
12825,"M","2013-04-01","MATING",4,"KL","6.9","5.2","income"
11460,"M","2013-04-01","MATING",2,"KL","8.5","3.1","capital"
12445,"M","2013-04-01","MATING",2,"KL","9.3","5.4","capital"
13048,"M","2013-03-29","MATING",2,"KL","3.3","2.3","capital"
12657,"M","2013-04-01","MATING",2,"KL","11.1","5.9","capital"
12236,"M","2013-03-29","MATING",2,"KL","5.0","10.9","capital"
12209,"M","2013-04-01","MATING",2,"KL","-7.1","11.1","capital"
11266,"M","2013-03-29","MATING",2,"KL","7.2","10.6","capital"
12565,"M","2013-04-01","MATING",2,"KL","-3.2","10.1","capital"
12542,"M","2013-03-29","MATING",2,"KL","13.5","15.2","capital"
11983,"M","2013-03-29","MATING",2,"KL","10.5","19.0","capital"
12036,"M","2013-03-29","MATING",2,"KL","4.7","14.7","capital"
12825,"M","2013-04-03","MATING",2,"KL","6.9","5.1","capital"
12705,"M","2013-03-29","MATING",4,"KL","8.1","12.2","income"
13048,"M","2013-04-06","MATING",4,"KL","3.1","2.7","income"
10047,"M","2013-04-05","MATING",4,"KL","2.2","15.4","income"
12364,"M","2013-04-06","MATING",2,"KL","10.0","10.6","capital"
13039,"M","2013-04-06","MATING",2,"KL","7.1","3.6","capital"
12445,"M","2013-04-06","MATING",2,"KL","9.3","4.9","capital"
12363,"M","2013-04-06","MATING",2,"KL","7.9","14.9","capital"
13125,"M","2013-04-06","MATING",2,"KL","12.0","17.0","capital"
12542,"M","2013-04-06","MATING",2,"KL","13.5","15.0","capital"
13179,"M","2013-04-06","MATING",4,"KL","14.2","8.7","income"
12611,"M","2013-04-05","MATING",4,"KL","-5.4","8.8","income"
11266,"M","2013-04-05","MATING",4,"KL","6.7","10.7","income"
12007,"M","2013-04-07","MATING",2,"KL","3.0","12.9","capital"
12908,"M","2013-04-07","MATING",2,"KL","3.7","18.8","capital"
12036,"M","2013-04-07","MATING",2,"KL","4.8","14.7","capital"
12036,"M","2013-04-07","MATING",2,"KL","4.8","14.7","capital"
12705,"M","2013-04-07","MATING",2,"KL","8.0","12.0","capital"
13048,"M","2013-04-12","MATING",2,"KL","3.2","2.3","capital"
13039,"M","2013-04-12","MATING",4,"KL","7.0","3.5","income"
13039,"M","2013-03-18","MATING",4,"KL","7.1","3.3","income"
12825,"M","2013-03-18","MATING",2,"KL","6.2","7.9","capital"
12705,"M","2013-03-19","MATING",2,"KL","8.1","12.2","capital"
12363,"M","2013-03-19","MATING",4,"KL","7.9","14.8","income"
12364,"M","2013-03-19","MATING",4,"KL","9.8","11.0","income"
12542,"M","2013-03-19","MATING",2,"KL","13.7","14.9","capital"
13039,"M","2013-03-19","MATING",4,"KL","7.0","3.5","income"
11460,"M","2013-03-19","MATING",4,"KL","8.8","3.4","income"
13125,"M","2013-03-20","MATING",2,"KL","12.5","16.9","capital"
13039,"M","2013-03-20","MATING",2,"KL","7.0","3.9","capital"
12830,"M","2013-04-13","MATING",4,"KL","-2.7","13.0","income"
12565,"M","2013-04-13","MATING",2,"KL","-3.1","10.3","capital"
12209,"M","2013-04-14","MATING",2,"KL","-7.6","12.4","capital"
12363,"M","2013-04-13","MATING",4,"KL","8.1","15.1","income"
12236,"M","2013-04-13","MATING",4,"KL","5.0","11.8","income"
12236,"M","2013-04-13","MATING",4,"KL","5.0","10.8","income"
11266,"M","2013-04-13","MATING",2,"KL","7.1","10.7","capital"
12705,"M","2013-04-13","MATING",4,"KL","4.9","14.7","income"
11017,"M","2013-04-15","MATING",4,"SU","14.0","9.2","income"
12522,"M","2013-04-15","MATING",2,"SU","8.2","4","capital"
13129,"M","2013-04-15","MATING",2,"SU","14.0","5.6","capital"
11621,"M","2013-04-15","MATING",2,"KL","9.8","20.3","capital"
11983,"M","2013-04-15","MATING",2,"KL","10.6","19","capital"
12445,"M","2013-04-15","MATING",2,"KL","9.2","5","capital"
12235,"M","2013-04-15","MATING",4,"KL","14.9","14.7","income"
12908,"M","2013-04-15","MATING",2,"KL","3.7","18.8","capital"
12908,"M","2013-04-15","MATING",2,"KL","3.7","19","capital"
13048,"M","2013-04-15","MATING",4,"KL","3.1","2.9","income"
13048,"M","2013-04-15","MATING",2,"KL","3.0","2.5","capital"
12197,"M","2013-04-15","MATING",4,"JO","18.6","18.3","income"
11848,"M","2013-04-13","MATING",2,"JO","7.7","11.4","capital"
12678,"M","2013-04-16","MATING",4,"KL","2.8","10.7","income"
11902,"M","2013-04-16","MATING",4,"JO","2.1","4","income"
12672,"M","2013-04-16","MATING",2,"JO","3.9","18.3","capital"
10531,"M","2013-03-20","MATING",4,"KL","6.1","6.6","income"
12445,"M","2013-03-20","MATING",3,"KL","8.8","6.2","income"
13048,"M","2013-03-20","MATING",2,"KL","3.0","2.5","capital"
13048,"M","2013-03-20","MATING",2,"KL","3.0","2.5","capital"
10531,"M","2013-03-23","MATING",2,"KL","6.0","6.4","capital"
11460,"M","2013-03-24","MATING",2,"KL","8.7","3.4","capital"
11460,"M","2013-03-23","MATING",4,"KL","8.7","3.4","income"
11460,"M","2013-03-23","MATING",2,"KL","8.7","3.4","capital"
11945,"M","2013-03-24","MATING",2,"KL","14.0","1.4","capital"
12236,"M","2013-03-24","MATING",4,"KL","4.7","10.9","income"
12236,"M","2013-03-23","MATING",4,"KL","4.8","10.9","income"
12363,"M","2013-03-22","MATING",2,"KL","7.9","14.9","capital"
12363,"M","2013-03-24","MATING",2,"KL","7.8","14.9","capital"
12364,"M","2013-03-23","MATING",2,"KL","10.1","11.3","capital"
12542,"M","2013-03-22","MATING",2,"KL","13.7","14.9","capital"
12564,"M","2013-03-23","MATING",4,"KL","-4.7","11.8","income"
12565,"M","2013-03-23","MATING",2,"KL","-3.2","10.2","capital"
12576,"M","2013-03-23","MATING",4,"KL","-0.1","5.6","income"
12657,"M","2013-03-23","MATING",2,"KL","11.0","5.9","capital"
12657,"M","2013-03-24","MATING",2,"KL","11.2","6","capital"
12657,"M","2013-03-22","MATING",2,"KL","11.0","5.8","capital"
12825,"M","2013-03-24","MATING",4,"KL","6.8","5.2","income"
13048,"M","2013-03-22","MATING",2,"KL","3.2","2.4","capital"
13048,"M","2013-03-22","MATING",2,"KL","3.1","2.4","capital"
13179,"M","2013-03-22","MATING",2,"KL","13.9","8.4","capital"
13179,"M","2013-03-23","MATING",4,"KL","13.9","8.5","income"
13179,"M","2013-03-23","MATING",4,"KL","13.9","8.6","income"
12613,"M","2013-04-17","MATING",4,"KL","-7.3","9.1","income"
12962,"M","2013-04-17","MATING",4,"AG","5.1","17.2","income"
12962,"M","2013-04-17","MATING",3,"AG","5.1","17.2","income"
11266,"M","2013-03-24","MATING",2,"KL","7.1","10.5","capital"
11460,"M","2013-03-25","MATING",2,"KL","8.7","3.4","capital"
13039,"M","2013-03-24","MATING",5,"KL","10.1","0.8","income"
11767,"M","2013-04-19","MATING",4,"AG","2.4","3","income"
10617,"M","2013-04-20","MATING",3,"AG","14.0","5.8","income"
13115,"M","2013-04-20","MATING",32,"AG","20.0","0.1","income"
13205,"M","2013-04-20","MATING",4,"JO","9.1","10.3","income"
12090,"M","2013-04-21","MATING",4,"AG","5.1","17","income"
11902,"M","2013-04-21","MATING",4,"JO","2.3","4.9","income"
13123,"M","2013-04-22","MATING",2,"KL","-6","11","capital"
13251,"M","2013-04-22","MATING",2,"AG","2.1","3.4","capital"
11460,"M","2013-03-27","MATING",2,"KL","8.8","3.5","capital"
11460,"M","2013-03-26","MATING",2,"KL","8.7","3.2","capital"
12364,"M","2013-03-26","MATING",2,"KL","10.1","11.4","capital"
12364,"M","2013-03-30","MATING",2,"KL","10.3","11.4","capital"
12445,"M","2013-03-30","MATING",4,"KL","9.5","4.9","income"
12542,"M","2013-03-27","MATING",2,"KL","13.8","14.8","capital"
12542,"M","2013-03-30","MATING",2,"KL","13.7","14.9","capital"
12564,"M","2013-03-30","MATING",2,"KL","-4.7","11.8","capital"
12565,"M","2013-03-30","MATING",2,"KL","-3.3","10.4","capital"
12565,"M","2013-03-29","MATING",2,"KL","-3.2","10.2","capital"
12611,"M","2013-03-30","MATING",4,"KL","-5.2","8.2","income"
12657,"M","2013-03-27","MATING",2,"KL","11.1","5.9","capital"
12657,"M","2013-03-26","MATING",4,"KL","11.0","5.8","income"
12678,"M","2013-03-26","MATING",2,"KL","2.6","10.4","capital"
12705,"M","2013-03-30","MATING",2,"KL","8.2","12.2","capital"
12825,"M","2013-03-26","MATING",2,"KL","6.9","5.3","capital"
13039,"M","2013-03-26","MATING",2,"KL","7.1","3.6","capital"
13048,"M","2013-03-26","MATING",2,"KL","3.2","2.5","capital"
13125,"M","2013-03-26","MATING",2,"KL","12.5","16.9","capital"
12364,"M","2013-03-31","MATING",2,"KL","10.3","11.3","capital"
13039,"M","2013-04-02","MATING",2,"KL","7.4","3.2","capital"
13048,"M","2013-04-02","MATING",2,"KL","3.2","2.4","capital"
12908,"M","2013-04-02","MATING",2,"KL","3.6","19.1","capital"
12705,"M","2013-04-02","MATING",2,"KL","8.0","12.1","capital"
12565,"M","2013-04-03","MATING",2,"KL","-3.2","10.1","capital"
12576,"M","2013-04-03","MATING",4,"KL","0.0","5.1","income"
12705,"M","2013-04-03","MATING",4,"KL","8.2","12.0","income"
12705,"M","2013-04-03","MATING",2,"KL","8.0","12.1","capital"
12209,"M","2013-04-03","MATING",2,"KL","-7.1","11.1","capital"
12825,"M","2013-04-05","MATING",2,"KL","6.8","5.4","capital"
12825,"M","2013-04-05","MATING",2,"KL","6.8","5.2","capital"
12017,"M","2013-04-05","MATING",2,"KL","5.1","1.1","capital"
11983,"M","2013-04-05","MATING",2,"KL","10.4","19.3","capital"
11983,"M","2013-04-05","MATING",2,"KL","10.3","18.9","capital"
12542,"M","2013-04-05","MATING",2,"KL","13.8","15.0","capital"
11460,"M","2013-04-05","MATING",4,"KL","9.1","3.0","income"
12445,"M","2013-04-05","MATING",4,"KL","9.2","5.0","income"
12209,"M","2013-04-06","MATING",2,"KL","-7.1","11.1","capital"
12830,"M","2013-04-06","MATING",2,"KL","-2.6","12.4","capital"
12565,"M","2013-04-06","MATING",2,"KL","-3.2","10.2","capital"
12705,"M","2013-04-06","MATING",2,"KL","8.1","12.1","capital"
12705,"M","2013-04-06","MATING",4,"KL","7.5","12.3","income"
12363,"M","2013-04-06","MATING",2,"KL","8.2","14.7","capital"
11983,"M","2013-04-07","MATING",2,"KL","10.5","18.9","capital"
13179,"M","2013-04-07","MATING",2,"KL","13.9","8.7","capital"
12657,"M","2013-04-07","MATING",2,"KL","11.0","5.9","capital"
13048,"M","2013-04-07","MATING",2,"KL","3.0","2.4","capital"
12705,"M","2013-04-07","MATING",2,"KL","8.2","12.2","capital"
11595,"M","2013-04-23","MATING",2,"JO","17.0","9","capital"
12114,"M","2013-04-23","MATING",4,"JO","15.7","1.8","income"
12698,"M","2013-04-23","MATING",4,"JO","18.3","15","income"
11307,"M","2013-04-23","MATING",4,"AG","11.2","0.2","income"
12220,"M","2013-04-23","MATING",2,"AG","20.6","15.7","capital"
19243,"M","2013-04-23","MATING",4,"AG","19.6","3.7","income"
12140,"M","2013-04-23","MATING",3,"SU","20.0","0.5","income"
11621,"M","2013-04-23","MATING",2,"KL","6.0","18.4","capital"
12678,"M","2013-04-23","MATING",4,"KL","2.7","10.8","income"
12705,"M","2013-04-23","MATING",4,"KL","4.6","14.5","income"
13179,"M","2013-04-08","MATING",2,"KL","13.9","1.4","capital"
11945,"M","2013-04-08","MATING",2,"KL","14.1","1.4","capital"
13039,"M","2013-04-08","MATING",2,"KL","6.9","3.4","capital"
12825,"M","2013-04-08","MATING",2,"KL","6.9","5.2","capital"
12825,"M","2013-04-08","MATING",2,"KL","7.0","5.1","capital"
11460,"M","2013-04-08","MATING",2,"KL","8.7","3.4","capital"
12657,"M","2013-04-08","MATING",4,"KL","10.8","6.0","income"
12017,"M","2013-04-08","MATING",2,"KL","5.1","1.1","capital"
11983,"M","2013-04-08","MATING",2,"KL","10.4","18.9","capital"
11460,"M","2013-04-10","MATING",2,"KL","8.6","3.5","capital"
12445,"M","2013-04-10","MATING",2,"KL","9.2","5.0","capital"
12445,"M","2013-04-10","MATING",2,"KL","9.6","4.9","capital"
12657,"M","2013-04-10","MATING",4,"KL","11.1","6.3","income"
13039,"M","2013-04-10","MATING",2,"KL","7.1","3.5","capital"
12705,"M","2013-04-12","MATING",2,"KL","4.7","14.5","capital"
12908,"M","2013-04-12","MATING",4,"KL","3.7","19.1","income"
12908,"M","2013-04-12","MATING",2,"KL","3.7","19.0","capital"
12364,"M","2013-04-12","MATING",2,"KL","10.2","11.4","capital"
12542,"M","2013-04-13","MATING",2,"KL","13.9","15.1","capital"
13179,"M","2013-04-13","MATING",4,"KL","14.1","1.6","income"
13039,"M","2013-04-13","MATING",2,"KL","7.2","3.5","capital"
13039,"M","2013-04-13","MATING",4,"KL","7.2","3.2","income"
11460,"M","2013-04-13","MATING",4,"KL","8.7","3.3","income"
13048,"M","2013-04-13","MATING",2,"KL","3.2","2.5","capital"
12364,"M","2013-04-13","MATING",2,"KL","10.3","10.6","capital"
12678,"M","2013-04-14","MATING",2,"KL","2.6","10.7","capital"
10047,"M","2013-04-14","MATING",4,"KL","1.6","14.6","income"
12565,"M","2013-04-14","MATING",2,"KL","-2.7","11.0","capital"
13125,"M","2013-04-14","MATING",4,"KL","12.3","16.9","income"
10383,"M","2013-04-24","MATING",2,"JO","11.7","8.3","capital"
12311,"M","2013-04-24","MATING",2,"JO","10.0","3.6","capital"
12347,"M","2013-04-24","MATING",2,"AG","11.3","12.9","capital"
19252,"M","2013-04-24","MATING",5,"AG","16.0","5.6","income"
12564,"M","2013-03-26","MATING",2,"KL","-4.8","11.6","capital"
13179,"M","2013-03-26","MATING",4,"KL","14.1","8.6","income"
11460,"M","2013-03-26","MATING",2,"KL","8.7","3.4","capital"
13039,"M","2013-03-26","MATING",4,"KL","8.3","6.3","income"
12933,"M","2013-03-26","MATING",4,"KL","15.0","1.3","income"
12445,"M","2013-03-26","MATING",2,"KL","9.2","5.1","capital"
12678,"M","2013-03-27","MATING",2,"KL","9.9","11.1","capital"
13466,"M","2013-03-27","MATING",2,"KL","9.5","16.1","capital"
13466,"M","2013-03-27","MATING",4,"KL","9.5","16.1","income"
12445,"M","2013-03-27","MATING",4,"KL","9.3","5.2","income"
12830,"M","2013-03-27","MATING",4,"KL","-2.5","13.0","income"
12705,"M","2013-03-27","MATING",2,"KL","8.0","12.1","capital"
12678,"M","2013-03-29","MATING",2,"KL","2.6","10.3","capital"
12705,"M","2013-03-29","MATING",2,"KL","8.2","12.2","capital"
12825,"M","2013-03-30","MATING",2,"KL","6.9","5.2","capital"
12933,"M","2013-03-30","MATING",2,"KL","14.9","1.3","capital"
12565,"M","2013-03-30","MATING",2,"KL","-3.3","10.5","capital"
12036,"M","2013-03-30","MATING",4,"KL","4.5","14.4","income"
12236,"M","2013-03-30","MATING",4,"KL","5.0","10.7","income"
12363,"M","2013-03-30","MATING",2,"KL","7.8","15.0","capital"
12364,"M","2013-03-30","MATING",2,"KL","10.3","11.3","capital"
11945,"M","2013-03-30","MATING",2,"KL","14.9","1.7","capital"
12657,"M","2013-03-31","MATING",2,"KL","11.1","5.9","capital"
12705,"M","2013-03-31","MATING",2,"KL","8.2","12.2","capital"
12678,"M","2013-03-31","MATING",2,"KL","2.8","10.6","capital"
12080,"M","2013-04-27","MATING",4,"AG","11.2","6.5","income"
12029,"M","2013-04-27","MATING",4,"SU","3.7","11.9","income"
13240,"M","2013-04-06","MATING",2,"AG","7.2","13.3","capital"
12027,"M","2013-04-28","MATING",4,"SU","4.0","15.2","income"
12139,"M","2013-04-28","MATING",4,"SU","10.9","4","income"
11460,"M","2013-04-01","MATING",4,"KL","8.5","3.5","income"
11460,"M","2013-04-01","MATING",2,"KL","8.7","3.4","capital"
12364,"M","2013-04-01","MATING",2,"KL","10.2","11.4","capital"
12705,"M","2013-04-01","MATING",2,"KL","8.3","12.1","capital"
12705,"M","2013-04-01","MATING",4,"KL","8.1","12.1","income"
12657,"M","2013-04-01","MATING",2,"KL","11.3","5.8","capital"
12933,"M","2013-04-02","MATING",4,"KL","15.3","0.0","income"
13039,"M","2013-04-14","MATING",2,"KL","7.1","3.6","capital"
11460,"M","2013-04-14","MATING",4,"KL","8.7","3.3","income"
13048,"M","2013-04-02","MATING",4,"KL","3.2","2.4","income"
12445,"M","2013-04-14","MATING",2,"KL","9.2","5.0","capital"
12017,"M","2013-04-14","MATING",4,"KL","5.0","1.1","income"
12364,"M","2013-04-14","MATING",2,"KL","10.4","11.9","capital"
12542,"M","2013-04-14","MATING",4,"KL","13.7","15.0","income"
13179,"M","2013-04-14","MATING",4,"KL","12.8","9.1","income"
13125,"M","2013-04-02","MATING",2,"KL","12.2","17.1","capital"
11945,"M","2013-04-02","MATING",2,"KL","14.1","1.5","capital"
12007,"M","2013-04-03","MATING",2,"KL","3.3","12.7","capital"
13273,"M","2013-04-29","MATING",4,"AG","20.6","20","income"
11531,"M","2013-04-29","MATING",4,"SU","20.2","2.9","income"
11460,"M","2013-04-05","MATING",2,"KL","8.5","3.4","capital"
12363,"M","2013-04-05","MATING",4,"KL","7.9","14.9","income"
11460,"M","2013-04-05","MATING",2,"KL","8.7","3.4","capital"
13039,"M","2013-04-05","MATING",2,"KL","7.2","3.3","capital"
12576,"M","2013-04-06","MATING",4,"KL","0.4","5.0","income"
12236,"M","2013-04-06","MATING",2,"KL","4.8","10.9","capital"
12364,"M","2013-04-06","MATING",2,"KL","10.2","12.1","capital"
12542,"M","2013-04-07","MATING",4,"KL","13.7","15.0","income"
13039,"M","2013-04-07","MATING",2,"KL","7.0","3.6","capital"
11460,"M","2013-04-07","MATING",4,"KL","8.7","3.0","income"
13125,"M","2013-04-07","MATING",2,"KL","12.3","17.2","capital"
12542,"M","2013-04-07","MATING",2,"KL","13.7","14.9","capital"
12235,"M","2013-04-07","MATING",4,"KL","14.3","13.4","income"
11945,"M","2013-04-07","MATING",2,"KL","14.0","1.5","capital"
11945,"M","2013-04-07","MATING",4,"KL","14.1","1.5","income"
11460,"M","2013-04-07","MATING",2,"KL","8.7","3.4","capital"
12825,"M","2013-04-07","MATING",4,"KL","6.9","15.3","income"
11266,"M","2013-04-07","MATING",2,"KL","7.4","10.3","capital"
12705,"M","2013-04-07","MATING",2,"KL","8.4","12.1","capital"
12363,"M","2013-04-07","MATING",2,"KL","7.8","14.9","capital"
12705,"M","2013-04-08","MATING",2,"KL","8.2","12.2","capital"
12363,"M","2013-04-08","MATING",2,"KL","7.9","14.8","capital"
12825,"M","2013-04-08","MATING",2,"KL","6.8","5.2","capital"
12445,"M","2013-04-08","MATING",4,"KL","9.3","5.1","income"
13039,"M","2013-04-08","MATING",4,"KL","7.1","3.5","income"
11460,"M","2013-04-08","MATING",2,"KL","8.4","3.4","capital"
12657,"M","2013-04-08","MATING",2,"KL","11.0","6.3","capital"
13048,"M","2013-04-08","MATING",4,"KL","3.4","2.5","income"
11460,"M","2013-04-08","MATING",5,"KL","8.3","3.2","income"
12825,"M","2013-04-10","MATING",2,"KL","6.8","5.2","capital"
12678,"M","2013-04-10","MATING",2,"KL","2.8","10.3","capital"
13039,"M","2013-04-10","MATING",2,"KL","7.1","3.4","capital"
13048,"M","2013-04-10","MATING",4,"KL","2.8","2.4","income"
12236,"M","2013-04-12","MATING",4,"KL","2.8","11.8","income"
12678,"M","2013-04-12","MATING",4,"KL","2.7","10.5","income"
12705,"M","2013-04-12","MATING",2,"KL","4.7","14.5","capital"
12705,"M","2013-04-12","MATING",2,"KL","4.7","14.5","capital"
12926,"M","2013-04-30","MATING",3,"AG","1.6","9","income"
11945,"M","2013-04-13","MATING",4,"KL","14.0","1.5","income"
12825,"M","2013-04-13","MATING",4,"KL","7.8","5.2","income"
11460,"M","2013-04-13","MATING",2,"KL","8.7","3.4","capital"
12364,"M","2013-04-13","MATING",4,"KL","10.3","10.6","income"
11460,"M","2013-04-13","MATING",2,"KL","8.7","3.8","capital"
12445,"M","2013-04-13","MATING",2,"KL","9.0","5.2","capital"
12657,"M","2013-04-13","MATING",4,"KL","11.1","5.8","income"
12017,"M","2013-04-13","MATING",4,"KL","5.1","1.1","income"
12705,"M","2013-04-14","MATING",4,"KL","4.7","14.4","income"
12908,"M","2013-04-14","MATING",4,"KL","3.6","18.9","income"
12657,"M","2013-04-14","MATING",2,"KL","11.1","5.9","capital"
12542,"M","2013-04-14","MATING",2,"KL","13.8","15.0","capital"
12363,"M","2013-04-14","MATING",4,"KL","7.8","14.8","income"
12236,"M","2013-04-14","MATING",2,"KL","5.1","10.7","capital"
12565,"M","2013-04-14","MATING",2,"KL","-2.7","11.0","capital"
12017,"M","2013-04-14","MATING",4,"KL","5.2","1.1","income"
10531,"M","2013-04-21","MATING",2,"KL","6.0","6.4","capital"
13287,"M","2013-03-25","MATING",4,"KL","11.5","0.3","income"
12825,"M","2013-03-25","MATING",2,"KL","6.8","5.2","capital"
13179,"M","2013-03-25","MATING",4,"KL","15.2","5.8","income"
11983,"M","2013-03-23","MATING",2,"KL","10.5","18.9","capital"
12933,"M","2013-03-24","MATING",4,"KL","15.1","1.1","income"
12041,"M","2013-05-01","MATING",4,"AG","4.0","20.8","income"
12784,"M","2013-05-01","MATING",4,"AG","9.9","16.1","income"
19485,"M","2013-05-01","MATING",5,"AG","2.0","12.6","income"
12029,"M","2013-05-01","MATING",4,"SU","3.7","12","income"
12139,"M","2013-05-01","MATING",2,"SU","16.0","3","capital"
13052,"M","2013-05-01","MATING",4,"JO","9.1","1.1","income"
13080,"M","2013-05-01","MATING",4,"JO","6.8","10.4","income"
13039,"M","2013-05-04","MATING",2,"KL","7.0","3.6","capital"
11863,"M","2013-05-04","MATING",2,"JO","9.0","1.1","capital"
13179,"M","2013-05-04","MATING",4,"KL","13.8","8.9","income"
12657,"M","2013-05-05","MATING",2,"KL","11.0","6.2","capital"
19266,"M","2013-05-05","MATING",4,"JO","7.2","3","income"
11534,"M","2013-05-04","MATING",2,"SU","2.2","3.0","capital"
13115,"M","2013-05-05","MATING",4,"AG","20.7","0.1","income"
12991,"M","2013-05-05","MATING",19,"AG","19.9","2.8","income"
11266,"M","2013-05-07","MATING",4,"KL","7.0","10.1","income"
12007,"M","2013-05-07","MATING",4,"KL","2.9","13","income"
12014,"M","2013-05-07","MATING",2,"KL","-1.1","14.7","capital"
12236,"M","2013-05-07","MATING",19,"KL","4.8","10.8","income"
12236,"M","2013-05-07","MATING",4,"KL","4.8","10.8","income"
12678,"M","2013-05-07","MATING",4,"KL","2.6","10.7","income"
12678,"M","2013-05-07","MATING",4,"KL","2.8","10.8","income"
12926,"M","2013-05-07","MATING",2,"AG","2.5","9.5","capital"
11765,"M","2013-05-07","MATING",2,"JO","11.2","3.1","capital"
11883,"M","2013-05-07","MATING",4,"KL","9.7","20.3","income"
12008,"M","2013-05-07","MATING",4,"KL","7.2","21.3","income"
10037,"M","2013-05-08","MATING",2,"SU","2.0","4.8","capital"
12029,"M","2013-05-08","MATING",4,"SU","2.5","12.5","income"
12025,"M","2013-05-09","MATING",2,"SU","10.8","10.7","capital"
12025,"M","2013-05-09","MATING",2,"SU","11.0","10.9","capital"
12025,"M","2013-05-09","MATING",2,"SU","10.8","11","capital"
13238,"M","2013-05-09","MATING",4,"AG","20.5","6.6","income"
12353,"M","2013-05-09","MATING",2,"AG","7.5","0.5","capital"
12705,"M","2013-05-09","MATING",4,"KL","8.3","12.2","income"
12542,"M","2013-05-09","MATING",2,"KL","12.6","14.7","capital"
12363,"M","2013-05-09","MATING",2,"KL","5.0","15.1","capital"
12705,"M","2013-05-09","MATING",2,"KL","8.0","12.1","capital"
12364,"M","2013-05-09","MATING",2,"KL","10.3","9.0","capital"
11957,"M","2013-05-11","MATING",4,"KL","13.9","12.5","income"
12445,"M","2013-05-11","MATING",2,"KL","9.0","5.1","capital"
12705,"M","2013-05-11","MATING",4,"KL","8.0","12.3","income"
11595,"M","2013-05-11","MATING",4,"JO","17.0","9.1","income"
13115,"M","2013-05-11","MATING",3,"AG","20.0","0.7","income"
13039,"M","2013-05-11","MATING",2,"KL","6.1","3.0","capital"
12657,"M","2013-05-11","MATING",2,"KL","11.2","5.7","capital"
11352,"M","2013-05-11","MATING",4,"JO","9.2","11.7","income"
12991,"M","2013-05-12","MATING",2,"AG","20.0","3.0","capital"
12991,"M","2013-05-12","MATING",4,"AG","19.8","2.8","income"
11767,"M","2013-05-12","MATING",2,"AG","2.0","3.4","capital"
13123,"M","2013-05-13","MATING",2,"KL","-6.0","11.2","capital"
12025,"M","2013-05-14","MATING",2,"SU","10.8","10.8","capital"
12825,"M","2013-05-14","MATING",2,"KL","6.8","5.2","capital"
13260,"M","2013-05-15","MATING",4,"AG","8.6","19","income"
11621,"M","2013-05-15","MATING",2,"KL","6.0","18.7","capital"
11621,"M","2013-05-15","MATING",2,"KL","5.9","18.6","capital"
19302,"M","2013-05-15","MATING",5,"AG","9.0","11.9","income"
11952,"M","2013-05-18","MATING",2,"SU","10.8","4.3","capital"
11952,"M","2013-05-18","MATING",2,"SU","11.0","3","capital"
12565,"M","2013-05-18","MATING",2,"KL","-3.1","10.3","capital"
11945,"M","2013-05-18","MATING",4,"KL","14.1","1.3","income"
12147,"M","2013-05-18","MATING",2,"AG","1.1","14.6","capital"
10773,"M","2013-05-18","MATING",2,"JO","8.0","1","capital"
