"grid","census_date","year","reflo","locx","locy","squirrel_id"
"SU",2019-05-15,2019,"J.2.","J.4","2.6",23189
"SU",2019-05-15,2019,"N7.","M.9","7.5",21676
"KL",2019-05-15,2019,"05","0.0","5.0",19654
"KL",2019-05-15,2019,"M10","M.1","10.1",19706
"KL",2019-05-15,2019,"J1","J.0","1.0",19880
"KL",2019-05-15,2019,"J2","J.0","2.0",20686
"KL",2019-05-15,2019,"H1","H.0","0.8",20688
"KL",2019-05-15,2019,"-215","-2.0","15.0",20857
"KL",2019-05-15,2019,"G5","G.0","5.0",20864
"KL",2019-05-15,2019,"-110","-1.1","10.2",20919
"KL",2019-05-15,2019,"B4.","B.0","4.5",21046
"KL",2019-05-15,2019,"L11","K.6","10.5",21216
"KL",2019-05-15,2019,"H18.","H.0","18.4",21239
"KL",2019-05-15,2019,"O1","O.0","1.0",21276
"KL",2019-05-15,2019,"A.14.","A.6","14.4",21294
"KL",2019-05-15,2019,"G.18","G.5","17.9",21329
"KL",2019-05-15,2019,"H9","G.8","9.0",21331
"KL",2019-05-15,2019,"J.19","J.7","19.0",21368
"KL",2019-05-15,2019,"G.6.","G.5","6.5",21387
"KL",2019-05-15,2019,"D15","C.7","14.8",21389
"KL",2019-05-15,2019,"F6.","F.0","6.5",21350
"KL",2019-05-15,2019,"H15","H.0","15.0",21513
"KL",2019-05-15,2019,"C2.","C.0","2.5",21578
"KL",2019-05-15,2019,"A3.","A.0","3.3",21716
"KL",2019-05-15,2019,"L.17","L.3","16.8",21993
"KL",2019-05-15,2019,"F16","F.0","15.8",22278
"KL",2019-05-15,2019,"C.19","C.5","19.0",22575
"SU",2019-05-15,2019,"B.12.","B.4","12.8",20447
"KL",2019-05-15,2019,"N.6.","N.7","6.4",22657
"KL",2019-05-15,2019,"N1.","N.1","1.3",22759
"KL",2019-05-15,2019,"-114","-1.2","14.5",22891
"KL",2019-05-15,2019,"L10","K.9","9.8",22994
"SU",2019-05-15,2019,"A17","A.0","17.1",22449
"KL",2019-05-15,2019,"N8.","N.0","8.7",23320
"KL",2019-05-15,2019,"C13","C.0","13.0",23326
"KL",2019-05-15,2019,"J.6.","J.3","6.5",23466
"KL",2019-05-15,2019,"A8","A.0","8.0",23572
"KL",2019-05-15,2019,"O.2","O.5","2.0",23760
"SU",2019-05-15,2019,"E11.","E.0","11.5",13438
"KL",2019-05-15,2019,"D.8.","D.7","8.4",21023
"KL",2019-05-15,2019,"F8","F.2","8.0",21022
"SU",2019-05-15,2019,"G.14.","G.5","14.5",23646
"SU",2019-05-15,2019,"-1.4.","-1.3","4.5",20060
"SU",2019-05-15,2019,"-13","-1.0","3.0",22373
"SU",2019-05-15,2019,"-3.4","-3.6","4.1",21043
"SU",2019-05-15,2019,"A7","A.0","7.0",21495
"SU",2019-05-15,2019,"G8","F.9","8.1",20942
"SU",2019-05-15,2019,"G5.","G.2","5.5",20342
"SU",2019-05-15,2019,"E.4.","E.4","4.5",21279
"SU",2019-05-15,2019,"E.1.","E.3","1.5",20495
"SU",2019-05-15,2019,"H.9.","H.5","9.6",22982
"SU",2019-05-15,2019,"H.12","H.5","12.0",20235
"KL",2019-05-15,2019,"I.5.","I.3","5.6",20295
"KL",2019-05-15,2019,"I.16","I.6","16.0",22297
"KL",2019-05-15,2019,"-73","-7.0","3.1",22761
"KL",2019-05-15,2019,"K.15.","K.5","15.5",22778
"KL",2019-05-15,2019,"-515.","-5.1","15.4",22781
"KL",2019-05-15,2019,"-310","-3.0","10.0",23294
"KL",2019-05-15,2019,"F1","F.0","0.7",21393
"KL",2019-05-15,2019,"F17","F.0","17.0",20223
"KL",2019-05-15,2019,"-59","-5.0","9.0",22008
"KL",2019-05-15,2019,"-14","-1.0","4.0",22865
"KL",2019-05-15,2019,"-1.8.","-1.5","8.5",21342
"KL",2019-05-15,2019,"-4.10","-4.6","10.0",20916
"KL",2019-05-15,2019,"E7","E.3","7.1",22640
"KL",2019-05-15,2019,"F.20.","F.3","20.7",19809
"KL",2019-05-15,2019,"E11","D.9","10.9",23565
"KL",2019-05-15,2019,"-66","-6.4","6.3",20504
"SU",2019-05-15,2019,"Q7","Q.3","7.0",22358
"SU",2019-05-15,2019,"J.10.","J.7","10.9",21281
"SU",2019-05-15,2019,"D10.","D.0","10.4",21488
"SU",2019-05-15,2019,"T.4","T.6","4.2",20200
"KL",2019-05-15,2019,"K7.","K.0","7.5",20191
"KL",2019-05-15,2019,"K17.","K.1","17.5",21215
"KL",2019-05-15,2019,"I11","H.8","10.9",19984
"KL",2019-05-15,2019,"M14","L.8","13.9",20806
"KL",2019-05-15,2019,"F18.","F.0","18.6",21007
"KL",2019-05-15,2019,"J11","J.1","11.0",19983
"KL",2019-05-15,2019,"L.1","L.5","0.9",20685
"KL",2019-05-15,2019,"C.0.","C.8","0.6",21155
"KL",2019-05-15,2019,"B.10.","B.6","10.5",23023
"KL",2019-05-15,2019,"I2.","I.1","2.6",23027
"KL",2019-05-15,2019,"L.15","L.6","15.0",23378
"KL",2019-05-15,2019,"-612","-6.5","12.0",23806
"KL",2019-05-15,2019,"-611","-5.9","11.3",20537
"SU",2019-05-15,2019,"G3","G.0","2.8",22194
"SU",2019-05-15,2019,"P3","O.9","3.0",22591
"SU",2019-05-15,2019,"-315.","-3.0","15.5",23193
"SU",2019-05-15,2019,"-2.19","-2.5","19.0",23796
"SU",2019-05-15,2019,"C.6.","C.7","6.4",23877
"KL",2019-05-15,2019,"C17.","C.0","17.5",23860
"KL",2019-05-15,2019,"J.20.","J.5","20.5",20220
"SU",2019-05-15,2019,"R11","R.5","10.9",19832
"KL",2019-05-15,2019,"E3.","E.0","3.5",23755
"KL",2019-05-15,2019,"M9","M.0","9.0",20525
"KL",2019-05-15,2019,"-212","-2.0","12.2",19764
"KL",2019-05-15,2019,"G3.","G.0","3.5",23532
"KL",2019-05-15,2019,"0.13.","0.4","13.6",20862
"KL",2019-05-15,2019,"H12","H.0","12.0",23319
"SU",2019-05-15,2019,"B.1","B.5","1.2",23844
"SU",2019-05-15,2019,"C18","B.8","18.1",23804
"SU",2019-05-15,2019,"M4.","M.0","4.5",22652
"KL",2019-05-15,2019,"-5.6","-5.4","6.0",19561
"SU",2019-05-15,2019,"J.4","J.5","4.2",22236
"SU",2019-05-15,2019,"-0.19","-0.2","19.0",20353
"KL",2019-05-15,2019,"-27","-2.0","6.7",23054
"KL",2019-05-15,2019,"E1","E.0","1.3",21487
"SU",2020-05-15,2020,"-13","-1.0","3.0",25001
"SU",2020-05-15,2020,"-3.4","-3.6","4.1",25034
"SU",2020-05-15,2020,"-2.6","-2.4","6.1",24553
"SU",2020-05-15,2020,"0.3","0.5","3.0",22978
"SU",2020-05-15,2020,"-0.5.","-0.5","5.5",24866
"SU",2020-05-15,2020,"A7","A.0","7.0",21676
"SU",2020-05-15,2020,"B.3","B.3","3.0",23938
"SU",2020-05-15,2020,"B. 9.","B.3","9.6",24549
"KL",2020-05-15,2020,"A8","A.0","8.0",24764
"SU",2020-05-15,2020,"B 1.","B.0","1.5",24526
"KL",2020-05-15,2020,"D7.","D.3","7.0",24770
"SU",2020-05-15,2020,"B6","A.8","5.7",24813
"KL",2020-05-15,2020,"G.2","G.3","2.0",24424
"SU",2020-05-15,2020,"B7.","B.2","7.6",23193
"SU",2020-05-15,2020,"C12","C.2","11.9",24865
"SU",2020-05-15,2020,"D9","D.0","9.0",24722
"KL",2020-05-15,2020,"J.9","J.2","9.0",24709
"SU",2020-05-15,2020,"E.1.","E.3","1.5",24551
"SU",2020-05-15,2020,"G.14.","G.5","14.5",23967
"SU",2020-05-15,2020,"G3","G.0","2.8",24317
"SU",2020-05-15,2020,"G8","F.9","8.1",24996
"KL",2020-05-15,2020,"K1.","J.8","1.6",24659
"KL",2020-05-15,2020,"L.17","L.3","16.8",24375
"KL",2020-05-15,2020,"N.16.","N.5","16.5",24470
"KL",2020-05-15,2020,"N1.","N.1","1.3",24002
"SU",2020-05-15,2020,"H.5","H.6","5.1",24411
"KL",2020-05-15,2020,"I5","I.2","4.9",24702
"SU",2020-05-15,2020,"I4","I.3","3.8",24318
"SU",2020-05-15,2020,"J.10.","J.7","10.9",25056
"SU",2020-05-15,2020,"J.2.","J.4","2.6",24673
"KL",2020-05-15,2020,"O.8","O.7","8.0",24703
"SU",2020-05-15,2020,"K.1","K.3","1.0",24583
"SU",2020-05-15,2020,"K.12","K.3","11.8",21279
"KL",2020-05-15,2020,"O1","O.0","1.0",24003
"KL",2020-05-15,2020,"H15","H.0","15.0",23319
"KL",2020-05-15,2020,"05","0.0","5.0",24797
"SU",2020-05-15,2020,"K.8","K.5","8.0",24655
"KL",2020-05-15,2020,"J1","J.0","1.0",21387
"KL",2020-05-15,2020,"M.15","M.7","14.9",24708
"SU",2020-05-15,2020,"M2","M.1","2.0",25030
"KL",2020-05-15,2020,"-513","-5.3","12.8",24431
"KL",2020-05-15,2020,"-110","-1.1","10.2",23294
"SU",2020-05-15,2020,"N7.","M.9","7.5",24862
"KL",2020-05-15,2020,"-38","-3.0","8.0",24754
"KL",2020-05-15,2020,"-14","-1.0","4.0",24577
"SU",2020-05-15,2020,"N9","N.0","9.0",24804
"KL",2020-05-15,2020,"-8.12","-8.5","12.0",23295
"SU",2020-05-15,2020,"P 3","P.1","3.1",24532
"KL",2020-05-15,2020,"-11","-1.0","1.0",24261
"SU",2020-05-15,2020,"Q7","Q.3","7.0",24638
"KL",2020-05-15,2020,"-212","-2.0","12.2",24506
"SU",2020-05-15,2020,"Q9","Q.0","8.9",24861
"SU",2020-05-15,2020,"R.2","R.5","2.0",25031
"KL",2020-05-15,2020,"-2.5","-2.5","5.1",23054
"SU",2020-05-15,2020,"S.8","S.5","8.0",23921
"KL",2020-05-15,2020,"-512","-5.0","12.0",24835
"SU",2020-05-15,2020,"U1","U.0","1.2",24863
"KL",2020-05-15,2020,"-27","-2.0","6.7",22891
"KL",2020-05-15,2020,"-310","-3.0","10.0",22358
"KL",2020-05-15,2020,"-610","-6.2","9.8",24589
"KL",2020-05-15,2020,"A10.","A.1","10.5",24269
"KL",2020-05-15,2020,"B11.","A.9","11.6",23023
"KL",2020-05-15,2020,"B4.","B.0","4.5",22865
"KL",2020-05-15,2020,"C.0.","C.8","0.6",24256
"KL",2020-05-15,2020,"H1","H.0","0.8",24798
"KL",2020-05-15,2020,"H6","H.3","6.2",23532
"KL",2020-05-15,2020,"C.5","C.5","5.0",24260
"KL",2020-05-15,2020,"E11","D.9","10.9",24268
"KL",2020-05-15,2020,"F6.","F.0","6.5",24409
"KL",2020-05-15,2020,"E15","E.0","14.7",24710
"KL",2020-05-15,2020,"E1","E.0","1.3",24796
"KL",2020-05-15,2020,"B2","A.9","2.0",24578
"KL",2020-05-15,2020,"C8.","C.0","8.3",24739
"KL",2020-05-15,2020,"H11","H.0","11.2",23466
"SU",2020-05-15,2020,"H.12","H.5","12.0",24494
"KL",2020-05-15,2020,"-53","-4.9","3.3",24609
"KL",2020-05-15,2020,"-0.12","-0.3","12.0",21342
"SU",2020-05-15,2020,"I6","I.1","6.4",25053
"KL",2020-05-15,2020,"-59","-5.0","9.0",23919
"KL",2020-05-15,2020,"G.9.","G.4","9.5",24471
"SU",2020-05-15,2020,"M4.","M.0","4.5",22652
"SU",2020-05-15,2020,"P5","P.3","5.0",24338
"SU",2020-05-15,2020,"T.7.","T.5","7.5",24664
"SU",2020-05-15,2020,"T3","T.1","3.0",24864
"SU",2020-05-15,2020,"U5.","U.0","5.5",24316
"KL",2020-05-15,2020,"H4.","H.0","4.5",24661
"KL",2020-05-15,2020,"H12","H.0","12.0",24459
"KL",2020-05-15,2020,"A3.","A.0","3.3",24033
"KL",2020-05-15,2020,"0.6.","0.5","6.7",24451
"KL",2020-05-15,2020,"-515.","-5.1","15.4",20857
"KL",2020-05-15,2020,"-4.10","-4.6","10.0",24818
"KL",2020-05-15,2020,"-7.6","-7.5","6.2",24793
"KL",2020-05-15,2020,"B13","B.0","13.0",24850
"KL",2020-05-15,2020,"-7.9","-7.5","9.2",24005
"KL",2020-05-15,2020,"C13","C.0","13.0",23565
"KL",2020-05-15,2020,"I2.","I.1","2.6",23027
"KL",2020-05-15,2020,"I21","I.0","21.0",25099
"KL",2020-05-15,2020,"F18.","F.0","18.6",25098
"KL",2020-05-15,2020,"-7.12.","-7.7","12.7",24784
"KL",2020-05-15,2020,"J11","J.1","11.0",24787
"KL",2020-05-15,2020,"O.2","O.5","2.0",24004
"KL",2020-05-15,2020,"P1","P.1","0.5",24839
"KL",2020-05-15,2020,"P9","P.0","9.0",24841
"KL",2020-05-15,2020,"L11","K.6","10.5",25082
"KL",2020-05-15,2020,"L.1","L.5","0.9",25091
"KL",2020-05-15,2020,"F17","F.0","17.0",24274
"KL",2020-05-15,2020,"I.16","I.6","16.0",24462
"KL",2020-05-15,2020,"I.20.","I.6","20.3",24794
"KL",2020-05-15,2020,"F.21","G.1","21.3",24463
"KL",2020-05-15,2020,"-613","-6.0","13.0",25061
"KL",2020-05-15,2020,"J.6.","J.3","6.5",25066
"SU",2020-05-15,2020,"E.4.","E.4","4.5",23877
"SU",2020-05-15,2020,"J.4","J.5","4.2",22236
"SU",2020-05-15,2020,"K6.","K.0","6.5",24696
"SU",2020-05-15,2020,"L10.","L.0","10.5",24991
"SU",2020-05-15,2020,"Q11","Q.1","10.8",23765
"SU",2020-05-15,2020,"Q3.","Q.0","3.5",20948
"SU",2020-05-15,2020,"S1","S.3","1.1",23672
"SU",2020-05-15,2020,"O11","O.0","11.0",24492
"KL",2020-05-15,2020,"M7","L.9","7.1",24591
"KL",2020-05-15,2020,"B.10.","B.6","10.5",23724
"SU",2020-05-15,2020,"E3.","E.1","3.4",24859
"SU",2020-05-15,2020,"G5.","G.2","5.5",24857
"SU",2020-05-15,2020,"E.6","E.3","6.2",24858
"SU",2020-05-15,2020,"G.5","G.5","5.0",24860
"KL",2020-05-15,2020,"-66","-6.4","6.3",19561
"KL",2020-05-15,2020,"-59","-5.0","9.0",23920
"KL",2020-05-15,2020,"C.17","C.6","16.9",24721
"SU",2021-05-15,2021,"0.3","0.5","3.0",22978
"SU",2021-05-15,2021,"K.1","K.3","1.0",24583
"SU",2021-05-15,2021,"J.4","J.5","4.2",22236
"SU",2021-05-15,2021,"K.8","K.5","8.0",24655
"SU",2021-05-15,2021,"T.7.","T.5","7.5",24664
"SU",2021-05-15,2021,"P5","P.3","5.0",24338
"SU",2021-05-15,2021,"M4.","M.0","4.5",22652
"SU",2021-05-15,2021,"O11","O.0","11.0",25158
"SU",2021-05-15,2021,"N9","N.0","9.0",24804
"SU",2021-05-15,2021,"J.2.","J.4","2.6",24673
"SU",2021-05-15,2021,"K6.","K.0","6.5",24696
"SU",2021-05-15,2021,"B6","A.8","5.7",24813
"SU",2021-05-15,2021,"A7","A.0","7.0",21676
"SU",2021-05-15,2021,"P3","O.9","3.0",24532
"SU",2021-05-15,2021,"H.12","H.5","12.0",24494
"SU",2021-05-15,2021,"R.2","R.5","2.0",25169
"SU",2021-05-15,2021,"B.3","B.3","3.0",23938
"SU",2021-05-15,2021,"D9","D.0","9.0",25108
"SU",2021-05-15,2021,"T3","T.1","3.0",24864
"SU",2021-05-15,2021,"C12","C.2","11.9",24160
"SU",2021-05-15,2021,"G8","F.9","8.1",24996
"KL",2021-05-15,2021,"-512","-5.0","12.0",24835
"KL",2021-05-15,2021,"-513","-5.3","12.8",24431
"KL",2021-05-15,2021,"H6","H.3","6.2",23532
"KL",2021-05-15,2021,"-7.12.","-7.7","12.7",24784
"KL",2021-05-15,2021,"-110","-1.1","10.2",23294
"KL",2021-05-15,2021,"H11","H.0","11.2",23466
"KL",2021-05-15,2021,"-35.","-3.1","5.4",23054
"KL",2021-05-15,2021,"-38","-3.0","8.0",25179
"KL",2021-05-15,2021,"A8","A.0","8.0",24983
"KL",2021-05-15,2021,"G.2","G.3","2.0",24424
"KL",2021-05-15,2021,"C.9","C.5","9.4",24739
"KL",2021-05-15,2021,"-610","-6.2","9.8",25142
"KL",2021-05-15,2021,"B2","A.9","2.0",24256
"KL",2021-05-15,2021,"K1.","J.8","1.6",25091
"KL",2021-05-15,2021,"D7","D.0","7.0",24770
"KL",2021-05-15,2021,"O1","O.0","1.0",24003
"KL",2021-05-15,2021,"C.5","C.5","5.0",24260
"KL",2021-05-15,2021,"I5","I.2","4.9",24702
"KL",2021-05-15,2021,"N6","N.0","6.0",24591
"KL",2021-05-15,2021,"J.9","J.2","9.0",24709
"KL",2021-05-15,2021,"N1.","N.1","1.3",24002
"KL",2021-05-15,2021,"05.","0.1","5.5",24850
"KL",2021-05-15,2021,"I.16","I.6","16.0",25174
"KL",2021-05-15,2021,"F17","F.0","17.0",25186
"KL",2021-05-15,2021,"C13","C.0","13.0",23565
"KL",2021-05-15,2021,"E15","E.0","14.7",24710
"KL",2021-05-15,2021,"J1","J.0","1.0",21387
"KL",2021-05-15,2021,"-14","-1.0","4.0",24577
"KL",2021-05-15,2021,"L11","K.6","10.5",25082
"KL",2021-05-15,2021,"A10.","A.1","10.5",25150
"KL",2021-05-15,2021,"P1","P.1","0.5",24839
"KL",2021-05-15,2021,"-4.10","-4.6","10.0",24818
"KL",2021-05-15,2021,"J11","J.1","11.0",24787
"KL",2021-05-15,2021,"-55","-5.0","5.0",24609
"KL",2021-05-15,2021,"I2.","I.1","2.6",23027
"KL",2021-05-15,2021,"A.14.","A.6","14.4",24372
"KL",2021-05-15,2021,"-114.","-1.0","14.5",24506
"KL",2021-05-15,2021,"I.20.","I.6","20.3",24794
"KL",2021-05-15,2021,"M7","L.9","7.1",25015
"KL",2021-05-15,2021,"K6","K.0","6.2",25154
"KL",2021-05-15,2021,"-75","-7.0","5.0",25218
"KL",2021-05-15,2021,"E1","E.0","1.3",24796
"KL",2021-05-15,2021,"F3","E.7","2.8",24661
"KL",2021-05-15,2021,"P9","P.0","9.0",24621
"KL",2021-05-15,2021,"-59","-5.0","9.0",23919
"KL",2021-05-15,2021,"F18.","F.0","18.6",25098
"KL",2021-05-15,2021,"G9","G.3","9.2",24471
"SU",2021-05-15,2021,"H.5","H.6","5.1",24411
"SU",2021-05-15,2021,"C18","B.8","18.1",24744
"SU",2021-05-15,2021,"L10.","L.0","10.5",24991
"KL",2021-05-15,2021,"-515.","-5.1","15.4",24971
"KL",2021-05-15,2021,"-7.6","-7.5","6.2",24793
"KL",2021-05-15,2021,"O.8","O.7","8.0",24703
"KL",2021-05-15,2021,"L.17","L.3","16.8",24375
"KL",2021-05-15,2021,"I21","I.0","21.0",25099
"SU",2021-05-15,2021,"Q9","Q.0","8.9",25207
"KL",2021-05-15,2021,"B.10.","B.6","10.5",23724
"SU",2021-05-15,2021,"N7.","M.9","7.5",24803
"SU",2021-05-15,2021,"B7.","B.2","7.6",23193
"SU",2021-05-15,2021,"G.14.","G.5","14.5",23967
"SU",2021-05-15,2021,"G3","G.0","2.8",24317
"SU",2021-05-15,2021,"S1","S.3","1.1",25092
"SU",2021-05-15,2021,"B.10.","B.6","10.7",25029
"SU",2021-05-15,2021,"A17","A.0","17.1",25156
"SU",2021-05-15,2021,"-2.19","-2.5","19.0",24751
"SU",2021-05-15,2021,"E11.","E.0","11.5",25230
"KL",2021-05-15,2021,"M.12.","M.6","12.4",24902
"KL",2021-05-15,2021,"H15","H.0","15.0",25153
"KL",2021-05-15,2021,"A3.","A.0","3.3",24033
"KL",2021-05-15,2021,"H12","H.0","12.0",24459
"SU",2022-05-15,2022,"M4.","M.0","4.5",22652
"KL",2022-05-15,2022,"F17","F.0","17.0",25186
"KL",2022-05-15,2022,"I2.","I.1","2.6",25275
"KL",2022-05-15,2022,"J.9","J.2","9.0",25406
"SU",2022-05-15,2022,"R.2","R.5","2.0",25169
"SU",2022-05-15,2022,"B6","A.8","5.7",24813
"SU",2022-05-15,2022,"G5.","G.2","5.5",24411
"SU",2022-05-15,2022,"K.15","K.4","15.0",25224
"SU",2022-05-15,2022,"E.1.","E.3","1.5",25161
"SU",2022-05-15,2022,"B.3","B.3","3.0",23938
"KL",2022-05-15,2022,"E1","E.0","1.3",24796
"KL",2022-05-15,2022,"H15","H.0","15.0",25153
"KL",2022-05-15,2022,"I5","I.2","4.9",24702
"KL",2022-05-15,2022,"J11","J.1","11.0",24787
"KL",2022-05-15,2022,"M.15","M.7","14.9",25337
"KL",2022-05-15,2022,"G9","G.3","9.2",25397
"KL",2022-05-15,2022,"F18.","F.0","18.6",25098
"KL",2022-05-15,2022,"P1","P.1","0.5",25422
"KL",2022-05-15,2022,"I21","I.0","21.0",25430
"KL",2022-05-15,2022,"N1.","N.1","1.3",24002
"KL",2022-05-15,2022,"I.16","I.6","16.0",25174
"KL",2022-05-15,2022,"N6","N.0","6.0",24591
"KL",2022-05-15,2022,"I11.","H.3","11.6",25015
"KL",2022-05-15,2022,"O.2.","O.3","2.5",25290
"KL",2022-05-15,2022,"H1","H.0","0.8",24424
"KL",2022-05-15,2022,"O1","O.0","1.0",24003
"KL",2022-05-15,2022,"M.12.","M.6","12.4",25423
"KL",2022-05-15,2022,"L.17","L.3","16.8",25413
"KL",2022-05-15,2022,"L11","K.6","10.5",25412
"SU",2022-05-15,2022,"-117","-0.9","17.0",25119
"SU",2022-05-15,2022,"0.3","0.5","3.0",24940
"SU",2022-05-15,2022,"C18","B.8","18.1",25156
"SU",2022-05-15,2022,"-2.19","-2.5","19.0",24792
"SU",2022-05-15,2022,"B7.","B.2","7.6",23193
"SU",2022-05-15,2022,"K.1","K.3","1.0",25302
"SU",2022-05-15,2022,"E11.","E.0","11.5",25230
"SU",2022-05-15,2022,"U5.","U.0","5.5",24803
"SU",2022-05-15,2022,"C12","C.2","11.9",24160
"SU",2022-05-15,2022,"T.7.","T.5","7.5",24664
"SU",2022-05-15,2022,"S1","S.3","1.1",25092
"SU",2022-05-15,2022,"O11","O.0","11.0",25158
"SU",2022-05-15,2022,"Q9","Q.0","8.9",25207
"KL",2022-05-15,2022,"P9","P.0","9.0",24621
"KL",2022-05-15,2022,"F3","E.7","2.8",25257
"SU",2022-05-15,2022,"B7.","B.2","7.6",23193
"SU",2022-05-15,2022,"K6.","K.0","6.5",24696
"SU",2022-05-15,2022,"Q7","Q.3","7.0",25320
"SU",2022-05-15,2022,"G.14.","G.5","14.5",25451
"SU",2022-05-15,2022,"D9","D.0","9.0",24799
"SU",2022-05-15,2022,"T3","T.1","3.0",24813
"SU",2023-05-15,2023,"E.4.","E.4","4.5",25994
"SU",2023-05-15,2023,"K.15","K.4","15.0",25972
"SU",2023-05-15,2023,"I2.","I.3","2.3",25435
"SU",2023-05-15,2023,"M4.","M.0","4.5",22652
"SU",2023-05-15,2023,"N7.","M.9","7.5",25857
"SU",2023-05-15,2023,"N9","N.0","9.0",100021
"SU",2023-05-15,2023,"Q7","Q.3","7.0",100060
"SU",2023-05-15,2023,"Q9","Q.0","8.9",25461
"SU",2023-05-15,2023,"S1","S.3","1.1",100111
"SU",2023-05-15,2023,"S8","S.0","7.9",25965
"SU",2023-05-15,2023,"T.7.","T.5","7.5",100032
"SU",2023-05-15,2023,"R4","R.0","4.0",100022
"SU",2023-05-15,2023,"T3","T.1","3.0",100019
"SU",2023-05-15,2023,"U5.","U.0","5.5",25549
"SU",2023-05-15,2023,"L10.","L.0","10.5",25995
"SU",2023-05-15,2023,"H.12","H.5","12.0",100029
"SU",2023-05-15,2023,"K6.","K.0","6.5",25904
"SU",2023-05-15,2023,"K.1","K.3","1.0",25462
"KL",2023-05-15,2023,"O.2","O.5","2.0",25290
"KL",2023-05-15,2023,"O.2.","O.3","2.5",25823
"KL",2023-05-15,2023,"J.9","J.2","9.0",25513
"KL",2023-05-15,2023,"C13","C.0","13.0",25914
"KL",2023-05-15,2023,"L11","K.6","10.5",25970
"KL",2023-05-15,2023,"N1.","N.1","1.3",25862
"KL",2023-05-15,2023,"F17","F.0","17.0",25611
"KL",2023-05-15,2023,"F17","F.0","17.0",25186
"KL",2023-05-15,2023,"F3","E.7","2.8",25863
"KL",2023-05-15,2023,"J11","J.1","11.0",25514
"KL",2023-05-15,2023,"M10","M.1","10.1",25968
"KL",2023-05-15,2023,"M.12.","M.6","12.4",25881
"KL",2023-05-15,2023,"B.10.","B.6","10.5",25558
"KL",2023-05-15,2023,"O1","O.0","1.0",24033
"KL",2023-05-15,2023,"H6","H.3","6.2",25737
"KL",2023-05-15,2023,"C8.","C.0","8.3",25975
"KL",2023-05-15,2023,"F6.","F.0","6.5",26017
"SU",2023-05-15,2023,"-2.6","-2.4","6.1",100169
"SU",2023-05-15,2023,"-117","-0.9","17.0",25119
"SU",2023-05-15,2023,"0.3","0.5","3.0",24940
"SU",2023-05-15,2023,"A7","A.0","7.0",25993
"SU",2023-05-15,2023,"B.12.","B.4","12.8",100010
"SU",2023-05-15,2023,"B6","A.8","5.7",25485
"SU",2023-05-15,2023,"B.9.","B.3","9.5",25342
"SU",2023-05-15,2023,"B7.","B.2","7.6",24796
"SU",2023-05-15,2023,"E.1.","E.3","1.5",25878
"SU",2023-05-15,2023,"D9","D.0","9.0",100151
"SU",2023-05-15,2023,"E3.","E.1","3.4",26031
"SU",2023-05-15,2023,"B.1","B.5","1.2",25940
"SU",2023-05-15,2023,"H.9.","H.5","9.6",26028
"SU",2023-05-15,2023,"I14.","I.0","14.5",25996
"SU",2023-05-15,2023,"J.4","J.5","4.2",25966
"SU",2023-05-15,2023,"P3","O.9","3.0",24696
"SU",2023-05-15,2023,"O11","O.0","11.0",25476
"SU",2023-05-15,2023,"Q3.","Q.0","3.5",100245
"SU",2023-05-15,2023,"R.2","R.5","2.0",25478
"SU",2023-05-15,2023,"N4","M.8","3.9",100078
"SU",2023-05-15,2023,"Q11","Q.1","10.8",100023
"SU",2023-05-15,2023,"B.3","B.3","3.0",26030
"SU",2023-05-15,2023,"C18","B.8","18.1",100152
"SU",2023-05-15,2023,"B.10.","B.6","10.7",100009
"SU",2023-05-15,2023,"C12","C.2","11.9",25230
"SU",2023-05-15,2023,"A17","A.0","17.1",100218
"SU",2023-05-15,2023,"C.5","C.5","5.2",25916
"SU",2023-05-15,2023,"G5.","G.2","5.5",25884
"SU",2023-05-15,2023,"G8","F.9","8.1",26027
"KL",2023-05-15,2023,"I17.","I.0","17.3",25604
"KL",2023-05-15,2023,"A10.","A.1","10.5",25852
"KL",2023-05-15,2023,"-110","-1.1","10.2",100051
"KL",2023-05-15,2023,"L9","K.8","8.7",25999
"KL",2023-05-15,2023,"-38","-3.0","8.0",25837
"KL",2023-05-15,2023,"-27","-2.0","6.7",100103
"KL",2023-05-15,2023,"H1","H.0","0.8",24424
"KL",2023-05-15,2023,"-4.13","-4.1","13.3",25854
"KL",2023-05-15,2023,"-53","-4.9","3.3",24609
"KL",2023-05-15,2023,"-14","-1.0","4.0",25334
"KL",2023-05-15,2023,"-513","-5.3","12.8",25917
"KL",2023-05-15,2023,"B2","A.9","2.0",24256
"KL",2023-05-15,2023,"J.6.","J.3","6.5",24002
"KL",2023-05-15,2023,"-1.8.","-1.5","8.5",25245
"KL",2023-05-15,2023,"H12","H.0","12.0",25239
"KL",2023-05-15,2023,"H4.","H.0","4.5",25275
"KL",2023-05-15,2023,"-610","-6.2","9.8",25753
"SU",2023-05-15,2023,"G.14.","G.5","14.5",25865
"KL",2023-05-15,2023,"I21","I.0","21.0",25174
"KL",2023-05-15,2023,"-110","-1.1","10.2",100227
"KL",2023-05-15,2023,"C2.","C.0","2.5",25794
"KL",2023-05-15,2023,"C.19","C.5","19.0",100233
"SU",2023-05-15,2023,"G3","G.0","2.8",25967
"SU",2023-05-15,2023,"E11.","E.0","11.5",26029
"SU",2023-05-15,2023,"F.16","F.3","16.0",25477
"KL",2023-05-15,2023,"J14","J.0","14.0",25985
