"census_date","gr","squirrel_id","reflo","locx","locy"
2013-05-15,"JO",11260,"G.9","G.5","9.0"
2013-05-15,"JO",11848,"G.11.","G.5","11.5"
2013-05-15,"JO",13204,"G.3","G.5","3.0"
2013-05-15,"JO",10773,"G.1","G.5","1.0"
2013-05-15,"JO",10321,"K.7.","K.5","7.5"
2013-05-15,"JO",11965,"I.16.","I.5","16.5"
2013-05-15,"JO",11726,"M.4","M.5","4.0"
2013-05-15,"JO",11794,"H.17.","H.5","17.5"
2013-05-15,"JO",12153,"L.20.","L.5","20.5"
2013-05-15,"JO",10848,"Q.13","Q.5","13.0"
2013-05-15,"JO",12698,"R.12.","R.5","12.5"
2013-05-15,"SU",10654,"E.1.","E.5","1.5"
2013-05-15,"JO",10526,"L.3","L.5","3.0"
2013-05-15,"SU",11002,"D.17.","D.5","17.5"
2013-05-15,"JO",11412,"C.2","C.5","2.0"
2013-05-15,"SU",11576,"C.4","C.5","4.0"
2013-05-15,"JO",11902,"B.5.","B.5","5.5"
2013-05-15,"SU",11578,"G.14.","G.5","14.5"
2013-05-15,"JO",11729,"J.0.","J.5","0.5"
2013-05-15,"JO",11729,"I.0.","I.5","0.5"
2013-05-15,"JO",12368,"A.5","A.5","5.0"
2013-05-15,"JO",11459,"E.2.","E.5","2.5"
2013-05-15,"JO",11872,"H.12.","H.5","12.5"
2013-05-15,"JO",11874,"A.13","A.5","13.0"
2013-05-15,"JO",11905,"A.0","A.5","0.0"
2013-05-15,"JO",13052,"K.6.","K.5","6.5"
2013-05-15,"JO",11041,"N.19.","N.5","19.5"
2013-05-15,"JO",11041,"O.19.","O.5","19.5"
2013-05-15,"JO",10233,"N.7","N.5","7.0"
2013-05-15,"JO",10593,"P.8","P.5","8.0"
2013-05-15,"JO",12169,"S.6.","S.5","6.5"
2013-05-15,"JO",11611,"F.20","F.5","20.0"
2013-05-15,"JO",10841,"F.18.","F.5","18.5"
2013-05-15,"JO",10841,"E.19","E.5","19.0"
2013-05-15,"JO",12819,"D.14","D.5","14.0"
2013-05-15,"JO",12844,"F.15","F.5","15.0"
2013-05-15,"JO",13080,"F.10.","F.5","10.5"
2013-05-15,"JO",12974,"F.4.","F.5","4.5"
2013-05-15,"JO",11875,"G.14","G.5","14.0"
2013-05-15,"JO",10383,"K.8.","K.5","8.5"
2013-05-15,"JO",11604,"M.6.","M.5","6.5"
2013-05-15,"JO",11604,"L.7.","L.5","7.5"
2013-05-15,"JO",19255,"M.19.","M.5","19.5"
2013-05-15,"JO",12697,"H.13.","H.5","13.5"
2013-05-15,"JO",12697,"H.15","H.5","15.0"
2013-05-15,"JO",10422,"J.9","J.5","9.0"
2013-05-15,"JO",13428,"L.15","L.5","15.0"
2013-05-15,"JO",11608,"T.1","T.5","1.0"
2013-05-15,"JO",12692,"T.9","T.5","9.0"
2013-05-15,"JO",13294,"R.11","R.5","11.0"
2013-05-15,"KL",12678,"B.10.","B.5","10.5"
2013-05-15,"KL",12908,"C.19","C.5","19.0"
2013-05-15,"KL",11983,"J.19","J.5","19.0"
2013-05-15,"KL",13125,"K.17","K.5","17.0"
2013-05-15,"KL",13125,"L.17","L.5","17.0"
2013-05-15,"KL",12542,"L.15","L.5","15.0"
2013-05-15,"KL",12542,"M.15","M.5","15.0"
2013-05-15,"KL",11460,"H.3.","H.5","3.5"
2013-05-15,"SU",11976,"B.1","B.5","1.0"
2013-05-15,"SU",11976,"C.1","C.5","1.0"
2013-05-15,"SU",11979,"K.8.","K.5","8.5"
2013-05-15,"SU",11981,"R.2","R.5","2.0"
2013-05-15,"JO",11994,"B.11.","B.5","11.5"
2013-05-15,"JO",11803,"G.10","G.5","10.0"
2013-05-15,"JO",13290,"J.15.","J.5","15.5"
2013-05-15,"JO",11962,"J.5","J.5","5.0"
2013-05-15,"JO",10218,"L.6","L.5","6.0"
2013-05-15,"JO",12860,"M.9.","M.5","9.5"
2013-05-15,"JO",11370,"N.14","N.5","14.0"
2013-05-15,"JO",13208,"Q.1.","Q.5","1.5"
2013-05-15,"KL",12008,"F.21","F.5","21.0"
2013-05-15,"KL",12513,"J.9","J.5","9.0"
2013-05-15,"KL",13084,"O.4","O.5","4.0"
2013-05-15,"KL",10342,"G.2","G.5","2.0"
2013-05-15,"KL",12136,"I.16","I.5","16.0"
2013-05-15,"KL",12202,"G.18","G.5","18.0"
2013-05-15,"KL",12625,"M.8","M.5","8.0"
2013-05-15,"KL",11896,"O.2","O.5","2.0"
2013-05-15,"KL",11775,"B.5.","B.5","5.5"
2013-05-15,"KL",13010,"C.0.","C.5","0.5"
2013-05-15,"KL",11256,"D.5.","D.5","5.5"
2013-05-15,"JO",12367,"R.8.","R.5","8.5"
2013-05-15,"JO",10351,"P.11.","P.5","11.5"
2013-05-15,"JO",11402,"P.5.","P.5","5.5"
2013-05-15,"KL",10995,"I.2","I.5","2.0"
2013-05-15,"KL",11883,"I.20.","I.5","20.5"
2013-05-15,"KL",11344,"J.20.","J.5","20.5"
2013-05-15,"KL",10993,"K.0.","K.5","0.5"
2013-05-15,"KL",13499,"L.1","L.5","1.0"
2013-05-15,"JO",12114,"O.1.","O.5","1.5"
2013-05-15,"JO",11239,"J.12.","J.5","12.5"
2013-05-15,"JO",13060,"C.1","C.5","1.0"
2013-05-15,"KL",12745,"C.17","C.5","17.0"
2013-05-15,"KL",11957,"M.12.","M.5","12.5"
2013-05-15,"KL",11537,"O.2.","O.5","2.5"
2013-05-15,"SU",11534,"B.3","B.5","3.0"
2013-05-15,"SU",11577,"B.10.","B.5","10.5"
2013-05-15,"SU",11999,"T.7.","T.5","7.5"
2013-05-15,"SU",10878,"C.6.","C.5","6.5"
2013-05-15,"SU",12024,"A.15.","A.5","15.5"
2013-05-15,"SU",12025,"J.10.","J.5","10.5"
2013-05-15,"SU",12033,"H.7.","H.5","7.5"
2013-05-15,"SU",12140,"Q.6","Q.5","6.0"
2013-05-15,"SU",12180,"K.15","K.5","15.0"
2013-05-15,"SU",12191,"G.16","G.5","16.0"
2013-05-15,"SU",12435,"H.12","H.5","12.0"
2013-05-15,"SU",12524,"H.10.","H.5","10.5"
2013-05-15,"SU",13085,"I.6","I.5","6.0"
2013-05-15,"SU",13085,"H.5","H.5","5.0"
2013-05-15,"SU",13097,"H.9.","H.5","9.5"
2013-05-15,"SU",13131,"K.1","K.5","1.0"
2013-05-15,"SU",11577,"B.9.","B.5","9.5"
2013-05-15,"SU",11434,"B.8.","B.5","8.5"
2013-05-15,"SU",13385,"L.12","L.5","12.0"
2013-05-15,"SU",13135,"U.7","U.5","7.0"
2013-05-15,"SU",11576,"C.5","C.5","5.0"
2013-05-15,"SU",12432,"N.11","N.5","11.0"
2013-05-15,"SU",10048,"E.6","E.5","6.0"
2013-05-15,"SU",11531,"U.2.","U.5","2.5"
2013-05-15,"KL",11895,"N.6.","N.5","6.5"
2013-05-15,"KL",10993,"L.0.","L.5","0.5"
2013-05-15,"SU",11578,"F.16","F.5","16.0"
2013-05-15,"JO",13081,"G.11","G.5","11.0"
2013-05-15,"JO",19593,"J.15.","J.5","15.5"
2012-05-15,"KL",10342,"G.1.","G.5","1.5"
2012-05-15,"KL",10374,"M.9.","M.5","9.5"
2012-05-15,"KL",10993,"K.0.","K.5","0.5"
2012-05-15,"KL",10994,"L.1","L.5","1.0"
2012-05-15,"KL",10995,"I.2","I.5","2.0"
2012-05-15,"KL",11256,"D.5.","D.5","5.5"
2012-05-15,"KL",11266,"G.10.","G.5","10.5"
2012-05-15,"KL",11344,"J.20.","J.5","20.5"
2012-05-15,"KL",11460,"H.3.","H.5","3.5"
2012-05-15,"KL",11489,"N.2.","N.5","2.5"
2012-05-15,"KL",11537,"O.2.","O.5","2.5"
2012-05-15,"KL",11622,"A.3.","A.5","3.5"
2012-05-15,"KL",11775,"B.5.","B.5","5.5"
2012-05-15,"KL",11883,"I.20.","I.5","20.5"
2012-05-15,"KL",11895,"O.7.","O.5","7.5"
2012-05-15,"KL",11896,"O.2","O.5","2.0"
2012-05-15,"KL",11957,"M.12.","M.5","12.5"
2012-05-15,"KL",11983,"J.19","J.5","19.0"
2012-05-15,"KL",12008,"F.21","F.5","21.0"
2012-05-15,"KL",12013,"G.18","G.5","18.0"
2012-05-15,"KL",12136,"I.15.","I.5","15.5"
2012-05-15,"KL",12239,"C.17","C.5","17.0"
2012-05-15,"KL",12240,"M.15","M.5","15.0"
2012-05-15,"KL",12513,"J.9","J.5","9.0"
2012-05-15,"KL",12542,"L.15","L.5","15.0"
2012-05-15,"KL",12678,"B.10.","B.5","10.5"
2012-05-15,"KL",12908,"C.19","C.5","19.0"
2012-05-15,"KL",13009,"F.1","F.5","1.0"
2012-05-15,"KL",13009,"F.0.","F.5","0.5"
2012-05-15,"KL",13010,"C.1","C.5","1.0"
2012-05-15,"KL",13084,"L.3.","L.5","3.5"
2012-05-15,"KL",13111,"L.3.","L.5","3.5"
2012-05-15,"KL",13125,"K.17","K.5","17.0"
2012-05-15,"SU",10048,"E.6","E.5","6.0"
2012-05-15,"SU",10191,"I.6","I.5","6.0"
2012-05-15,"SU",10654,"E.1.","E.5","1.5"
2012-05-15,"SU",10878,"C.6.","C.5","6.5"
2012-05-15,"SU",11002,"D.17.","D.5","17.5"
2012-05-15,"SU",11078,"K.1","K.5","1.0"
2012-05-15,"SU",11531,"U.2.","U.5","2.5"
2012-05-15,"SU",11534,"B.3","B.5","3.0"
2012-05-15,"SU",11576,"C.4","C.5","4.0"
2012-05-15,"SU",11576,"C.5","C.5","5.0"
2012-05-15,"SU",11577,"B.10.","B.5","10.5"
2012-05-15,"SU",11578,"G.14.","G.5","14.5"
2012-05-15,"SU",11944,"Q.6","Q.5","6.0"
2012-05-15,"SU",11976,"B.1","B.5","1.0"
2012-05-15,"SU",11976,"C.1","C.5","1.0"
2012-05-15,"SU",11979,"K.8","K.5","8.0"
2012-05-15,"SU",11999,"T.7.","T.5","7.5"
2012-05-15,"SU",12000,"H.12","H.5","12.0"
2012-05-15,"SU",12024,"A.15.","A.5","15.5"
2012-05-15,"SU",12025,"J.10.","J.5","10.5"
2012-05-15,"SU",12180,"K.15","K.5","15.0"
2012-05-15,"SU",12191,"G.16","G.5","16.0"
2012-05-15,"SU",12193,"U.2.","U.5","2.5"
2012-05-15,"SU",12301,"F.16","F.5","16.0"
2012-05-15,"SU",12435,"N.11","N.5","11.0"
2012-05-15,"SU",12523,"J.4","J.5","4.0"
2012-05-15,"SU",12524,"H.9.","H.5","9.5"
2012-05-15,"SU",13085,"H.5","H.5","5.0"
2012-05-15,"SU",13097,"H.7.","H.5","7.5"
2012-05-15,"SU",13128,"L.12","L.5","12.0"
2012-05-15,"SU",13130,"H4","H.0","4.0"
2012-05-15,"SU",13135,"U.7","U.5","7.0"
2012-05-15,"SU",13237,"B.12.","B.5","12.5"
2014-05-15,"JO",11994,"B.11.","B.5","11.5"
2014-05-15,"JO",12819,"D.14","D.5","14.0"
2014-05-15,"JO",11778,"D.20","D.5","20.0"
2014-05-15,"JO",12844,"F.15","F.5","15.0"
2014-05-15,"JO",19556,"F.18.","F.5","18.5"
2014-05-15,"JO",10773,"G.1","G.5","1.0"
2014-05-15,"JO",11803,"G.10","G.5","10.0"
2014-05-15,"JO",11794,"H.17.","H.5","17.5"
2014-05-15,"JO",13204,"G.3","G.5","3.0"
2014-05-15,"JO",11965,"I.16.","I.5","16.5"
2014-05-15,"JO",19587,"J.11","J.5","11.0"
2014-05-15,"JO",11239,"J.12.","J.5","12.5"
2014-05-15,"JO",11962,"J.5","J.5","5.0"
2014-05-15,"JO",19425,"L.15.","L.5","15.5"
2014-05-15,"JO",10218,"L.6","L.5","6.0"
2014-05-15,"JO",11726,"M.4","M.5","4.0"
2014-05-15,"JO",10593,"M.6.","M.5","6.5"
2014-05-15,"JO",11370,"N.14","N.5","14.0"
2014-05-15,"JO",19951,"O.19.","O.5","19.5"
2014-05-15,"SU",13385,"L.12","L.5","12.0"
2014-05-15,"SU",11534,"B.3","B.5","3.0"
2014-05-15,"SU",11576,"C.5","C.5","5.0"
2014-05-15,"SU",13131,"K.1","K.5","1.0"
2014-05-15,"SU",19742,"B.9.","B.5","9.5"
2014-05-15,"SU",13097,"H.10.","H.5","10.5"
2014-05-15,"SU",10048,"E.6","E.5","6.0"
2014-05-15,"SU",11002,"D.17.","D.5","17.5"
2014-05-15,"SU",11577,"B.10.","B.5","10.5"
2014-05-15,"SU",12524,"J.10.","J.5","10.5"
2014-05-15,"SU",11979,"K.8","K.5","8.0"
2014-05-15,"SU",12180,"K.15","K.5","15.0"
2014-05-15,"SU",11976,"B.1","B.5","1.0"
2014-05-15,"SU",11981,"R.2","R.5","2.0"
2014-05-15,"SU",11578,"G.14.","G.5","14.5"
2014-05-15,"SU",10654,"E.1.","E.5","1.5"
2014-05-15,"SU",19611,"G.1","G.5","1.0"
2014-05-15,"SU",10878,"C.6.","C.5","6.5"
2014-05-15,"SU",11999,"T.7.","T.5","7.5"
2014-05-15,"SU",19883,"U.7","U.5","7.0"
2014-05-15,"SU",12432,"N.11","N.5","11.0"
2014-05-15,"SU",20044,"F.16","F.5","16.0"
2014-05-15,"JO",11874,"A.13","A.5","13.0"
2014-05-15,"JO",12368,"A.5","A.5","5.0"
2014-05-15,"JO",11412,"C.2","C.5","2.0"
2014-05-15,"JO",11611,"F.20","F.5","20.0"
2014-05-15,"JO",11848,"G.11.","G.5","11.5"
2014-05-15,"JO",12697,"H.13.","H.5","13.5"
2014-05-15,"JO",19432,"H.15","H.5","15.0"
2014-05-15,"JO",13290,"J.15.","J.5","15.5"
2014-05-15,"JO",13052,"K.6.","K.5","6.5"
2014-05-15,"JO",13052,"K.7.","K.5","7.5"
2014-05-15,"JO",19477,"L.3","L.5","3.0"
2014-05-15,"JO",19411,"K.8.","K.5","8.5"
2014-05-15,"JO",11041,"N.19.","N.5","19.5"
2014-05-15,"JO",19662,"N.7","N.5","7.0"
2014-05-15,"JO",19589,"P.11.","P.5","11.5"
2014-05-15,"JO",13208,"Q.1.","Q.5","1.5"
2014-05-15,"JO",10848,"Q.13","Q.5","13.0"
2014-05-15,"JO",12367,"Q.9","Q.5","9.0"
2014-05-15,"JO",20033,"P.5.","P.5","5.5"
2014-05-15,"SU",12435,"H.12","H.5","12.0"
2014-05-15,"JO",19452,"O.15","O.5","15.0"
2014-05-15,"JO",12639,"P.8","P.5","8.0"
2014-05-15,"JO",19854,"M.9.","M.5","9.5"
2014-05-15,"KL",10993,"K.0.","K.5","0.5"
2014-05-15,"KL",11895,"N.6","N.5","6.0"
2014-05-15,"KL",11983,"J.19","J.5","19.0"
2014-05-15,"KL",12625,"M.8","M.5","8.0"
2014-05-15,"KL",12513,"J.9","J.5","9.0"
2014-05-15,"KL",20156,"M.15","M.5","15.0"
2014-05-15,"KL",11256,"D.5.","D.5","5.5"
2014-05-15,"KL",12678,"B.10.","B.5","10.5"
2014-05-15,"KL",12202,"G.18","G.5","18.0"
2014-05-15,"KL",11775,"B.5.","B.5","5.5"
2014-05-15,"KL",19702,"H.3.","H.5","3.5"
2014-05-15,"KL",19719,"A.7","A.5","7.0"
2014-05-15,"KL",10342,"G.2","G.5","2.0"
2014-05-15,"KL",13125,"L.17","L.5","17.0"
2014-05-15,"KL",11957,"M.12.","M.5","12.5"
2014-05-15,"KL",NA,"C.17","C.5","17.0"
2014-05-15,"KL",NA,"I.20.","I.5","20.5"
2014-05-15,"KL",12008,"F.21","F.5","21.0"
2014-05-15,"KL",19846,"L.15","L.5","15.0"
2014-05-15,"KL",19767,"I.6.","I.5","6.5"
2014-05-15,"KL",20180,"C.19","C.5","19.0"
2014-05-15,"KL",19772,"J.20.","J.5","20.5"
2014-05-15,"KL",20409,"I.16","I.5","16.0"
2014-05-15,"KL",12423,"B.8","B.5","8.0"
2015-05-15,"JO",12357,"G.14","G.5","14.0"
2015-05-15,"JO",20281,"F.18.","F.5","18.5"
2015-05-15,"JO",12697,"H.13.","H.5","13.5"
2015-05-15,"JO",13208,"Q.1.","Q.5","1.5"
2015-05-15,"JO",20667,"Q.9","Q.5","9.0"
2015-05-15,"JO",20047,"G.3","G.5","3.0"
2015-05-15,"JO",20300,"G.1","G.5","1.0"
2015-05-15,"JO",21473,"Q.0","Q.5","0.0"
2015-05-15,"JO",20760,"K.7.","K.5","7.5"
2015-05-15,"JO",12037,"K.8.","K.5","8.5"
2015-05-15,"JO",13290,"K.14.","K.5","14.5"
2015-05-15,"JO",20822,"J.15.","J.5","15.5"
2015-05-15,"KL",19846,"L.15","L.5","15.0"
2015-05-15,"KL",21368,"J.19","J.5","19.0"
2015-05-15,"KL",20993,"N.13","N.5","13.0"
2015-05-15,"KL",21222,"J.9","J.5","9.0"
2015-05-15,"SU",11534,"B.3","B.5","3.0"
2015-05-15,"KL",20409,"I.16","I.5","16.0"
2015-05-15,"SU",21279,"E.4.","E.5","4.5"
2015-05-15,"SU",21325,"B.1","B.5","1.0"
2015-05-15,"KL",21060,"G.18","G.5","18.0"
2015-05-15,"SU",20495,"E.1.","E.5","1.5"
2015-05-15,"KL",20804,"O.8","O.5","8.0"
2015-05-15,"SU",19742,"B.9.","B.5","9.5"
2015-05-15,"KL",11957,"M.12.","M.5","12.5"
2015-05-15,"KL",20732,"K.15","K.5","15.0"
2015-05-15,"KL",20190,"J.6.","J.5","6.5"
2015-05-15,"KL",12305,"H.6","H.5","6.0"
2015-05-15,"KL",13012,"H.2","H.5","2.0"
2015-05-15,"SU",11976,"B.1","B.5","1.0"
2015-05-15,"KL",10993,"K.0.","K.5","0.5"
2015-05-15,"KL",19702,"H.3.","H.5","3.5"
2015-05-15,"KL",20077,"L.12","L.5","12.0"
2015-05-15,"SU",20939,"B.10.","B.5","10.5"
2015-05-15,"SU",21297,"C.6.","C.5","6.5"
2015-05-15,"KL",20062,"D.5.","D.5","5.5"
2015-05-15,"SU",21003,"C.5","C.5","5.0"
2015-05-15,"KL",21155,"C.0.","C.5","0.5"
2015-05-15,"KL",21396,"B.8","B.5","8.0"
2015-05-15,"SU",21830,"R.2","R.5","2.0"
2015-05-15,"SU",21908,"U.2.","U.5","2.5"
2015-05-15,"KL",11775,"B.5.","B.5","5.5"
2015-05-15,"SU",20200,"T.4","T.5","4.0"
2015-05-15,"KL",20685,"I.3.","I.5","3.5"
2015-05-15,"SU",11946,"T.7.","T.5","7.5"
2015-05-15,"KL",21387,"G.6.","G.5","6.5"
2015-05-15,"KL",20904,"A.14.","A.5","14.5"
2015-05-15,"KL",21355,"C.9","C.5","9.0"
2015-05-15,"JO",21450,"K.8.","K.5","8.5"
2015-05-15,"JO",21072,"H.17.","H.5","17.5"
2015-05-15,"JO",20829,"A.12.","A.5","12.5"
2015-05-15,"JO",11994,"B.12","B.5","12.0"
2015-05-15,"JO",12368,"A.5","A.5","5.0"
2015-05-15,"JO",11049,"B.18","B.5","18.0"
2015-05-15,"JO",21492,"D.20.","D.5","20.5"
2015-05-15,"JO",19553,"E.19","E.5","19.0"
2015-05-15,"JO",19508,"F.4.","F.5","4.5"
2015-05-15,"JO",20601,"I.16.","I.5","16.5"
2015-05-15,"JO",20267,"J.10","J.5","10.0"
2015-05-15,"KL",12745,"C.17","C.5","17.0"
2015-05-15,"KL",20836,"G.2","G.5","2.0"
2015-05-15,"JO",13229,"B.5.","B.5","5.5"
2015-05-15,"JO",11803,"G.9","G.5","9.0"
2015-05-15,"JO",21397,"F.10.","F.5","10.5"
2015-05-15,"JO",20751,"G.10","G.5","10.0"
2015-05-15,"SU",21281,"J.10.","J.5","10.5"
2015-05-15,"SU",13097,"H.9.","H.5","9.5"
2015-05-15,"SU",13132,"L.12","L.5","12.0"
2015-05-15,"SU",12180,"K.15","K.5","15.0"
2015-05-15,"SU",13085,"H.5","H.5","5.0"
2015-05-15,"SU",10654,"G.1","G.5","1.0"
2015-05-15,"SU",21867,"C.15.","C.5","15.5"
2015-05-15,"KL",21276,"O.2","O.5","2.0"
2015-05-15,"JO",20749,"G.11.","G.5","11.5"
2015-05-15,"JO",20244,"F.15","F.5","15.0"
2015-05-15,"SU",20798,"A.1","A.5","1.0"
2015-05-15,"SU",20447,"B.12.","B.5","12.5"
2015-05-15,"SU",21031,"O.11","O.5","11.0"
2015-05-15,"SU",20235,"H.12","H.5","12.0"
2015-05-15,"SU",11002,"D.17.","D.5","17.5"
2015-05-15,"SU",12432,"M.12.","M.5","12.5"
2015-05-15,"SU",21277,"F.16","F.5","16.0"
2015-05-15,"SU",19354,"G.14.","G.5","14.5"
2015-05-15,"SU",20796,"A.1.","A.5","1.5"
2015-05-15,"SU",21868,"B.8.","B.5","8.5"
2015-05-15,"KL",20995,"M.8","M.5","8.0"
2015-05-15,"KL",12678,"B.10.","B.5","10.5"
2015-05-15,"JO",11412,"C.2","C.5","2.0"
2015-05-15,"JO",12819,"D.14","D.5","14.0"
2015-05-15,"KL",20180,"C.19","C.5","19.0"
2015-05-15,"KL",21356,"L.1","L.5","1.0"
2015-05-15,"SU",20342,"E.6","E.5","6.0"
2015-05-15,"SU",12524,"J.8.","J.5","8.5"
2015-05-15,"KL",11883,"I.20.","I.5","20.5"
2015-05-15,"KL",12008,"F.21","F.5","21.0"
2015-05-15,"JO",20843,"F.0","F.5","0.0"
2015-05-15,"JO",21917,"G.20.","G.5","20.5"
2015-05-15,"KL",20156,"M.15","M.5","15.0"
2015-05-15,"KL",10374,"N.12","N.5","12.0"
2015-05-15,"KL",21227,"K.15.","K.5","15.5"
2015-05-15,"KL",19706,"N.10.","N.5","10.5"
2015-05-15,"KL",12653,"O.2.","O.5","2.5"
2015-05-15,"KL",21384,"I.2","I.5","2.0"
2015-05-15,"JO",11678,"Q.13","Q.5","13.0"
2015-05-15,"JO",20417,"O.1.","O.5","1.5"
2015-05-15,"JO",13427,"M.14","M.5","14.0"
2015-05-15,"JO",20287,"N.14","N.5","14.0"
2015-05-15,"SU",21876,"O.15.","O.5","15.5"
2015-05-15,"SU",21052,"H.7.","H.5","7.5"
2015-05-15,"SU",20944,"J.2.","J.5","2.5"
2015-05-15,"SU",20352,"A.18","A.5","18.0"
2015-05-15,"JO",20317,"B.13","B.5","13.0"
2015-05-15,"JO",21001,"B.18.","B.5","18.5"
2015-05-15,"SU",21004,"C.4","C.5","4.0"
2015-05-15,"SU",21150,"U.7","U.5","7.0"
2015-05-15,"JO",20360,"G.12.","G.5","12.5"
2015-05-15,"JO",21180,"J.0.","J.5","0.5"
2015-05-15,"JO",21763,"G.14","G.5","14.0"
2015-05-15,"JO",20827,"B.11.","B.5","11.5"
2015-05-15,"SU",20957,"A.19.","A.5","19.5"
2015-05-15,"KL",20805,"O.8.","O.5","8.5"
2015-05-15,"KL",21513,"H.14","H.5","14.0"
2015-05-15,"KL",19809,"F.20.","F.5","20.5"
2015-05-15,"KL",21368,"K.18.","K.5","18.5"
2015-05-15,"SU",19611,"K.1","K.5","1.0"
2015-05-15,"KL",11256,"E.5","E.5","5.0"
2015-05-15,"KL",12427,"J.20","J.5","20.0"
2015-05-15,"KL",11895,"N.6.","N.5","6.5"
2015-05-15,"JO",11729,"K.1","K.5","1.0"
2015-05-15,"KL",20873,"H.4","H.5","4.0"
2015-05-15,"KL",21062,"F.18.","F.5","18.5"
2015-05-15,"KL",21023,"D.8.","D.5","8.5"
2015-05-15,"SU",20936,"D.18.","D.5","18.5"
2015-05-15,"KL",21270,"G.0.","G.5","0.5"
2015-05-15,"KL",20635,"A.13.","A.5","13.5"
2015-05-15,"SU",21364,"F.18.","F.5","18.5"
2015-05-15,"KL",21257,"A.11.","A.5","11.5"
2015-05-15,"SU",21395,"L.14","L.5","14.0"
2015-05-15,"KL",21048,"B.7","B.5","7.0"
2015-05-15,"KL",20992,"E.2.","E.5","2.5"
2015-05-15,"KL",21879,"L.17","L.5","17.0"
2015-05-15,"KL",19874,"J.20.","J.5","20.5"
2015-05-15,"KL",21199,"K.20","K.5","20.0"
2015-05-15,"JO",21737,"B.5.","B.5","5.5"
2015-05-15,"JO",21517,"K.6.","K.5","6.5"
2015-05-15,"SU",21265,"K.8","K.5","8.0"
2015-05-15,"JO",11611,"F.20","F.5","20.0"
2015-05-15,"JO",11874,"A.13","A.5","13.0"
2015-05-15,"JO",20902,"S.6.","S.5","6.5"
2015-05-15,"JO",11239,"J.12.","J.5","12.5"
2015-05-15,"JO",20362,"J.5","J.5","5.0"
2015-05-15,"JO",19589,"P.11.","P.5","11.5"
2015-05-15,"JO",20761,"L.7.","L.5","7.5"
2015-05-15,"JO",19903,"T.9","T.5","9.0"
2015-05-15,"JO",10383,"J.9","J.5","9.0"
2015-05-15,"JO",20766,"L.3","L.5","3.0"
2015-05-15,"JO",21521,"M.3","M.5","3.0"
2015-05-15,"JO",13052,"N.7","N.5","7.0"
2015-05-15,"JO",19425,"L.15","L.5","15.0"
2015-05-15,"JO",21616,"M.14","M.5","14.0"
2015-05-15,"JO",21379,"M.4","M.5","4.0"
2015-05-15,"JO",21962,"L.8.","L.5","8.5"
2015-05-15,"JO",21764,"G.14","G.5","14.0"
2015-05-15,"SU",21467,"D.17.","D.5","17.5"
2015-05-15,"SU",21466,"D.17.","D.5","17.5"
2015-05-15,"SU",21425,"M.12.","M.5","12.5"
2015-05-15,"KL",21576,"H.2","H.5","2.0"
2015-05-15,"KL",21574,"H.2","H.5","2.0"
2015-05-15,"KL",21687,"H.4","H.5","4.0"
2015-05-15,"KL",21686,"H.4","H.5","4.0"
2015-05-15,"KL",21653,"I.16","I.5","16.0"
2015-05-15,"KL",21383,"I.2","I.5","2.0"
2015-05-15,"KL",21654,"I.16","I.5","16.0"
2015-05-15,"KL",21418,"K.0.","K.5","0.5"
2015-05-15,"KL",20806,"J.12","J.5","12.0"
2015-05-15,"JO",20388,"R.8.","R.5","8.5"
2015-05-15,"JO",20033,"P.5.","P.5","5.5"
2015-05-15,"JO",21029,"R.12.","R.5","12.5"
2015-05-15,"JO",11887,"S.20.","S.5","20.5"
2015-05-15,"JO",19914,"T.1","T.5","1.0"
2015-05-15,"JO",12367,"L.14","L.5","14.0"
2015-05-15,"JO",19411,"K.6.","K.5","6.5"
2016-05-15,"SU",20235,"H.12","H.5","12.0"
2016-05-15,"JO",21964,"H.17.","H.5","17.5"
2016-05-15,"JO",20601,"I.16.","I.5","16.5"
2016-05-15,"JO",12700,"B.12","B.5","12.0"
2016-05-15,"SU",21281,"J.10.","J.5","10.5"
2016-05-15,"SU",19611,"K.1","K.5","1.0"
2016-05-15,"SU",12180,"K.15","K.5","15.0"
2016-05-15,"SU",13132,"L.12","L.5","12.0"
2016-05-15,"SU",21395,"L.14","L.5","14.0"
2016-05-15,"JO",20033,"P.5.","P.5","5.5"
2016-05-15,"SU",21830,"R.2","R.5","2.0"
2016-05-15,"SU",20200,"T.4","T.5","4.0"
2016-05-15,"JO",12357,"G.14","G.5","14.0"
2016-05-15,"JO",13427,"L.12.","L.5","12.5"
2016-05-15,"JO",19589,"P.11.","P.5","11.5"
2016-05-15,"SU",11534,"B.3","B.5","3.0"
2016-05-15,"SU",19742,"B.9.","B.5","9.5"
2016-05-15,"SU",21867,"C.15.","C.5","15.5"
2016-05-15,"SU",12029,"C.12","C.5","12.0"
2016-05-15,"JO",21492,"D.20.","D.5","20.5"
2016-05-15,"JO",19553,"E.19","E.5","19.0"
2016-05-15,"SU",21364,"D.18.","D.5","18.5"
2016-05-15,"JO",20281,"F.18.","F.5","18.5"
2016-05-15,"SU",21272,"G.16","G.5","16.0"
2016-05-15,"SU",13097,"H.9.","H.5","9.5"
2016-05-15,"JO",19432,"H.15","H.5","15.0"
2016-05-15,"JO",19411,"K.6.","K.5","6.5"
2016-05-15,"SU",11953,"Q.1","Q.5","1.0"
2016-05-15,"JO",20760,"K.7.","K.5","7.5"
2016-05-15,"JO",12367,"L.14","L.5","14.0"
