"squirrel_id","year","n_middens"
4821,"1999",2
4821,"2000",1
4822,"1999",2
4822,"2000",2
4826,"1997",1
4826,"1998",1
4826,"2000",1
4833,"1999",3
4833,"2000",3
4834,"1999",2
4834,"2000",3
4835,"1999",1
4835,"2000",1
4837,"1998",1
4837,"1999",2
4837,"2000",2
4838,"2000",1
4842,"1998",1
4842,"1999",1
4842,"2000",1
4850,"1990",2
4851,"1998",1
4851,"1999",1
4851,"2000",2
4852,"1999",2
4852,"2000",1
4853,"1999",1
4853,"2000",2
4856,"1997",4
4856,"1998",3
4856,"1999",2
4856,"2000",2
4857,"1999",1
4857,"2000",1
4864,"2000",2
4865,"2000",1
4870,"1999",1
4870,"2000",3
4871,"1999",1
4871,"2000",1
4876,"1999",3
4876,"2000",4
4878,"1998",2
4878,"1999",1
4878,"2000",3
4879,"1999",1
4879,"2000",5
4881,"1998",1
4881,"1999",1
4881,"2000",1
4883,"2000",3
4884,"1999",1
4884,"2000",2
4885,"1999",1
4885,"2000",1
4891,"1999",1
4891,"2000",2
4892,"1994",1
4892,"1995",1
4892,"1996",1
4892,"1997",1
4892,"1998",1
4892,"2000",1
4893,"1999",1
4893,"2000",1
4894,"1999",2
4894,"2000",3
4895,"1999",1
4895,"2000",1
4896,"1999",1
4896,"2000",3
4897,"1997",1
4897,"1998",1
4897,"1999",1
4897,"2000",1
4898,"1999",1
4898,"2000",1
4899,"1998",2
4899,"1999",2
4899,"2000",5
4901,"1996",1
4901,"1997",3
4901,"1998",1
4901,"1999",1
4901,"2000",1
4902,"1999",1
4902,"2000",2
4903,"1999",1
4903,"2000",3
4906,"1996",2
4906,"1997",2
4906,"1998",1
4906,"1999",3
4906,"2000",2
4907,"1999",1
4907,"2000",1
4909,"1999",1
4909,"2000",1
4910,"1993",1
4910,"1994",1
4910,"1995",1
4910,"1996",1
4910,"1997",2
4910,"1998",1
4910,"1999",1
4910,"2000",1
4912,"1994",1
4912,"1995",1
4912,"1996",1
4912,"1997",1
4912,"1998",1
4912,"1999",1
4912,"2000",4
4914,"1999",1
4914,"2000",1
4916,"1999",1
4916,"2000",1
4918,"1999",1
4918,"2000",2
4918,"2001",4
4919,"1999",1
4919,"2000",2
4921,"1999",2
4921,"2000",3
4923,"1999",1
4923,"2000",1
4924,"1999",1
4924,"2000",1
4925,"1998",1
4925,"1999",2
4925,"2000",4
4936,"1999",1
4942,"1996",1
4942,"1997",1
4942,"1998",1
4942,"1999",2
4950,"1997",1
4950,"1998",1
4950,"1999",1
4950,"2000",1
4950,"2001",4
4952,"2000",3
4952,"2001",3
4954,"2000",2
4954,"2001",3
4974,"1999",2
4974,"2000",2
4974,"2001",3
4976,"1999",1
4976,"2000",2
4976,"2001",2
4992,"1997",1
4992,"1999",1
4992,"2000",3
4992,"2001",3
4996,"1996",1
4996,"1997",2
4996,"1998",1
4996,"1999",1
4996,"2000",1
4996,"2001",1
5001,"1996",1
5001,"1997",1
5001,"1998",1
5001,"1999",1
5001,"2000",3
5001,"2001",2
5002,"2001",1
5020,"1994",1
5020,"1995",1
5020,"1996",1
5020,"1997",1
5020,"1998",1
5020,"1999",1
5020,"2000",2
5020,"2001",2
5043,"1999",2
5043,"2000",3
5043,"2001",4
5049,"1998",1
5049,"1999",1
5049,"2000",6
5049,"2001",4
5050,"2001",2
5083,"2001",1
5102,"2001",3
5110,"1996",1
5110,"1997",1
5110,"1998",1
5110,"1999",1
5110,"2000",2
5110,"2001",4
5118,"2001",2
5125,"1999",2
5125,"2000",4
5125,"2001",5
5130,"1996",1
5130,"1997",2
5130,"1998",2
5130,"2000",1
5130,"2001",2
5131,"2000",1
5131,"2001",1
5133,"1998",1
5133,"1999",1
5133,"2000",3
5133,"2001",1
5135,"1996",1
5135,"1997",1
5135,"1998",1
5135,"1999",1
5135,"2000",1
5135,"2001",2
5136,"1998",2
5136,"1999",2
5136,"2000",2
5136,"2001",1
5137,"2001",3
5138,"1999",1
5138,"2000",1
5138,"2001",3
5145,"1999",2
5145,"2001",2
5146,"2000",1
5146,"2001",1
5152,"1999",1
5152,"2000",2
5152,"2001",2
5153,"1999",1
5153,"2000",1
5153,"2001",3
5155,"2001",1
5159,"2000",1
5159,"2001",2
5161,"2001",6
5163,"1999",3
5163,"2000",2
5163,"2001",3
5166,"1999",1
5166,"2000",1
5166,"2001",1
5168,"1999",2
5168,"2000",1
5168,"2001",2
5175,"1999",1
5175,"2000",2
5175,"2001",5
5176,"1999",1
5176,"2000",2
5176,"2001",3
5186,"2001",1
5187,"1999",1
5187,"2000",2
5187,"2001",2
5190,"1999",2
5190,"2001",4
5194,"1999",1
5194,"2000",1
5194,"2001",5
5195,"1997",1
5195,"1998",1
5195,"1999",1
5195,"2000",3
5195,"2001",3
5196,"1999",2
5196,"2000",4
5196,"2001",4
5199,"1999",1
5199,"2000",3
5199,"2001",2
5228,"1996",3
5228,"1997",3
5228,"1998",1
5228,"1999",1
5228,"2000",1
5228,"2001",2
5230,"1998",2
5230,"1999",3
5230,"2000",4
5230,"2001",2
5231,"1999",2
5231,"2000",2
5231,"2001",4
5238,"2000",2
5238,"2002",3
5239,"1999",1
5239,"2000",3
5239,"2001",3
5241,"1994",1
5241,"1995",1
5241,"1996",2
5241,"1997",2
5241,"1998",1
5241,"1999",1
5241,"2000",1
5241,"2001",2
5247,"1999",1
5247,"2000",4
5247,"2001",3
5250,"1994",2
5250,"1995",1
5250,"1996",1
5250,"1997",1
5250,"1998",1
5250,"1999",1
5250,"2000",1
5250,"2001",1
5251,"1999",2
5251,"2000",2
5251,"2001",3
5252,"2000",3
5252,"2001",3
5253,"2000",1
5253,"2001",1
5256,"2002",1
5258,"1999",1
5258,"2000",2
5258,"2001",2
5263,"2002",1
5264,"1999",2
5264,"2000",4
5264,"2001",5
5265,"2001",1
5265,"2002",3
5267,"1999",1
5267,"2000",3
5267,"2001",2
5267,"2002",2
5285,"1999",1
5285,"2000",4
5285,"2001",2
5285,"2002",4
5317,"1996",1
5317,"1997",1
5317,"1998",1
5317,"1999",1
5317,"2000",1
5317,"2001",2
5317,"2002",3
5339,"1999",1
5339,"2000",1
5339,"2001",1
5339,"2002",1
5347,"1999",1
5347,"2000",1
5347,"2001",2
5347,"2002",4
5348,"1998",1
5348,"1999",2
5348,"2000",5
5348,"2001",3
5348,"2002",6
5350,"1996",1
5350,"1997",1
5350,"1998",1
5350,"1999",1
5350,"2000",2
5350,"2001",2
5350,"2002",3
5351,"2000",1
5351,"2001",5
5351,"2002",1
5355,"2001",3
5355,"2002",1
5357,"2002",1
5360,"1999",1
5360,"2000",3
5360,"2001",7
5360,"2002",5
5361,"1996",1
5361,"1997",1
5361,"1998",1
5361,"1999",1
5361,"2000",1
5361,"2001",1
5361,"2002",1
5362,"1999",1
5362,"2000",1
5362,"2001",4
5362,"2002",3
5364,"1999",2
5364,"2000",1
5364,"2001",4
5364,"2002",2
5365,"1999",2
5365,"2000",3
5365,"2001",3
5365,"2002",6
5378,"1998",1
5378,"1999",1
5378,"2000",1
5378,"2001",2
5378,"2002",3
5411,"1996",2
5411,"1997",1
5411,"1999",1
5411,"2000",2
5411,"2001",1
5411,"2002",4
5414,"1999",1
5414,"2000",1
5414,"2001",2
5414,"2002",2
5418,"1997",1
5418,"1998",2
5418,"1999",1
5418,"2000",5
5418,"2001",6
5418,"2002",5
5422,"2000",1
5422,"2001",2
5422,"2002",4
5423,"2002",2
5454,"2000",2
5454,"2001",3
5454,"2002",4
5461,"1997",1
5461,"1998",2
5461,"1999",2
5461,"2000",2
5461,"2001",3
5461,"2002",4
5463,"1999",1
5463,"2000",4
5463,"2001",5
5463,"2002",6
5470,"2002",2
5471,"2002",4
5472,"1999",1
5472,"2000",2
5472,"2001",6
5472,"2002",6
5473,"1999",1
5473,"2000",1
5473,"2001",1
5473,"2002",2
5475,"2002",5
5482,"1999",1
5482,"2000",3
5482,"2001",6
5482,"2002",3
5483,"1999",3
5483,"2000",3
5483,"2001",3
5483,"2002",7
5485,"1999",1
5485,"2000",6
5485,"2001",5
5485,"2002",5
5487,"2002",2
5488,"2002",1
5489,"2002",3
5491,"2002",2
5492,"2002",3
5496,"1999",1
5496,"2000",1
5496,"2001",3
5496,"2002",4
5499,"1996",1
5499,"1997",1
5499,"1998",1
5499,"1999",1
5499,"2000",1
5499,"2001",2
5499,"2002",1
5500,"1996",1
5500,"1997",1
5500,"1998",1
5500,"1999",1
5500,"2000",2
5500,"2001",1
5500,"2002",3
5501,"1996",2
5501,"1997",2
5501,"1998",3
5501,"1999",1
5501,"2000",1
5501,"2001",2
5501,"2002",3
5503,"1999",1
5503,"2000",1
5503,"2001",2
5503,"2002",3
5505,"2002",1
5506,"2002",3
5507,"2001",1
5507,"2002",2
5508,"2002",3
5513,"1999",1
5513,"2000",5
5513,"2001",3
5513,"2002",3
5514,"2002",1
5515,"2001",6
5515,"2002",5
5516,"1999",1
5516,"2000",2
5516,"2001",2
5516,"2002",2
5517,"1999",1
5517,"2000",1
5517,"2001",1
5518,"1999",1
5518,"2000",3
5518,"2001",2
5518,"2002",3
5526,"1999",1
5526,"2000",1
5526,"2001",2
5526,"2002",2
5527,"1997",1
5527,"1998",1
5527,"1999",1
5527,"2000",2
5527,"2001",5
5527,"2002",5
5540,"1999",1
5540,"2000",3
5540,"2001",4
5540,"2002",4
5544,"1999",1
5544,"2000",2
5544,"2001",4
5544,"2002",7
5561,"1999",2
5561,"2000",2
5561,"2001",3
5561,"2002",2
5562,"1998",1
5562,"1999",2
5562,"2000",1
5562,"2001",1
5562,"2002",1
5563,"1999",3
5563,"2000",2
5563,"2001",2
5563,"2002",3
5564,"1999",1
5564,"2000",1
5564,"2001",3
5564,"2002",4
5566,"2002",2
5572,"1999",1
5572,"2000",2
5572,"2001",1
5572,"2002",3
5573,"1999",1
5573,"2000",1
5573,"2001",1
5575,"1999",2
5575,"2000",2
5575,"2001",4
5575,"2002",4
5576,"2002",1
5578,"1999",1
5578,"2000",1
5578,"2002",4
5580,"1999",1
5580,"2000",3
5580,"2001",3
5580,"2002",4
5582,"1999",1
5582,"2000",1
5582,"2001",2
5582,"2002",1
5583,"2002",3
5586,"1998",1
5586,"1999",3
5586,"2000",4
5586,"2001",4
5586,"2002",3
5587,"1999",1
5587,"2000",2
5587,"2001",5
5587,"2002",3
5593,"2003",1
5602,"2000",1
5602,"2001",1
5602,"2002",1
5602,"2003",1
5616,"2002",2
5626,"2002",4
5627,"1999",1
5627,"2000",1
5627,"2001",3
5627,"2002",3
5629,"2002",4
5666,"1996",1
5666,"1997",1
5666,"1999",1
5666,"2000",2
5666,"2001",2
5666,"2002",2
5666,"2003",1
5674,"1999",2
5674,"2000",2
5674,"2001",3
5674,"2002",3
5682,"1999",1
5682,"2000",3
5682,"2001",4
5682,"2002",3
5682,"2003",4
5696,"1999",1
5696,"2000",3
5696,"2001",4
5696,"2002",4
5696,"2003",6
5715,"2000",1
5715,"2001",2
5715,"2002",5
5715,"2003",4
5717,"1998",1
5717,"1999",2
5717,"2000",4
5717,"2001",7
5717,"2002",8
5717,"2003",1
5724,"2001",2
5724,"2002",3
5724,"2003",7
5725,"1999",1
5725,"2000",1
5725,"2001",2
5725,"2002",5
5725,"2003",4
5748,"1999",1
5748,"2000",2
5748,"2001",2
5748,"2002",4
5748,"2003",2
5749,"1999",1
5749,"2000",1
5749,"2001",4
5749,"2002",4
5749,"2003",5
5750,"2002",1
5750,"2003",2
5751,"2001",1
5751,"2002",4
5751,"2003",2
5753,"2003",2
5754,"1999",1
5754,"2000",3
5754,"2001",4
5754,"2002",3
5754,"2003",6
5755,"1999",1
5755,"2000",2
5755,"2001",2
5755,"2002",2
5755,"2003",3
5757,"1999",2
5757,"2000",3
5757,"2001",2
5757,"2002",5
5757,"2003",3
5758,"2003",5
5762,"2003",2
5763,"1999",1
5763,"2000",1
5763,"2001",3
5763,"2002",3
5763,"2003",6
5764,"2001",1
5764,"2002",1
5766,"2003",1
5770,"2003",3
5774,"2003",4
5775,"2003",4
5776,"2000",1
5776,"2001",2
5776,"2002",1
5776,"2003",3
5796,"1999",2
5796,"2000",3
5796,"2001",4
5796,"2002",3
5796,"2003",5
5803,"2000",2
5803,"2001",2
5803,"2002",4
5803,"2003",2
5807,"2000",1
5807,"2001",2
5807,"2002",3
5807,"2003",4
5808,"1999",1
5808,"2000",4
5808,"2001",2
5808,"2002",3
5808,"2003",3
5820,"1999",2
5820,"2000",2
5820,"2001",4
5820,"2002",3
5820,"2003",3
5824,"1999",1
5824,"2000",1
5824,"2001",3
5824,"2002",2
5824,"2003",2
5833,"2003",4
5838,"2003",7
5851,"1998",1
5851,"1999",1
5851,"2000",1
5851,"2001",1
5851,"2003",3
5852,"1999",1
5852,"2000",1
5852,"2001",4
5852,"2002",5
5852,"2003",5
5853,"2003",1
5856,"1999",1
5856,"2000",1
5856,"2001",2
5856,"2002",4
5856,"2003",2
5857,"1998",1
5857,"1999",2
5857,"2000",2
5857,"2001",2
5857,"2002",3
5857,"2003",2
5858,"2002",2
5858,"2003",2
5859,"1999",1
5859,"2000",1
5859,"2001",1
5859,"2002",5
5859,"2003",7
5859,"2004",1
5865,"2002",2
5865,"2003",3
5866,"1999",1
5866,"2000",1
5866,"2001",7
5866,"2002",4
5866,"2003",6
5868,"2002",2
5868,"2003",2
5877,"2003",1
5879,"1999",1
5879,"2000",1
5879,"2001",3
5879,"2002",2
5879,"2003",4
5882,"1999",2
5882,"2000",2
5882,"2001",2
5882,"2002",5
5882,"2003",4
5891,"2003",4
5892,"1999",2
5892,"2000",3
5892,"2001",3
5892,"2002",3
5892,"2003",4
5893,"2000",2
5893,"2001",2
5893,"2002",4
5893,"2003",6
5895,"1999",2
5895,"2000",1
5895,"2001",2
5895,"2002",3
5895,"2003",2
5898,"1998",2
5898,"1999",1
5898,"2000",1
5898,"2001",4
5898,"2002",4
5898,"2003",3
5902,"2003",5
5908,"2004",4
5923,"2002",3
5923,"2003",4
5923,"2004",2
5924,"2003",8
5935,"2004",1
5940,"1999",2
5940,"2000",2
5940,"2001",2
5940,"2002",2
5940,"2003",5
5940,"2004",2
5941,"1998",1
5941,"2000",2
5941,"2001",4
5941,"2002",3
5941,"2003",6
5941,"2004",4
5952,"2003",7
5952,"2004",5
5953,"1996",1
5953,"1997",1
5953,"1998",1
5953,"1999",1
5957,"2003",2
5957,"2004",2
5959,"1999",1
5959,"2000",4
5959,"2001",1
5959,"2002",1
5959,"2004",3
5977,"2002",3
5977,"2003",5
5977,"2004",2
5986,"2003",1
5986,"2004",5
5995,"1999",1
5995,"2000",1
5995,"2001",5
5995,"2002",5
5995,"2003",3
5995,"2004",3
6002,"2004",5
6035,"1999",2
6035,"2000",3
6035,"2001",7
6035,"2002",6
6035,"2003",5
6035,"2004",5
6040,"2001",2
6040,"2002",2
6040,"2003",3
6040,"2004",1
6041,"1998",1
6041,"1999",1
6041,"2000",1
6041,"2001",3
6041,"2002",3
6041,"2004",7
6046,"2004",7
6050,"1999",1
6050,"2000",1
6050,"2001",2
6050,"2002",4
6050,"2003",3
6051,"2004",1
6052,"2003",3
6052,"2004",3
6055,"2003",1
6055,"2004",4
6056,"1999",2
6056,"2000",1
6056,"2001",2
6056,"2002",3
6056,"2003",5
6056,"2004",4
6057,"2003",3
6057,"2004",3
6058,"1999",1
6058,"2000",1
6058,"2001",5
6058,"2002",8
6058,"2003",7
6058,"2004",1
6063,"1999",1
6063,"2000",2
6063,"2001",2
6063,"2002",4
6063,"2003",6
6063,"2004",4
6069,"1999",1
6069,"2000",2
6069,"2001",5
6069,"2002",5
6069,"2003",6
6069,"2004",6
6071,"1999",1
6071,"2000",1
6071,"2001",1
6071,"2002",4
6071,"2003",1
6071,"2004",3
6072,"2000",1
6072,"2001",1
6072,"2002",1
6072,"2003",4
6072,"2004",5
6091,"2002",2
6091,"2003",4
6091,"2004",4
6120,"2004",3
6130,"2005",1
6166,"1999",1
6166,"2000",2
6166,"2001",1
6166,"2002",7
6166,"2003",6
6166,"2004",3
6170,"2003",6
6170,"2004",6
6230,"1995",2
6230,"1996",2
6230,"1997",2
6230,"1998",2
6230,"1999",1
6232,"2003",3
6232,"2004",6
6232,"2005",7
6236,"2002",4
6236,"2003",4
6236,"2004",5
6236,"2005",9
6271,"2005",2
6272,"2003",2
6272,"2004",1
6295,"2005",1
6312,"2003",7
6312,"2004",8
6313,"2005",7
6338,"2003",2
6338,"2004",2
6338,"2005",2
6342,"1999",1
6342,"2000",2
6342,"2001",1
6342,"2002",5
6342,"2003",1
6342,"2004",1
6342,"2005",1
6343,"2003",5
6343,"2004",8
6343,"2005",3
6346,"2004",6
6346,"2005",5
6347,"2003",5
6347,"2004",4
6347,"2005",5
6348,"2001",2
6348,"2002",2
6348,"2003",4
6348,"2004",7
6348,"2005",4
6358,"2005",4
6362,"2002",2
6362,"2003",2
6362,"2004",4
6362,"2005",2
6373,"2003",1
6373,"2004",5
6373,"2005",1
6383,"2004",8
6383,"2005",9
6389,"2005",5
6390,"2004",2
6391,"2005",2
6392,"2002",3
6392,"2003",3
6392,"2004",3
6398,"2004",9
6398,"2005",5
6400,"2005",2
6401,"2005",5
6405,"2005",3
6411,"2003",4
6411,"2004",3
6411,"2005",2
6424,"2004",1
6424,"2005",2
6434,"2005",3
6438,"2005",3
6458,"2003",5
6458,"2004",3
6458,"2005",2
6495,"1999",1
6495,"2000",1
6495,"2001",2
6495,"2002",2
6495,"2003",1
6495,"2004",3
6495,"2005",1
6500,"2004",4
6500,"2005",2
6501,"2002",3
6501,"2003",3
6501,"2004",5
6501,"2005",8
6502,"1999",2
6502,"2000",1
6502,"2002",4
6502,"2003",1
6502,"2004",5
6502,"2005",3
6506,"2000",1
6506,"2001",1
6506,"2002",4
6506,"2003",3
6506,"2004",1
6507,"2005",3
6508,"1999",2
6508,"2000",4
6508,"2001",3
6508,"2002",4
6508,"2003",3
6508,"2004",11
6508,"2005",2
6509,"2003",3
6509,"2004",5
6509,"2005",6
6510,"2001",2
6510,"2002",6
6510,"2003",4
6510,"2004",3
6510,"2005",6
6511,"2005",3
6517,"2005",2
6519,"2004",5
6519,"2005",3
6523,"2003",3
6523,"2004",7
6523,"2005",2
6526,"2002",1
6526,"2003",1
6526,"2004",1
6527,"2004",4
6527,"2005",3
6527,"2006",1
6528,"2005",2
6529,"2004",5
6529,"2005",4
6532,"1999",1
6532,"2000",2
6532,"2001",1
6532,"2004",4
6538,"2003",4
6538,"2004",2
6551,"2006",1
6553,"2005",1
6553,"2006",1
6558,"2006",1
6559,"2006",2
6569,"2004",4
6569,"2005",2
6617,"2002",7
6617,"2003",6
6617,"2004",10
6617,"2005",2
6621,"2006",1
6626,"2006",1
6630,"2006",1
6631,"2002",3
6631,"2003",7
6631,"2004",7
6631,"2005",3
6631,"2006",1
6639,"2006",2
6649,"2006",2
6666,"2005",3
6684,"2006",1
6693,"2006",1
6694,"2006",1
6732,"2006",1
6752,"2006",3
6760,"2004",7
6760,"2005",4
6761,"2006",1
6764,"2006",1
6770,"1999",1
6770,"2000",2
6770,"2001",2
6770,"2002",2
6770,"2003",3
6770,"2004",1
6770,"2005",6
6770,"2006",1
6790,"2006",1
6798,"2006",2
6799,"2006",1
6803,"2001",3
6803,"2002",1
6803,"2003",4
6803,"2004",4
6803,"2005",1
6809,"2006",1
6816,"2006",1
6832,"2006",1
6834,"1999",1
6834,"2000",2
6834,"2001",3
6834,"2002",5
6834,"2003",5
6834,"2004",3
6836,"2006",3
6837,"2006",1
6841,"2003",4
6841,"2004",8
6841,"2005",3
6841,"2006",2
6844,"2006",2
6851,"2006",2
6853,"2006",2
6859,"2006",1
6860,"2006",4
6868,"2004",3
6868,"2006",1
6882,"2006",3
6889,"2006",2
6916,"2006",2
6917,"2006",1
6923,"2006",1
6926,"2006",1
6931,"2006",2
6934,"2006",1
6935,"2004",4
6935,"2005",5
6942,"2006",3
6947,"2006",1
6953,"2004",6
6953,"2005",3
6954,"2005",3
6954,"2006",1
6956,"2006",2
6960,"2006",1
6987,"2006",1
6988,"2006",1
6991,"2006",2
6992,"2006",2
6993,"2006",2
6997,"2006",1
7005,"2006",1
7022,"2004",7
7022,"2005",4
7022,"2006",1
7024,"2004",3
7024,"2005",2
7024,"2006",1
7025,"2005",1
7025,"2006",1
7043,"2006",1
7055,"2006",1
7056,"2006",2
7057,"2006",2
7060,"2006",4
7068,"2003",1
7068,"2006",1
7073,"2006",2
7074,"2006",3
7075,"2006",1
7076,"2006",1
7083,"2006",2
7087,"2006",2
7088,"2006",3
7089,"2006",2
7090,"2006",1
7091,"2004",1
7091,"2005",1
7092,"2005",1
7092,"2006",1
7096,"2006",3
7097,"2006",2
7106,"2006",3
7115,"2003",2
7115,"2004",4
7115,"2005",1
7115,"2006",1
7116,"2006",1
7117,"2006",2
7118,"2006",5
7124,"2006",2
7125,"2006",4
7134,"2006",1
7135,"2005",4
7135,"2006",3
7136,"2006",1
7137,"2006",1
7138,"2006",2
7146,"2006",2
7148,"2005",3
7148,"2006",2
7149,"2005",1
7149,"2006",2
7152,"2006",1
7152,"2007",1
7160,"2006",1
7162,"2006",1
7166,"1999",1
7166,"2000",1
7166,"2001",1
7166,"2002",1
7166,"2003",2
7166,"2004",4
7166,"2006",1
7172,"2004",4
7172,"2005",7
7172,"2006",2
7177,"2006",3
7179,"2006",1
7183,"2006",3
7189,"2006",1
7193,"2006",1
7195,"2007",2
7199,"2006",2
7201,"2006",2
7202,"2006",1
7209,"2006",3
7225,"2006",1
7225,"2007",1
7243,"2006",1
7243,"2007",1
7247,"2001",2
7247,"2002",4
7247,"2003",5
7247,"2004",9
7247,"2005",4
7247,"2006",2
7249,"2005",3
7249,"2006",1
7250,"2006",5
7264,"2006",2
7264,"2007",1
7265,"2006",2
7265,"2007",1
7272,"2006",1
7272,"2007",1
7278,"2003",3
7278,"2004",7
7278,"2005",2
7278,"2006",1
7278,"2007",1
7291,"2006",1
7299,"2006",2
7299,"2007",1
7306,"2006",2
7307,"2005",6
7307,"2006",3
7307,"2007",1
7311,"2006",1
7311,"2007",1
7312,"2005",8
7312,"2006",5
7330,"2006",1
7342,"2006",2
7342,"2007",2
7353,"2006",1
7353,"2007",3
7355,"2007",1
7364,"2006",2
7364,"2007",2
7365,"2007",1
7374,"2007",1
7376,"2006",1
7385,"2002",2
7385,"2003",4
7385,"2004",2
7385,"2005",4
7385,"2006",2
7387,"2004",5
7387,"2005",6
7387,"2006",1
7387,"2007",1
7390,"2006",3
7390,"2007",1
7392,"2006",1
7392,"2007",1
7393,"2007",1
7407,"2007",1
7412,"2006",2
7423,"2004",6
7423,"2005",5
7424,"2007",1
7426,"2007",1
7437,"2006",2
7437,"2007",2
7444,"2006",3
7449,"2006",2
7449,"2007",1
7451,"2005",4
7451,"2006",1
7451,"2007",1
7490,"2006",3
7490,"2007",3
7491,"2007",2
7526,"2007",1
7546,"2006",2
7553,"2004",8
7553,"2005",3
7553,"2006",2
7553,"2007",1
7565,"2007",1
7570,"2006",3
7570,"2007",3
7571,"2006",2
7571,"2007",2
7575,"2003",4
7575,"2004",4
7575,"2005",1
7575,"2006",4
7576,"2006",1
7576,"2007",1
7577,"2006",2
7577,"2007",1
7584,"2005",1
7584,"2006",3
7584,"2007",1
7592,"2007",2
7593,"2007",1
7603,"2006",2
7603,"2007",2
7609,"2002",4
7609,"2003",7
7609,"2004",6
7609,"2007",1
7610,"2006",3
7610,"2007",2
7614,"2006",1
7614,"2007",1
7628,"2006",3
7628,"2007",2
7635,"2007",1
7636,"2005",1
7636,"2006",2
7636,"2007",3
7643,"2003",1
7643,"2004",4
7643,"2006",1
7643,"2007",2
7644,"2007",2
7657,"2006",3
7657,"2007",2
7664,"2006",4
7664,"2007",4
7686,"2007",1
7695,"2007",3
7704,"2006",1
7704,"2007",1
7710,"2007",1
7727,"2006",3
7727,"2007",2
7757,"2006",1
7757,"2007",1
7758,"2006",1
7765,"2006",3
7765,"2007",2
7768,"2003",4
7768,"2004",2
7768,"2005",5
7768,"2006",1
7768,"2007",1
7774,"2007",2
7786,"2007",2
7787,"2007",1
7796,"2006",2
7796,"2007",1
7818,"2005",6
7818,"2006",1
7818,"2007",2
7819,"2006",1
7819,"2007",3
7827,"2003",9
7827,"2004",13
7827,"2005",11
7827,"2006",4
7827,"2007",1
7828,"2006",2
7828,"2007",2
7829,"2006",3
7829,"2007",2
7830,"2006",1
7830,"2007",1
7831,"2006",2
7831,"2007",1
7831,"2008",3
7833,"2005",1
7833,"2006",2
7833,"2007",1
7834,"2006",1
7834,"2007",1
7834,"2009",1
7835,"2006",1
7835,"2007",1
7836,"2006",3
7836,"2007",2
7837,"2006",1
7837,"2007",1
7838,"2006",1
7838,"2007",1
7839,"2006",2
7839,"2007",1
7840,"2007",1
7842,"2005",4
7842,"2006",2
7842,"2007",1
7846,"2006",3
7846,"2007",2
7847,"2006",2
7847,"2007",2
7873,"2005",1
7873,"2006",1
7873,"2007",1
7874,"2005",4
7874,"2006",2
7874,"2007",1
7881,"2007",2
7884,"2004",5
7884,"2005",4
7884,"2006",2
7884,"2007",2
7886,"2006",3
7886,"2007",2
7889,"2006",1
7889,"2007",1
7894,"2006",1
7894,"2007",1
7897,"2004",3
7897,"2005",10
7897,"2006",2
7897,"2007",1
7915,"2006",1
7915,"2007",1
7926,"2004",6
7926,"2005",3
7926,"2006",1
7926,"2007",1
7935,"2006",1
7935,"2007",1
7936,"2008",1
7950,"2005",1
7950,"2006",1
7950,"2007",2
8036,"2006",1
8036,"2007",1
8048,"2006",3
8095,"2007",1
8209,"2006",1
8209,"2007",1
8227,"2008",2
8238,"2008",2
8259,"2006",1
8259,"2007",1
8259,"2008",1
8277,"2006",1
8277,"2007",1
8278,"2006",2
8278,"2007",2
8278,"2008",3
8283,"2008",2
8297,"2007",1
8297,"2008",2
8298,"2007",1
8298,"2008",1
8306,"2007",1
8306,"2008",1
8313,"2008",2
8321,"2006",1
8321,"2008",1
8330,"2006",1
8330,"2007",1
8330,"2008",2
8362,"2007",1
8362,"2008",2
8370,"2007",1
8370,"2008",2
8384,"2005",1
8384,"2007",1
8384,"2008",1
8385,"2008",2
8398,"2005",1
8398,"2006",1
8398,"2007",2
8398,"2008",3
8404,"2008",4
8407,"2007",1
8407,"2008",3
8413,"2008",1
8417,"2007",1
8443,"2005",3
8443,"2006",5
8443,"2007",1
8443,"2008",3
8462,"2006",2
8462,"2007",3
8476,"2006",2
8476,"2007",3
8476,"2008",2
8483,"2008",1
8496,"2008",1
8505,"2006",2
8505,"2007",1
8505,"2008",2
8506,"2008",1
8513,"2003",2
8513,"2004",2
8513,"2005",2
8513,"2006",5
8513,"2007",1
8513,"2008",1
8569,"2006",1
8569,"2007",1
8569,"2008",2
8571,"2006",1
8571,"2007",1
8571,"2008",3
8572,"2006",1
8572,"2007",1
8572,"2008",1
8574,"2006",1
8574,"2007",1
8574,"2008",1
8575,"2006",2
8575,"2007",3
8576,"2005",2
8576,"2006",2
8576,"2007",2
8576,"2008",4
8579,"2005",2
8579,"2006",1
8579,"2007",1
8579,"2008",4
8580,"2004",1
8580,"2005",1
8580,"2006",2
8580,"2007",3
8580,"2008",2
8582,"2006",4
8582,"2007",1
8582,"2008",3
8588,"2006",1
8588,"2007",1
8588,"2008",2
8589,"2006",2
8589,"2007",2
8589,"2008",1
8591,"2006",1
8591,"2007",1
8591,"2008",2
8592,"2006",1
8592,"2007",1
8592,"2008",5
8593,"2007",1
8593,"2008",2
8596,"2008",2
8597,"2008",1
8603,"2008",5
8609,"2006",1
8609,"2007",2
8609,"2008",3
8619,"2006",2
8619,"2007",1
8619,"2008",4
8633,"2008",2
8636,"2006",1
8636,"2007",1
8636,"2008",2
8641,"2006",4
8641,"2007",3
8641,"2008",3
8644,"2007",3
8644,"2008",2
