"squirrel_id","year","n_middens"
4376,"1999",2
4381,"1999",1
4382,"1996",1
4382,"1997",2
4382,"1998",2
4382,"1999",1
4384,"1999",1
4386,"1998",2
4386,"1999",1
4399,"1994",1
4399,"1995",1
4399,"1996",1
4399,"1997",1
4399,"1998",1
4399,"1999",1
4400,"1998",1
4400,"1999",1
4401,"1996",2
4401,"1997",2
4401,"1998",2
4401,"1999",1
4416,"1999",2
4417,"1997",1
4417,"1998",1
4417,"1999",1
4421,"1999",1
4422,"1999",1
4423,"1998",1
4423,"1999",1
4424,"1999",1
4425,"1999",1
4428,"1994",1
4428,"1995",1
4428,"1996",1
4428,"1997",2
4428,"1998",2
4428,"1999",1
4429,"1996",1
4429,"1997",5
4429,"1998",4
4429,"1999",1
4430,"1996",2
4430,"1997",2
4430,"1998",3
4430,"1999",2
4435,"1999",2
4437,"1999",1
4438,"1999",1
4439,"1994",1
4439,"1996",2
4439,"1997",3
4439,"1998",2
4439,"1999",1
4440,"1996",1
4440,"1997",1
4440,"1998",1
4442,"1996",1
4442,"1997",1
4442,"1998",1
4442,"1999",1
4451,"1999",1
4452,"1994",1
4452,"1995",1
4452,"1996",1
4452,"1997",2
4452,"1998",1
4452,"1999",1
4453,"1996",2
4453,"1997",2
4453,"1998",2
4453,"1999",1
4454,"1999",1
4465,"1994",1
4465,"1995",2
4465,"1996",3
4465,"1997",1
4465,"1998",1
4465,"1999",1
4467,"1996",1
4467,"1997",2
4467,"1998",2
4467,"1999",1
4469,"1999",1
4472,"1994",2
4472,"1995",3
4472,"1996",3
4472,"1997",3
4472,"1998",2
4472,"1999",2
4476,"1996",1
4476,"1997",1
4476,"1998",1
4476,"1999",1
4477,"1996",2
4477,"1997",2
4477,"1998",1
4477,"1999",1
4478,"1999",1
4486,"1994",1
4486,"1995",1
4486,"1996",1
4486,"1997",1
4486,"1998",1
4486,"1999",1
4535,"1997",3
4535,"1998",5
4535,"1999",1
4536,"1999",1
4537,"1999",2
4538,"1999",2
4539,"1999",2
4541,"1994",1
4541,"1995",3
4541,"1996",1
4541,"1997",1
4541,"1998",1
4541,"1999",1
4542,"1999",1
4545,"1998",1
4545,"1999",1
4549,"1997",1
4549,"1998",1
4549,"1999",1
4551,"1999",1
4556,"1998",1
4556,"1999",1
4557,"1999",2
4558,"1994",1
4558,"1995",1
4558,"1996",1
4558,"1997",2
4558,"1998",2
4558,"1999",1
4562,"1997",1
4562,"1998",1
4562,"1999",2
4568,"1994",1
4568,"1995",1
4568,"1999",1
4569,"1994",1
4569,"1995",1
4569,"1996",1
4569,"1997",1
4569,"1998",1
4569,"1999",1
4572,"1999",1
4573,"1996",4
4573,"1997",4
4573,"1998",3
4573,"1999",2
4577,"1999",1
4578,"1999",2
4579,"2000",1
4581,"1997",1
4581,"1998",1
4581,"1999",1
4582,"1998",1
4582,"1999",2
4584,"1999",1
4585,"1999",1
4586,"1999",2
4588,"1998",1
4588,"1999",2
4594,"1994",1
4594,"1995",1
4594,"1997",1
4594,"1998",1
4594,"1999",2
4595,"1999",1
4596,"1997",2
4596,"1998",1
4596,"1999",1
4597,"1999",2
4603,"1995",3
4603,"1996",1
4603,"1997",2
4603,"1998",1
4603,"1999",1
4606,"1994",1
4606,"1995",1
4606,"1996",1
4606,"1997",1
4606,"1998",1
4606,"1999",1
4607,"1996",1
4607,"1997",2
4608,"1996",2
4608,"1997",1
4608,"1998",3
4608,"1999",1
4610,"1997",1
4615,"1994",1
4615,"1995",1
4615,"1996",1
4615,"1997",1
4616,"1999",1
4620,"1999",1
4621,"1999",1
4623,"1999",1
4624,"1999",1
4640,"1996",1
4640,"1997",1
4640,"1998",1
4640,"1999",1
4642,"1994",1
4642,"1995",2
4642,"1996",1
4642,"1997",1
4642,"1998",1
4642,"1999",1
4657,"1999",1
4670,"1999",1
4682,"1998",1
4682,"1999",1
4682,"2000",1
4685,"2000",2
4686,"1993",1
4686,"1994",1
4686,"1995",1
4686,"1996",1
4686,"1997",1
4686,"1998",1
4689,"2000",3
4694,"2000",2
4697,"1997",2
4697,"1998",1
4697,"1999",1
4697,"2000",1
4698,"1999",1
4698,"2000",1
4704,"1994",1
4704,"1995",2
4704,"1996",2
4704,"1997",3
4704,"1998",2
4704,"1999",2
4704,"2000",2
4705,"1996",3
4705,"1997",1
4705,"1998",2
4705,"1999",1
4705,"2000",1
4712,"1996",1
4712,"1997",3
4712,"1998",4
4712,"1999",2
4712,"2000",2
4713,"1996",1
4713,"1997",2
4713,"1998",1
4713,"2000",1
4714,"1998",1
4714,"1999",1
4714,"2000",1
4721,"1999",1
4721,"2000",1
4722,"1996",2
4722,"1997",1
4722,"1998",1
4722,"1999",1
4722,"2000",1
4724,"1997",1
4724,"2000",1
4727,"1996",2
4727,"1997",2
4727,"1999",1
4727,"2000",1
4728,"2000",1
4735,"1996",1
4735,"1997",1
4735,"1998",1
4735,"1999",2
4735,"2000",1
4741,"1999",1
4741,"2000",2
4742,"2000",2
4750,"2000",1
4752,"1999",1
4752,"2000",2
4759,"1999",1
4759,"2000",3
4760,"1998",2
4760,"1999",3
4760,"2000",2
4761,"2000",1
4766,"1999",2
4766,"2000",1
4770,"1998",1
4770,"1999",1
4770,"2000",1
4771,"1999",1
4771,"2000",1
4774,"1996",1
4774,"1997",2
4774,"1998",3
4774,"1999",1
4774,"2000",1
4775,"1999",1
4775,"2000",2
4776,"1997",2
4776,"1998",2
4776,"1999",1
4776,"2000",2
4783,"1999",1
4783,"2000",2
4784,"1999",1
4784,"2000",5
4787,"1999",1
4787,"2000",1
4792,"1998",1
4792,"1999",1
4792,"2000",1
4793,"2000",3
4796,"1999",2
4796,"2000",3
4810,"1997",1
4810,"1998",1
4810,"1999",1
4810,"2000",1
4815,"1994",2
4815,"1995",2
4815,"1996",1
4815,"1997",1
4815,"1998",1
4815,"1999",1
4815,"2000",1
4816,"1994",1
4816,"1995",1
4816,"1996",1
4816,"1997",1
4816,"1998",1
4816,"1999",1
4816,"2000",1
4817,"1998",1
4817,"1999",1
4817,"2000",2
4818,"1999",1
4818,"2000",1
4819,"1997",1
4819,"1998",1
4819,"1999",1
4821,"1996",1
4821,"1998",1
