grid,stake,north,west,east
KL,-713,60.95976,138.03418,-138.03418
KL,-63,60.95749,138.03711,-138.03711
KL,-64,60.9577,138.0367,-138.0367
KL,-65,60.95788,138.03636,-138.03636
KL,-66,60.95811,138.03594,-138.03594
KL,-67,60.9583,138.03567,-138.03567
KL,-68,60.95858,138.0353,-138.0353
KL,-69,60.9588,138.03498,-138.03498
KL,-610,60.95905,138.03455,-138.03455
KL,-611,60.95925,138.03421,-138.03421
KL,-612,60.95946,138.03388,-138.03388
KL,-613,60.95973,138.03355,-138.03355
KL,-52,60.95709,138.03691,-138.03691
KL,-53,60.95733,138.03655,-138.03655
KL,-54,60.95752,138.03616,-138.03616
KL,-55,60.9577,138.03583,-138.03583
KL,-56,60.95793,138.03542,-138.03542
KL,-57,60.95814,138.03511,-138.03511
KL,-58,60.95833,138.03479,-138.03479
KL,-59,60.95852,138.03449,-138.03449
KL,-510,60.95871,138.03423,-138.03423
KL,-511,60.95905,138.03375,-138.03375
KL,-512,60.9592,138.03352,-138.03352
KL,-513,60.95942,138.03314,-138.03314
KL,-514,60.95964,138.03277,-138.03277
KL,-515,60.95982,138.03249,-138.03249
KL,-40,60.95669,138.03695,-138.03695
KL,-41,60.9568,138.03677,-138.03677
KL,-42,60.95704,138.03643,-138.03643
KL,-43,60.95723,138.03609,-138.03609
KL,-44,60.95744,138.03575,-138.03575
KL,-45,60.95764,138.03539,-138.03539
KL,-46,60.95785,138.03497,-138.03497
KL,-47,60.95801,138.03468,-138.03468
KL,-48,60.95824,138.03432,-138.03432
KL,-49,60.95849,138.03393,-138.03393
KL,-410,60.95871,138.03362,-138.03362
KL,-411,60.95889,138.03328,-138.03328
KL,-412,60.95907,138.03299,-138.03299
KL,-413,60.95925,138.03266,-138.03266
KL,-414,60.95946,138.03228,-138.03228
KL,-415,60.95962,138.03185,-138.03185
KL,-30,60.95661,138.03559,-138.03559
KL,-31,60.95664,138.03622,-138.03622
KL,-32,60.95677,138.03598,-138.03598
KL,-33,60.95695,138.03568,-138.03568
KL,-34,60.95717,138.03533,-138.03533
KL,-35,60.95739,138.03499,-138.03499
KL,-36,60.9576,138.03465,-138.03465
KL,-37,60.95784,138.03427,-138.03427
KL,-38,60.95802,138.03396,-138.03396
KL,-39,60.95832,138.03361,-138.03361
KL,-310,60.95848,138.03328,-138.03328
KL,-311,60.95871,138.03288,-138.03288
KL,-312,60.95888,138.03258,-138.03258
KL,-313,60.95906,138.03227,-138.03227
KL,-314,60.95924,138.03202,-138.03202
KL,-315,60.95944,138.03155,-138.03155
KL,-20,60.9562,138.03615,-138.03615
KL,-21,60.95641,138.03593,-138.03593
KL,-22,60.95665,138.03558,-138.03558
KL,-23,60.95684,138.03523,-138.03523
KL,-24,60.95705,138.03355,-138.03355
KL,-25,60.95725,138.03451,-138.03451
KL,-26,60.95747,138.03414,-138.03414
KL,-27,60.95767,138.0338,-138.0338
KL,-28,60.95793,138.03343,-138.03343
KL,-29,60.95812,138.03304,-138.03304
KL,-210,60.95828,138.03279,-138.03279
KL,-211,60.95847,138.03248,-138.03248
KL,-212,60.95863,138.03224,-138.03224
KL,-213,60.9589,138.03181,-138.03181
KL,-214,60.95913,138.03148,-138.03148
KL,-215,60.95933,138.03123,-138.03123
KL,-10,0,0,0
KL,-11,60.95622,138.03548,-138.03548
KL,-12,60.95644,138.03506,-138.03506
KL,-13,60.95663,138.0348,-138.0348
KL,-14,60.95679,138.03445,-138.03445
KL,-15,60.95701,138.03401,-138.03401
KL,-16,60.95721,138.03371,-138.03371
KL,-17,60.95745,138.03334,-138.03334
KL,-18,60.95769,138.03305,-138.03305
KL,-19,60.95789,138.03269,-138.03269
KL,-110,60.95807,138.03237,-138.03237
KL,-111,60.95825,138.03205,-138.03205
KL,-112,60.95854,138.0317,-138.0317
KL,-113,60.95877,138.0314,-138.0314
KL,-114,60.95897,138.03106,-138.03106
KL,-115,60.95916,138.03059,-138.03059
KL,0,60.95585,138.03547,-138.03547
KL,1,60.95604,138.03504,-138.03504
KL,2,60.95625,138.03472,-138.03472
KL,3,60.95647,138.0343,-138.0343
KL,4,60.95668,138.03394,-138.03394
KL,5,60.95688,138.03355,-138.03355
KL,6,60.95712,138.03325,-138.03325
KL,7,60.95732,138.03285,-138.03285
KL,8,60.95754,138.03255,-138.03255
KL,9,60.95774,138.03219,-138.03219
KL,10,60.95792,138.03184,-138.03184
KL,11,60.95814,138.03154,-138.03154
KL,12,60.95834,138.0312,-138.0312
KL,13,60.95858,138.03082,-138.03082
KL,14,60.95881,138.03052,-138.03052
KL,15,60.95903,138.0302,-138.0302
KL,A0,60.95569,138.03507,-138.03507
KL,A1,60.95585,138.03461,-138.03461
KL,A2,60.95605,138.0343,-138.0343
KL,A3,60.95626,138.03395,-138.03395
KL,A4,60.95647,138.03363,-138.03363
KL,A5,60.95671,138.03321,-138.03321
KL,A6,60.95691,138.03291,-138.03291
KL,A7,60.95712,138.03255,-138.03255
KL,A8,60.95737,138.03216,-138.03216
KL,A9,60.95756,138.03185,-138.03185
KL,A10,60.95778,138.03151,-138.03151
KL,A11,60.95797,138.03112,-138.03112
KL,A12,60.95818,138.03075,-138.03075
KL,A13,60.9584,138.03035,-138.03035
KL,A14,60.95861,138.03004,-138.03004
KL,A15,60.95881,138.02976,-138.02976
KL,A16,60.95903,138.02931,-138.02931
KL,A17,60.95924,138.02898,-138.02898
KL,A18,60.95944,138.02862,-138.02862
KL,A19,60.95963,138.02831,-138.02831
KL,A20,60.95982,138.02798,-138.02798
KL,B0,60.9554,138.03449,-138.03449
KL,B1,60.95566,138.03421,-138.03421
KL,B2,60.95592,138.03372,-138.03372
KL,B3,60.9561,138.03345,-138.03345
KL,B4,60.95632,138.0331,-138.0331
KL,B5,60.9565,138.0328,-138.0328
KL,B6,60.95675,138.03246,-138.03246
KL,B7,60.95698,138.0321,-138.0321
KL,B8,60.95725,138.03169,-138.03169
KL,B9,60.95739,138.03139,-138.03139
KL,B10,60.95756,138.03104,-138.03104
KL,B11,60.95778,138.03067,-138.03067
KL,B12,60.95803,138.03035,-138.03035
KL,B13,60.95823,138.02996,-138.02996
KL,B14,60.95845,138.02965,-138.02965
KL,B15,60.95867,138.0293,-138.0293
KL,B16,60.95888,138.02895,-138.02895
KL,B17,60.95905,138.02862,-138.02862
KL,B18,60.95926,138.02831,-138.02831
KL,B19,60.95948,138.02802,-138.02802
KL,B20,60.95968,138.02771,-138.02771
KL,C0,60.95529,138.03396,-138.03396
KL,C1,60.9556,138.03369,-138.03369
KL,C2,60.95576,138.03339,-138.03339
KL,C3,60.95598,138.033,-138.033
KL,C4,60.95619,138.03264,-138.03264
KL,C5,60.95642,138.03228,-138.03228
KL,C6,60.9566,138.03196,-138.03196
KL,C7,60.95682,138.03159,-138.03159
KL,C8,60.95704,138.03123,-138.03123
KL,C9,60.95722,138.03093,-138.03093
KL,C10,60.95748,138.03055,-138.03055
KL,C11,60.95767,138.03015,-138.03015
KL,C12,60.95787,138.02984,-138.02984
KL,C13,60.95816,138.02943,-138.02943
KL,C14,60.95831,138.02921,-138.02921
KL,C15,60.95861,138.02871,-138.02871
KL,C16,60.9588,138.02845,-138.02845
KL,C17,60.95897,138.02812,-138.02812
KL,C18,60.95916,138.02788,-138.02788
KL,C19,60.95934,138.02751,-138.02751
KL,C20,60.95948,138.02729,-138.02729
KL,D0,60.95519,138.03375,-138.03375
KL,D1,60.95532,138.03332,-138.03332
KL,D2,60.95552,138.03301,-138.03301
KL,D3,60.95578,138.03269,-138.03269
KL,D4,60.95598,138.03226,-138.03226
KL,D5,60.9562,138.03186,-138.03186
KL,D6,60.9564,138.03156,-138.03156
KL,D7,60.95658,138.0312,-138.0312
KL,D8,60.95681,138.03081,-138.03081
KL,D9,60.95702,138.03054,-138.03054
KL,D10,60.95728,138.03005,-138.03005
KL,D11,60.95746,138.02972,-138.02972
KL,D12,60.95766,138.02937,-138.02937
KL,D13,60.95785,138.02898,-138.02898
KL,D14,60.95805,138.0286,-138.0286
KL,D15,60.95822,138.02833,-138.02833
KL,D16,60.95839,138.02816,-138.02816
KL,D17,60.95866,138.0277,-138.0277
KL,D18,60.95886,138.02737,-138.02737
KL,D19,60.95908,138.027,-138.027
KL,D20,60.95929,138.02672,-138.02672
KL,E0,60.95507,138.03329,-138.03329
KL,E1,60.95522,138.03291,-138.03291
KL,E2,60.95546,138.03253,-138.03253
KL,E3,60.95571,138.0322,-138.0322
KL,E4,60.95588,138.0318,-138.0318
KL,E5,60.95612,138.0315,-138.0315
KL,E6,60.95633,138.03105,-138.03105
KL,E7,60.95651,138.03073,-138.03073
KL,E8,60.95669,138.03034,-138.03034
KL,E9,60.95695,138.02998,-138.02998
KL,E10,60.95715,138.02962,-138.02962
KL,E11,60.95735,138.0293,-138.0293
KL,E12,60.95753,138.02905,-138.02905
KL,E13,60.95782,138.02858,-138.02858
KL,E14,60.95799,138.02832,-138.02832
KL,E15,60.95813,138.02799,-138.02799
KL,E16,60.95833,138.02762,-138.02762
KL,E17,60.95856,138.02735,-138.02735
KL,E18,60.95878,138.02704,-138.02704
KL,E19,60.95898,138.02666,-138.02666
KL,E20,60.95913,138.02635,-138.02635
KL,F0,60.95631,138.02821,-138.02821
KL,F1,60.955,138.03242,-138.03242
KL,F2,60.95522,138.03209,-138.03209
KL,F3,60.95542,138.03175,-138.03175
KL,F4,60.95565,138.03141,-138.03141
KL,F5,60.95587,138.03105,-138.03105
KL,F6,60.95608,138.03072,-138.03072
KL,F7,60.9563,138.03033,-138.03033
KL,F8,60.9565,138.02993,-138.02993
KL,F9,60.95668,138.02964,-138.02964
KL,F10,60.95694,138.02924,-138.02924
KL,F11,60.95711,138.02889,-138.02889
KL,F12,60.95734,138.02857,-138.02857
KL,F13,60.95753,138.02821,-138.02821
KL,F14,60.95776,138.02789,-138.02789
KL,F15,60.95795,138.02758,-138.02758
KL,F16,60.95813,138.02726,-138.02726
KL,F17,60.95837,138.02692,-138.02692
KL,F18,60.95855,138.02659,-138.02659
KL,F19,60.95875,138.02627,-138.02627
KL,F20,60.959,138.02591,-138.02591
KL,G0,60.95472,138.0324,-138.0324
KL,G1,60.95487,138.03204,-138.03204
KL,G2,60.95507,138.03169,-138.03169
KL,G3,60.95528,138.03133,-138.03133
KL,G4,60.95546,138.03098,-138.03098
KL,G5,60.95569,138.03061,-138.03061
KL,G6,60.95595,138.03024,-138.03024
KL,G7,60.95615,138.02987,-138.02987
KL,G8,60.95632,138.0295,-138.0295
KL,G9,60.95651,138.02921,-138.02921
KL,G10,60.9567,138.02882,-138.02882
KL,G11,60.95698,138.02852,-138.02852
KL,G12,60.95716,138.02814,-138.02814
KL,G13,60.9574,138.02787,-138.02787
KL,G14,60.9576,138.02752,-138.02752
KL,G15,60.95778,138.02723,-138.02723
KL,G16,60.95798,138.02687,-138.02687
KL,G17,60.95816,138.02657,-138.02657
KL,G18,60.95839,138.02622,-138.02622
KL,G19,60.95859,138.02587,-138.02587
KL,G20,60.95877,138.0256,-138.0256
KL,G21,60.95905,138.02523,-138.02523
KL,H0,60.95451,138.03185,-138.03185
KL,H1,60.95474,138.03154,-138.03154
KL,H2,60.95497,138.03118,-138.03118
KL,H3,60.95519,138.03085,-138.03085
KL,H4,60.95538,138.03041,-138.03041
KL,H5,60.95556,138.03013,-138.03013
KL,H6,60.95575,138.02975,-138.02975
KL,H7,60.95596,138.02941,-138.02941
KL,H8,60.95618,138.02899,-138.02899
KL,H9,60.95639,138.02858,-138.02858
KL,H10,60.95663,138.02836,-138.02836
KL,H11,60.95685,138.02801,-138.02801
KL,H12,60.95707,138.02769,-138.02769
KL,H13,60.95725,138.02738,-138.02738
KL,H14,60.95744,138.02707,-138.02707
KL,H15,60.95772,138.0266,-138.0266
KL,H16,60.95787,138.02642,-138.02642
KL,H17,60.95806,138.0261,-138.0261
KL,H18,60.95826,138.02579,-138.02579
KL,H19,60.95843,138.02541,-138.02541
KL,H20,60.95866,138.02514,-138.02514
KL,I0,60.95427,138.0315,-138.0315
KL,I1,60.9545,138.03113,-138.03113
KL,I2,60.95468,138.03076,-138.03076
KL,I3,60.95492,138.03043,-138.03043
KL,I4,60.95512,138.03005,-138.03005
KL,I5,60.95534,138.02969,-138.02969
KL,I6,60.95554,138.02936,-138.02936
KL,I7,60.95575,138.02901,-138.02901
KL,I8,60.95597,138.02865,-138.02865
KL,I9,60.95618,138.02831,-138.02831
KL,I10,60.95639,138.02792,-138.02792
KL,I11,60.9566,138.02763,-138.02763
KL,I12,60.95682,138.02719,-138.02719
KL,I13,60.95703,138.0269,-138.0269
KL,I14,60.95722,138.02663,-138.02663
KL,I15,60.95741,138.02634,-138.02634
KL,I16,60.95764,138.02597,-138.02597
KL,I17,60.95782,138.02565,-138.02565
KL,I18,60.95804,138.02534,-138.02534
KL,I19,60.95822,138.02506,-138.02506
KL,I20,60.95841,138.02476,-138.02476
KL,I21,60.95863,138.02433,-138.02433
KL,J0,60.95421,138.03111,-138.03111
KL,J1,60.95433,138.03076,-138.03076
KL,J2,60.95456,138.03038,-138.03038
KL,J3,60.95479,138.02991,-138.02991
KL,J4,60.95499,138.02956,-138.02956
KL,J5,60.95513,138.02925,-138.02925
KL,J6,60.9554,138.02884,-138.02884
KL,J7,60.9556,138.0285,-138.0285
KL,J8,60.95581,138.02815,-138.02815
KL,J9,60.95601,138.02779,-138.02779
KL,J10,60.95625,138.02746,-138.02746
KL,J11,60.95646,138.02712,-138.02712
KL,J12,60.95665,138.02677,-138.02677
KL,J13,60.95684,138.02637,-138.02637
KL,J14,60.95705,138.0261,-138.0261
KL,J15,60.95729,138.02571,-138.02571
KL,J16,60.95747,138.02536,-138.02536
KL,J17,60.95766,138.02497,-138.02497
KL,J18,60.95787,138.02467,-138.02467
KL,J19,60.95806,138.02436,-138.02436
KL,J20,60.95824,138.02399,-138.02399
KL,K0,60.954,138.03063,-138.03063
KL,K1,60.95416,138.03029,-138.03029
KL,K2,60.9544,138.02988,-138.02988
KL,K3,0,0,0
KL,K4,60.95479,138.02921,-138.02921
KL,K5,60.95496,138.02887,-138.02887
KL,K6,60.95518,138.02845,-138.02845
KL,K7,60.95539,138.02803,-138.02803
KL,K8,60.95563,138.02776,-138.02776
KL,K9,60.95587,138.02736,-138.02736
KL,K10,60.95604,138.02703,-138.02703
KL,K11,60.95625,138.02657,-138.02657
KL,K12,60.95646,138.02622,-138.02622
KL,K13,60.95668,138.02583,-138.02583
KL,K14,60.95685,138.02554,-138.02554
KL,K15,60.95705,138.02516,-138.02516
KL,K16,60.95727,138.0248,-138.0248
KL,K17,60.95742,138.02441,-138.02441
KL,K18,60.95761,138.02401,-138.02401
KL,K19,60.95785,138.02366,-138.02366
KL,K20,60.95804,138.02333,-138.02333
KL,L0,60.95384,138.03018,-138.03018
KL,L1,60.95403,138.02982,-138.02982
KL,L2,60.95419,138.02945,-138.02945
KL,L3,0,0,0
KL,L4,60.95462,138.02871,-138.02871
KL,L5,60.95481,138.0284,-138.0284
KL,L6,60.95501,138.02804,-138.02804
KL,L7,60.95521,138.02763,-138.02763
KL,L8,60.95541,138.02728,-138.02728
KL,L9,60.95559,138.02693,-138.02693
KL,L10,60.95581,138.02653,-138.02653
KL,L11,60.95599,138.02618,-138.02618
KL,L12,60.95628,138.02583,-138.02583
KL,L13,60.95649,138.02546,-138.02546
KL,L14,60.95669,138.02509,-138.02509
KL,L15,60.95686,138.02474,-138.02474
KL,L16,60.95708,138.02437,-138.02437
KL,L17,60.95739,138.02403,-138.02403
KL,M0,60.95363,138.02975,-138.02975
KL,M1,60.95376,138.02942,-138.02942
KL,M2,60.95393,138.02903,-138.02903
KL,M3,60.95418,138.02863,-138.02863
KL,M4,60.95442,138.02832,-138.02832
KL,M5,60.95457,138.02795,-138.02795
KL,M6,60.95481,138.02765,-138.02765
KL,M7,60.95503,138.02726,-138.02726
KL,M8,60.95521,138.02688,-138.02688
KL,M9,60.95541,138.02654,-138.02654
KL,M10,60.95559,138.02614,-138.02614
KL,M11,60.95589,138.02575,-138.02575
KL,M12,60.95608,138.02545,-138.02545
KL,M13,60.95628,138.02505,-138.02505
KL,M14,60.95647,138.02467,-138.02467
KL,M15,60.95665,138.02436,-138.02436
KL,M16,60.95688,138.02393,-138.02393
KL,N0,60.95344,138.02924,-138.02924
KL,N1,60.95364,138.02903,-138.02903
KL,N2,60.9539,138.02858,-138.02858
KL,N3,60.95407,138.02827,-138.02827
KL,N4,60.95427,138.02787,-138.02787
KL,N5,60.95445,138.02757,-138.02757
KL,N6,60.95472,138.02717,-138.02717
KL,N7,60.95491,138.02683,-138.02683
KL,N8,60.95509,138.02648,-138.02648
KL,N9,60.95532,138.02608,-138.02608
KL,N10,60.95552,138.02573,-138.02573
KL,N11,60.95572,138.02539,-138.02539
KL,N12,60.95592,138.02501,-138.02501
KL,N13,60.95613,138.02466,-138.02466
KL,N14,60.95634,138.02422,-138.02422
KL,N15,60.95653,138.02385,-138.02385
KL,N16,60.95668,138.02339,-138.02339
KL,O0,60.95336,138.0289,-138.0289
KL,O1,60.95344,138.02869,-138.02869
KL,O2,60.95364,138.02835,-138.02835
KL,O3,60.95383,138.0279,-138.0279
KL,O4,60.95404,138.02753,-138.02753
KL,O5,60.95425,138.02715,-138.02715
KL,O6,60.95447,138.02679,-138.02679
KL,O7,60.95468,138.02648,-138.02648
KL,O8,60.95493,138.02624,-138.02624
KL,O9,60.9551,138.0259,-138.0259
KL,O10,60.95532,138.02557,-138.02557
KL,O11,60.95553,138.02523,-138.02523
KL,O12,60.95578,138.02457,-138.02457
KL,O13,60.95605,138.02367,-138.02367
KL,O14,60.95606,138.02297,-138.02297
KL,P0,60.95316,138.02851,-138.02851
KL,P1,60.95328,138.02826,-138.02826
KL,P2,60.95344,138.02788,-138.02788
KL,P3,60.95368,138.02745,-138.02745
JO,A1,60.96934,138.07877,-138.07877
JO,A2,60.96914,138.07893,-138.07893
JO,A3,60.96891,138.07915,-138.07915
JO,A4,60.96871,138.07939,-138.07939
JO,A5,60.96841,138.07962,-138.07962
JO,A6,60.96821,138.07979,-138.07979
JO,A7,60.96795,138.08002,-138.08002
JO,A8,60.96759,138.0804,-138.0804
JO,A9,60.96743,138.08058,-138.08058
JO,A10,60.96722,138.0808,-138.0808
JO,A11,60.967,138.08093,-138.08093
JO,A12,60.96675,138.08121,-138.08121
JO,A13,60.96646,138.08138,-138.08138
JO,A14,60.9662,138.08153,-138.08153
JO,A15,60.96595,138.0818,-138.0818
JO,A16,60.96567,138.08209,-138.08209
JO,A17,60.9654,138.08228,-138.08228
JO,A18,60.96516,138.08247,-138.08247
JO,A19,60.96482,138.0827,-138.0827
JO,A20,60.96466,138.08296,-138.08296
JO,B1,60.96936,138.0793,-138.0793
JO,B2,60.96915,138.07954,-138.07954
JO,B3,60.96889,138.07982,-138.07982
JO,B4,60.96862,138.08003,-138.08003
JO,B5,60.96839,138.08028,-138.08028
JO,B6,60.96817,138.08047,-138.08047
JO,B7,60.96796,138.08061,-138.08061
JO,B8,60.96769,138.08095,-138.08095
JO,B9,60.96741,138.08122,-138.08122
JO,B10,60.96725,138.08136,-138.08136
JO,B11,60.96693,138.0816,-138.0816
JO,B12,60.96668,138.08179,-138.08179
JO,B13,60.96646,138.08197,-138.08197
JO,B14,60.96622,138.08215,-138.08215
JO,B15,60.96593,138.08252,-138.08252
JO,B16,60.96571,138.08264,-138.08264
JO,B17,60.96545,138.08286,-138.08286
JO,B18,60.96521,138.0831,-138.0831
JO,B19,60.96497,138.08325,-138.08325
JO,B20,60.96474,138.0834,-138.0834
JO,C1,60.96948,138.0797,-138.0797
JO,C2,60.96939,138.07997,-138.07997
JO,C3,60.9692,138.08008,-138.08008
JO,C4,60.969,138.08035,-138.08035
JO,C5,60.96863,138.0806,-138.0806
JO,C6,60.96835,138.08087,-138.08087
JO,C7,60.96812,138.08112,-138.08112
JO,C8,60.96785,138.08138,-138.08138
JO,C9,60.96764,138.08159,-138.08159
JO,C10,60.96742,138.08186,-138.08186
JO,C11,60.96717,138.08203,-138.08203
JO,C12,60.96659,138.0825,-138.0825
JO,C13,60.96657,138.08253,-138.08253
JO,C14,60.96634,138.08267,-138.08267
JO,C15,60.96608,138.08298,-138.08298
JO,C16,60.96585,138.08315,-138.08315
JO,C17,60.96565,138.08327,-138.08327
JO,C18,60.9654,138.0835,-138.0835
JO,C19,60.96513,138.08365,-138.08365
JO,C20,60.96488,138.08394,-138.08394
JO,D1,60.9696,138.08037,-138.08037
JO,D2,60.96934,138.08063,-138.08063
JO,D3,60.9691,138.08084,-138.08084
JO,D4,60.96887,138.08102,-138.08102
JO,D5,60.96866,138.0813,-138.0813
JO,D6,60.96841,138.08147,-138.08147
JO,D7,60.96818,138.08167,-138.08167
JO,D8,60.96791,138.08191,-138.08191
JO,D9,60.96772,138.08218,-138.08218
JO,D10,60.96744,138.08243,-138.08243
JO,D11,60.96719,138.08257,-138.08257
JO,D12,60.96692,138.08284,-138.08284
JO,D13,60.96663,138.08304,-138.08304
JO,D14,60.96644,138.08327,-138.08327
JO,D15,60.96603,138.08365,-138.08365
JO,D16,60.96593,138.08376,-138.08376
JO,D17,60.96563,138.08395,-138.08395
JO,D18,60.96542,138.08403,-138.08403
JO,D19,60.96517,138.08421,-138.08421
JO,D20,60.9649,138.0843,-138.0843
JO,E1,60.97002,138.08041,-138.08041
JO,E2,60.96948,138.08099,-138.08099
JO,E3,60.96924,138.08122,-138.08122
JO,E4,60.96903,138.08145,-138.08145
JO,E5,60.96882,138.08168,-138.08168
JO,E6,60.96859,138.08186,-138.08186
JO,E7,60.96834,138.08229,-138.08229
JO,E8,60.96806,138.08235,-138.08235
JO,E9,60.96789,138.08263,-138.08263
JO,E10,60.9676,138.08289,-138.08289
JO,E11,60.96737,138.08296,-138.08296
JO,E12,60.96713,138.08321,-138.08321
JO,E13,60.96687,138.08342,-138.08342
JO,E14,60.96659,138.0836,-138.0836
JO,E15,60.96635,138.08395,-138.08395
JO,E16,60.96608,138.08409,-138.08409
JO,E17,60.96587,138.08437,-138.08437
JO,E18,60.9655,138.08467,-138.08467
JO,E19,60.96528,138.08481,-138.08481
JO,E20,60.96502,138.08496,-138.08496
JO,F1,60.96975,138.08136,-138.08136
JO,F2,60.96949,138.08156,-138.08156
JO,F3,60.96929,138.08191,-138.08191
JO,F4,60.96898,138.08209,-138.08209
JO,F5,60.96875,138.08231,-138.08231
JO,F6,60.96859,138.08247,-138.08247
JO,F7,60.96835,138.08273,-138.08273
JO,F8,60.96812,138.08296,-138.08296
JO,F9,60.96782,138.08324,-138.08324
JO,F10,60.96758,138.08348,-138.08348
JO,F11,60.96738,138.0836,-138.0836
JO,F12,60.96708,138.08385,-138.08385
JO,F13,60.9668,138.08406,-138.08406
JO,F14,60.96667,138.08423,-138.08423
JO,F15,60.96629,138.08463,-138.08463
JO,F16,60.96607,138.08467,-138.08467
JO,F17,60.96589,138.08501,-138.08501
JO,F18,60.9655,138.08514,-138.08514
JO,F19,60.96524,138.08531,-138.08531
JO,F20,60.96506,138.08565,-138.08565
JO,G1,60.97011,138.08101,-138.08101
JO,G2,60.96972,138.0818,-138.0818
JO,G3,60.96927,138.08244,-138.08244
JO,G4,60.96909,138.08266,-138.08266
JO,G5,60.96893,138.08279,-138.08279
JO,G6,60.96871,138.08308,-138.08308
JO,G7,60.96851,138.08325,-138.08325
JO,G8,60.96831,138.08344,-138.08344
JO,G9,60.96806,138.08365,-138.08365
JO,G10,60.96783,138.08382,-138.08382
JO,G11,60.96761,138.08401,-138.08401
JO,G12,60.96739,138.08429,-138.08429
JO,G13,60.96709,138.08447,-138.08447
JO,G14,60.96685,138.08464,-138.08464
JO,G15,60.96662,138.08499,-138.08499
JO,G16,60.96638,138.08522,-138.08522
JO,G17,60.96609,138.08553,-138.08553
JO,G18,60.96581,138.08575,-138.08575
JO,G19,60.96558,138.08595,-138.08595
JO,G20,60.96531,138.08617,-138.08617
JO,H1,60.97005,138.08249,-138.08249
JO,H2,60.96984,138.08258,-138.08258
JO,H3,60.96954,138.08284,-138.08284
JO,H4,60.96931,138.08315,-138.08315
JO,H5,60.96904,138.08334,-138.08334
JO,H6,60.96886,138.08354,-138.08354
JO,H7,60.96859,138.08379,-138.08379
JO,H8,60.96833,138.08411,-138.08411
JO,H9,60.96809,138.0843,-138.0843
JO,H10,60.96777,138.08446,-138.08446
JO,H11,60.96756,138.08473,-138.08473
JO,H12,60.96737,138.08492,-138.08492
JO,H13,60.967,138.08514,-138.08514
JO,H14,60.96684,138.08534,-138.08534
JO,H15,60.96658,138.08569,-138.08569
JO,H16,60.96633,138.08597,-138.08597
JO,H17,60.96627,138.08662,-138.08662
JO,H18,60.96584,138.08636,-138.08636
JO,H19,60.96569,138.0865,-138.0865
JO,H20,60.96539,138.08687,-138.08687
JO,I1,60.97023,138.08282,-138.08282
JO,I2,60.97002,138.08301,-138.08301
JO,I3,60.96981,138.08316,-138.08316
JO,I4,60.96962,138.08334,-138.08334
JO,I5,60.96937,138.0836,-138.0836
JO,I6,60.96907,138.08385,-138.08385
JO,I7,60.9688,138.08412,-138.08412
JO,I8,60.96861,138.08434,-138.08434
JO,I9,60.96834,138.08452,-138.08452
JO,I10,60.96811,138.0847,-138.0847
JO,I11,60.96785,138.0849,-138.0849
JO,I12,60.9676,138.08519,-138.08519
JO,I13,60.96731,138.08546,-138.08546
JO,I14,60.96712,138.08553,-138.08553
JO,I15,60.96688,138.08591,-138.08591
JO,I16,60.96658,138.08615,-138.08615
JO,I17,0,0,0
JO,I18,60.96605,138.08673,-138.08673
JO,I19,60.96582,138.08688,-138.08688
JO,I20,60.96559,138.08705,-138.08705
JO,J1,60.9703,138.08336,-138.08336
JO,J2,60.97009,138.08348,-138.08348
JO,J3,60.96983,138.08383,-138.08383
JO,J4,60.9696,138.08412,-138.08412
JO,J5,60.96936,138.08429,-138.08429
JO,J6,60.96913,138.08447,-138.08447
JO,J7,60.96881,138.08481,-138.08481
JO,J8,60.96862,138.08504,-138.08504
JO,J9,60.96834,138.08521,-138.08521
JO,J10,60.96816,138.08531,-138.08531
JO,J11,60.96785,138.08568,-138.08568
JO,J12,60.96754,138.08591,-138.08591
JO,J13,60.96728,138.08611,-138.08611
JO,J14,60.96709,138.0863,-138.0863
JO,J15,60.96685,138.08665,-138.08665
JO,J16,60.96659,138.08698,-138.08698
JO,J17,60.96631,138.0872,-138.0872
JO,J18,60.966,138.08734,-138.08734
JO,J19,60.96574,138.08755,-138.08755
JO,J20,60.96553,138.08774,-138.08774
JO,K1,60.97042,138.0838,-138.0838
JO,K2,60.97029,138.08403,-138.08403
JO,K3,60.97002,138.08414,-138.08414
JO,K4,60.9697,138.08455,-138.08455
JO,K5,60.96951,138.08473,-138.08473
JO,K6,60.96928,138.08495,-138.08495
JO,K7,60.96907,138.08519,-138.08519
JO,K8,60.96882,138.08536,-138.08536
JO,K9,60.96855,138.08559,-138.08559
JO,K10,60.96832,138.08578,-138.08578
JO,K11,60.96801,138.08606,-138.08606
JO,K12,60.9678,138.08632,-138.08632
JO,K13,60.96752,138.08656,-138.08656
JO,K14,60.96731,138.0867,-138.0867
JO,K15,60.96695,138.08696,-138.08696
JO,K16,60.96677,138.08727,-138.08727
JO,K17,60.96654,138.08751,-138.08751
JO,K18,60.96635,138.08783,-138.08783
JO,K19,60.96609,138.08794,-138.08794
JO,K20,60.96577,138.08806,-138.08806
JO,L1,60.97043,138.08432,-138.08432
JO,L2,60.97019,138.08458,-138.08458
JO,L3,60.96994,138.08485,-138.08485
JO,L4,60.96969,138.08504,-138.08504
JO,L5,60.96949,138.08527,-138.08527
JO,L6,60.9692,138.08556,-138.08556
JO,L7,60.96899,138.08572,-138.08572
JO,L8,60.96877,138.08595,-138.08595
